Ref No,Contract Title,Department,OJEU,Awarded,Has ext option,Expired,Service Type,Actual Cost,Duration  (months),Extended,Framework Agreement,Initial start date,Initial end date,Ext start date,Ext end date,Actual exp date,Contracts awarded to
5594,L8 remedial works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 11,245",1,No,,31/01/2014,14/02/2014,,,14/02/2014, Moolands Ltd
5593,Boiler works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 11,427",1,No,,31/01/2014,14/02/2014,,,14/02/2014, Moolands Ltd
5592,Kitchen ventilation system works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 68,085",2,No,,31/01/2014,28/03/2014,,,28/03/2014, CK Direct (Peterborough) Ltd
5591,FirstDefender portable spectrometer,Operational Policy,No,Yes,No,Yes,Goods/Service,"£ 34,000",2,No,,06/02/2014,01/04/2014,,,01/04/2014, HazmatLINK Ltd
5590,St Columba - Radio Mast Refurbishment,Technical and Service Support,No,Yes,No,Yes,Works,"£ 39,915",2,No,,30/09/2014,30/11/2014,,,30/11/2014, F.A CLOVER & SON LTD
5589,Provision of Office Relocation and Installation Services,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,£ 0,12,No,TfL 90208,01/04/2014,31/03/2015,,,31/03/2015, Harris Installation Services Limited
5588,Sprinkler Part Funding Competition,Fire Safety (Statutory and Community),No,Yes,No,Yes,Goods/Service,"£ 180,963",0,No,,16/09/2014,16/09/2014,,,30/10/2015," Croydon Council, LB Barking/Dagenham, LB of Wandsworth, LB of Camden, Harrow Council"
5587,Consultancy for management review,Human Resources Management,No,Yes,No,Yes,Goods/Service,"£ 10,000",2,No,,26/02/2014,26/04/2014,,,26/04/2014, Hay Group
5586,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 17,990",1,No,,16/05/2014,31/05/2014,,,31/05/2014, SW Bruce & Co Ltd
5585,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 31,517",1,No,,18/03/2014,18/04/2014,,,18/04/2014, Morrissey Electrical & Building Ltd
5584,Secondary Electrical Supply,Technical and Service Support,No,Yes,No,Yes,Works,"£ 42,686",1,No,,15/03/2014,31/03/2014,,,31/03/2014, Moolands Ltd
5583,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 22,516",1,No,,17/03/2014,04/04/2014,,,04/04/2014, SW Bruce & Co Limited
5582,Provision of Portable Hygiene Units,"Operations, Prevention and Response",No,Yes,Yes,No,Goods/Service,£ 0,36,No,,01/12/2014,30/11/2017,,,, Euroloos Ltd
5581,Provision of anti-entanglement Breathing Apparatus cylinder covers,Technical and Service Support,No,Yes,Yes,No,Goods/Service,"£ 41,090",36,No,,01/05/2014,30/04/2017,,,, Ulster Supported Employment Ltd
5580,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 13,216",1,No,,19/05/2014,30/05/2014,,,30/05/2014, Rolfe Contracting Limited
5578,Electrical Rewire,Technical and Service Support,No,Yes,No,Yes,Works,"£ 54,580",2,No,,17/02/2014,28/03/2014,,,28/03/2014, Lovelock & Taylour Limited
5576,Replace defective Heating Boiler,Technical and Service Support,No,Yes,No,Yes,Works,"£ 17,977",1,No,,20/12/2013,22/12/2013,,,22/12/2013, Moolands Ltd
5575,Replace defective Heating Boiler,Technical and Service Support,No,Yes,No,Yes,Works,"£ 16,977",1,No,,20/12/2013,22/12/2013,,,22/12/2013, Moolands Ltd
5574,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 83,903",2,No,,05/01/2015,27/02/2015,,,27/02/2015, LG Bland Electrical Ltd.
5573,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 14,656",1,No,,10/03/2014,28/03/2014,,,28/03/2014, B Nokes Contracts Ltd
5572,Barnet FS - Repairs to Front Elevation,Technical and Service Support,No,Yes,No,Yes,Works,"£ 24,275",1,No,,30/06/2014,30/07/2014,,,30/07/2014, COLLINS (CONTRACTORS) LTD
5571,Supply of ICT Hardware Support and Maintenance Services,Information and Communications Technology ,No,Yes,No,No,Goods/Service,"£ 1,737,870",60,No,GPS,28/02/2014,27/02/2019,,,, Computacenter (UK) Ltd
5570,Refurbishment of male and female showers,Technical and Service Support,No,Yes,No,Yes,Works,"£ 20,843",1,No,,14/01/2014,13/02/2014,,,13/02/2014, Bournes of London Projects Ltd
5568,Photovoltaic Installation and Roof Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 46,017",2,No,,15/03/2014,30/04/2014,,,30/04/2014, Diamond Build Plc
5567,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 33,688",1,No,,10/02/2014,07/03/2014,,,07/03/2014, RCL Services
5566,Provision of an Expert Witness Report for the Lakanal House Investigation,Legal & Democratic Services,No,Yes,No,Yes,Goods/Service,"£ 28,475",1,No,,10/01/2014,09/02/2014,,,09/02/2014, BRE Global Ltd
5565,Drill Tower Repair,Technical and Service Support,No,Yes,No,Yes,Works,"£ 11,180",1,No,,08/01/2014,20/01/2014,,,20/01/2014, Fahey Builders Ltd
5564,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 30,272",1,No,,17/02/2014,07/03/2014,,,07/03/2014, SW Bruce & Co Ltd
5563,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 17,410",1,No,,08/01/2014,06/02/2014,,,06/02/2014, SW Bruce & Co Ltd
5562,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 18,583",1,No,,10/02/2014,28/02/2014,,,28/02/2014, B Nokes Contracts Ltd
5561,Renewal of front and rear appliance bay doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 46,750",1,No,,14/01/2014,02/02/2014,,,02/02/2014, Jewers Specialist Doors Ltd
5560,Renewal of front and rear appliance bay doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 45,392",1,No,,05/02/2014,01/03/2014,,,01/03/2014, Arkas Ltd
5559,Renewal of front appliance bay doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 44,278",1,No,,14/01/2014,02/02/2014,,,02/02/2014, Jewers Specialist Doors Ltd
5558,Scientific Services,Procurement,Yes,Yes,Yes,No,Goods/Service,"£ 3,526,200",36,No,,01/03/2014,28/02/2017,,,, Bureau Veritas UK Ltd
5557,Electrical works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 40,484",1,No,,30/01/2014,28/02/2014,,,28/02/2014, Lovelock & Taylour Limited
5556,Renewal of front and rear appliance bay doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 43,821",1,No,,05/02/2014,02/03/2014,,,02/03/2014, Arkas Ltd
5555,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 44,871",2,No,,14/01/2014,11/03/2014,,,11/03/2014, Morrissey Electrical & Building Limited
5554,Rank and Role Markings,Procurement,No,Yes,Yes,No,Goods/Service,£ 0,36,Yes,,01/03/2014,28/02/2017,28/02/2017,28/02/2019,, Wyedean Weaving Co Ltd
5553,Workwear: Jackets,Procurement,No,Yes,No,No,Goods/Service,£ 0,48,No,ESPO 144,10/10/2013,09/10/2017,,,, Burlington Uniforms (agent for FCC Ltd)
5552,Workwear: Sweatshirts,Procurement,No,Yes,No,No,Goods/Service,£ 0,48,No,ESPO 144,10/10/2013,09/10/2017,,,, Burlington Uniforms (agent for FCC Ltd)
5551,Diesel Fuel for Fire Stations,Procurement,No,Yes,No,Yes,Goods/Service,£ 0,24,No,GPS Framework,01/10/2013,30/09/2015,,,30/09/2015, Hall Fuels
5550,Property PFI Project,Technical and Service Support,No,Yes,No,No,Goods/Service,£ 0,330,No,,01/08/2013,04/02/2041,,,, Blue3 (London) Ltd
5549,Library Subscription Services,Information and Communications Technology ,No,Yes,No,Yes,Goods/Service,£ 0,12,No,,08/11/2013,07/11/2014,,,07/11/2014, UBM Information Ltd
5548,Deployment of Cisco Firewalls and Associated Consultancy,Information and Communications Technology ,No,Yes,Yes,Yes,Goods/Service,"£ 182,428",36,No,GPS Framework RM721/L2,06/11/2013,05/11/2016,,,05/11/2016, Softcat Limited
5547,Combind Heating Power,Technical and Service Support,No,Yes,No,Yes,Works,"£ 124,949",2,No,,28/11/2013,21/01/2014,,,21/01/2014, Artic Building Services Ltd
5546,Combined Heating Power,Technical and Service Support,No,Yes,No,Yes,Works,"£ 123,005",2,No,,04/02/2014,08/04/2014,,,08/04/2014, Artic Building Services Ltd
5545,Photovoltaic Installation and Roof Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 132,784",2,No,,25/11/2013,12/01/2014,,,12/01/2014, Diamond Build plc
5544,"Maintenance of Powered and Manually Operated Appliance Bay Doors, Roller Shutters, Tower Grilles/Shutters, Rear Gates",Technical and Service Support,No,Yes,Yes,Yes,Works,"£ 91,377",24,Yes,,01/10/2013,30/09/2015,30/06/2016,31/07/2016,31/07/2016, Arkas Ltd
5543,Mobile Safety Patrols,Technical and Service Support,No,Yes,No,No,Goods/Service,£ 0,48,No,GLA/TFL,30/08/2013,29/08/2017,,,, Servoca Secure Services Ltd
5542,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 61,356",1,No,,18/10/2013,08/11/2013,,,08/11/2013, SW Bruce and Co Ltd
5541,Installation of Photovoltaic works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 37,248",1,No,,12/11/2013,12/12/2013,,,12/12/2013, Diamond Build plc
5540,The Provision and Supply of Smoke Alarms and Related Products,Fire Safety (Statutory and Community),No,Yes,Yes,No,Goods/Service,£ 0,12,Yes,YPO Framework 000447,23/08/2013,22/08/2014,22/08/2016,22/08/2017,, Sprue Safety Products Ltd
5538,Evaluation of community volunteers project,Fire Safety (Statutory and Community),No,Yes,No,Yes,Goods/Service,"£ 10,837",2,No,,02/08/2013,30/09/2013,,,30/09/2013, Cordis Bright Ltd
5537,Senior supplier for FIBE project ,Strategy and Inclusion,No,Yes,No,Yes,Goods/Service,"£ 82,000",12,No,,05/08/2013,05/08/2014,,,05/08/2014, BRE Global
5536,ISC Yard Enhancement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 318,237",2,No,,02/10/2013,02/12/2013,,,02/12/2013, Walker Construction (UK) Ltd
5535,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 22,574",1,No,,18/11/2013,06/12/2013,,,06/12/2013, SW Bruce & Co Ltd
5534,Water services replacement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 82,692",2,No,,07/10/2013,15/11/2013,,,15/11/2013, Purdy Contractors Ltd
5533,Royalty Agreement: Premises box,Legal & Democratic Services,No,Yes,Yes,No,Goods/Service,£ 0,60,No,,23/05/2013,22/05/2018,,,, Gerda Security Products Ltd
5531,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 59,150",1,No,,04/11/2013,29/11/2013,,,29/11/2013, B Nokes Contracts Ltd
5529,Vehicle Inspections and Fitting of Blues and Twos,Procurement,No,Yes,Yes,No,Goods/Service,"£ 130,000",43,No,,01/12/2013,30/06/2017,,,, Pullman Motors
5528,Office chairs,Procurement,No,Yes,No,No,Goods/Service,£ 0,48,No,TFL Framework 90272,01/07/2013,30/06/2017,,,, Interstuhl Ltd
5527,Kitchen deep cleaning,Technical and Service Support,Yes,Yes,No,Yes,Goods/Service,"£ 74,539",12,No,,01/04/2014,31/03/2015,,,31/03/2015, Regent Cleaning
5526,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 24,741",1,No,,09/09/2013,27/09/2013,,,27/09/2013, B Nokes Contracts Ltd
5524,Vehicle Leasing,Procurement,No,Yes,No,No,Goods/Service,"£ 4,000,000",48,No,Halton Housing Trust via Sector,01/08/2013,31/07/2017,,,," Alphabet (UK), Days Contract Hire, Lex Autolease"
5523,Sharepoint Information Architecture and Template design,Information and Communications Technology ,No,Yes,No,Yes,Goods/Service,"£ 55,050",7,No,,02/09/2013,31/03/2014,,,31/03/2014, Mando Group Limited
5522,Fleet and Operational Equipment Items Management and Maintenance Contract,Procurement,Yes,Yes,Yes,No,Goods/Service,"£ 162,273,000",252,No,,13/11/2014,12/11/2035,,,, Babcock Critical Services Ltd
5521,Subscriptions and Journals,Information and Communications Technology ,No,Yes,Yes,Yes,Goods/Service,"£ 12,000",15,No,TFL Contract,01/07/2013,30/09/2014,,,30/09/2014, SWETS Information Services Ltd
5520,Renewal of Appliance Bay Floor,Technical and Service Support,No,Yes,No,Yes,Works,"£ 32,484",1,No,,09/09/2013,11/10/2013,,,11/10/2013, Richo Limited
5519,supply of ballistic coverall and helmet cover,Procurement,No,Yes,No,No,Goods/Service,£ 0,48,No,West Midlands Ambulance Service,21/06/2013,20/06/2017,,,, Rig Equipment Ltd
5518,supply of ballistic helmets,Procurement,No,Yes,No,No,Goods/Service,£ 0,48,No,West Midlands Ambulance Service,21/06/2013,20/06/2017,,,, NP Areospace 
5517,"supply of  Body Armour hard and soft plates, Body Armour carrier & kit bag ",Procurement,No,Yes,No,No,Goods/Service,£ 0,48,No,West Midlands Ambulance Service,21/06/2013,20/06/2017,,,, Aegis Engineering Ltd
5516,Provision of continuing FM consultancy services for the Property PFI Project,Technical and Service Support,No,Yes,No,Yes,Goods/Service,£ 0,36,No,,02/08/2013,01/08/2016,,,01/08/2016, LW Consulting
5515,Provision of continuing financial consultancy services for the Property PFI Project,Technical and Service Support,No,Yes,No,Yes,Goods/Service,£ 0,36,No,,02/08/2013,01/08/2016,,,01/08/2016, BDO LLP
5514,Provision of continuing legal consultancy services for the Property PFI Project,Technical and Service Support,No,Yes,No,Yes,Goods/Service,£ 0,36,No,,02/08/2013,01/08/2016,,,01/08/2016, Bond Dickinson LLP
5513,Provision of continuing cost consultancy services for the Property PFI Project,Technical and Service Support,No,Yes,No,Yes,Goods/Service,£ 0,36,No,,02/08/2013,01/08/2016,,,01/08/2016, Davis Langdon
5512,Provision of continuing technical consultancy services for the Property PFI Project,Technical and Service Support,No,Yes,No,Yes,Goods/Service,£ 0,36,No,,02/08/2013,01/08/2016,,,01/08/2016, Deloitte LLP
5511,"Provision of continuing engineering, mechanical and electrical  consultancy services for the Property PFI Project",Technical and Service Support,No,Yes,No,Yes,Goods/Service,£ 0,36,No,,02/08/2013,01/08/2016,,,01/08/2016, Cundall
5510,Provision of continuing architectural consultancy services for the Property PFI Project,Technical and Service Support,No,Yes,No,Yes,Goods/Service,£ 0,36,No,,02/08/2013,01/08/2016,,,01/08/2016, HOK
5508,Professional Consultancy Services,Human Resources Management,No,Yes,No,Yes,Goods/Service,"£ 20,000",24,No,,01/06/2013,31/05/2015,,,31/05/2015, Mark Slaski Limited
5506,Motorisation of gates,Technical and Service Support,No,Yes,No,Yes,Works,"£ 63,381",1,No,,28/08/2013,05/09/2013,,,05/09/2013, H & V Building Services Ltd
5505,Emergency Fire Crew Capability Services,Procurement,Yes,Yes,Yes,No,Goods/Service,"£ 20,000,000",72,No,,13/11/2014,12/11/2020,,,, Securitas Security Services (UK) Ltd
5504,Provision of Cable Cutter Pouches,Operational Policy,No,Yes,Yes,No,Goods/Service,"£ 16,000",36,Yes,,09/09/2013,08/09/2016,08/09/2016,08/09/2018,, First Products (Sussex) Ltd
5503,Clerk of Works Services,Technical and Service Support,No,Yes,No,Yes,Works,"£ 25,000",15,No,"London Construction Programme CRCS Framework Agreement 2012, Lot 10 Clerk of Works Services",01/07/2013,30/09/2014,,,30/09/2014, John Burke Associates
5502,Provision of ICT Equipment for 9 Command Units,Information and Communications Technology ,No,Yes,Yes,Yes,Goods/Service,"£ 331,195",12,No,"GPS Framework
RM721/L1",07/08/2013,06/08/2014,,,06/08/2014, Computacenter (UK) Ltd
5501,Provision of Guardian Services at Authority Premises,Technical and Service Support,Yes,Yes,Yes,No,Goods/Service,£ 0,36,Yes,,01/10/2013,30/09/2016,30/09/2016,30/09/2017,, Vigilance Properties Ltd
5499,Fire safety works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 59,108",2,No,,15/07/2013,14/09/2013,,,14/09/2013, RME Services Ltd
5498,Learning Support,Human Resources Management,No,Yes,Yes,No,Goods/Service,"£ 50,000",36,Yes,,01/07/2013,30/06/2016,01/07/2016,31/03/2017,, Dyslexia Action
5497,Charitable Status Feasibility Study,Operational Policy,No,Yes,No,Yes,Goods/Service,"£ 11,300",2,No,,01/04/2013,31/05/2013,,,31/05/2013, Action Planning
5496,Distribution Upgrade and Associated Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 149,246",3,No,,21/05/2013,31/08/2013,,,31/08/2013, Ditton Electrical Contracts Ltd
5494,Provision of Cable Cutters,Operational Policy,No,Yes,No,Yes,Goods/Service,"£ 43,641",2,No,,07/03/2013,30/04/2013,,,30/04/2013, Cannons MSA Ltd
5493,"Contract for the provision of Strategic, Financial and Commercial Advice for its Vehicles Project and other major procurements",Procurement,No,Yes,No,No,Goods/Service,"£ 120,000",48,No,TFL Framework TfL 90440,01/03/2013,28/02/2017,,,, Grant Thornton UK LLP
5492,Legal Consultancy Services (for the Vehicles Project and other Procurements),Legal & Democratic Services,No,Yes,No,No,Goods/Service,"£ 120,000",48,No,,18/03/2013,17/03/2017,,,, Sharpe Pritchard LLP
5491,Refurbishment Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 44,954",1,No,,29/04/2013,27/05/2013,,,27/05/2013, B Nokes Contracts Ltd
5490,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 20,468",1,No,,07/05/2013,21/05/2013,,,21/05/2013, S W Bruce & Co Ltd
5489,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 27,206",1,No,,07/05/2013,24/05/2013,,,24/05/2013, SW Bruce & Co Ltd
5488,Station office refurbishment,Technical and Service Support,No,Yes,No,Yes,Works,"£ 25,810",1,No,,22/04/2013,07/05/2013,,,07/05/2013, B Nokes Contracts Ltd
5487,Provision and Installation of Metal Shutter Doors and Netting to Drill Tower Openings,Technical and Service Support,No,Yes,No,Yes,Works,"£ 12,312",1,No,,20/04/2013,28/04/2013,,,28/04/2013, Bournes of London Projects Ltd
5486,Electrical Rewire/PV installation Works  ,Technical and Service Support,No,Yes,No,Yes,Works,"£ 58,153",1,No,,24/06/2013,29/07/2013,,,29/07/2013, Diamond Build plc
5485,Third Floor Redecoration Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 42,701",1,No,,14/04/2013,11/05/2013,,,11/05/2013, Smith & O'Sullivan
5482,AMR Metering to Renewable Installations,Technical and Service Support,No,Yes,No,Yes,Works,"£ 125,695",3,No,,04/04/2013,20/06/2013,,,20/06/2013, PA Associates Uk Ltd
5481,Supporting Public Procurement - Fired-Up,Procurement,No,Yes,No,Yes,Goods/Service,£ 0,36,No,,20/02/2013,19/02/2016,,,19/02/2016, European Commission
5480,Installation of revolving door,Technical and Service Support,No,Yes,No,Yes,Works,"£ 41,953",1,No,,20/02/2013,22/02/2013,,,22/02/2013, Boon Edam
5479,White Shirts and T Shirts,Procurement,Yes,Yes,Yes,No,Goods/Service,"£ 122,000",36,Yes,,01/08/2013,31/07/2016,01/08/2016,31/07/2018,," Hunter Apparel&#x0D;
Burlington Uniforms "
5478,Video Services - Hoarding ,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 10,000",0,No,,10/02/2013,10/02/2013,,,10/02/2013, Dragonfly Productions
5477,The Redevelopment of the London Fire Brigade's Station Diary,Information and Communications Technology ,No,Yes,No,Yes,Goods/Service,"£ 181,130",36,No,,01/03/2013,28/02/2016,,,28/02/2016, Moore Stephens Consulting Ltd
5476,Roof Replacement Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 197,780",4,No,,25/06/2013,04/10/2013,,,04/10/2013, SW Bruce & Co Ltd
5474,Undertakings to carry out works under RM 2011,Technical and Service Support,No,Yes,No,No,Goods/Service,"£ 20,000",48,No,,11/01/2013,11/01/2017,,,," Waltham Forest Engineering Ltd , Arkas Ltd, Bournes of London Projects Limited, Collins (Contractors) Ltd, Giles Contract Services, Kirkman & Jourdain Ltd, Lovelock & Taylour Limited, Merlin Electrical Services Ltd, Moolands Ltd, P J Harte (Decorating Contractors) Ltd, RJ Holland Ltd, Safeguard Pest Control, Kitsons Environmental Europe Ltd T/A Silverdell, Smith & O'Sullivan Ltd, T Brown Group Ltd"
5473,Motorisation of Gates,Technical and Service Support,No,Yes,No,Yes,Works,"£ 49,415",1,No,,15/05/2013,23/05/2013,,,23/05/2013, H & V Building Services Ltd
5472,Motorisation of Rear Yard Gates,Technical and Service Support,No,Yes,No,Yes,Works,"£ 40,808",3,No,,01/03/2013,31/05/2013,,,31/05/2013, H & V Building Services Ltd
5471,Asbestos Removal,Technical and Service Support,No,Yes,No,Yes,Works,"£ 9,713",1,No,,03/02/2013,26/02/2013,,,26/02/2013, Asbestos First Ltd
5470,"Analysis, design and implementation of a Business Intelligence solution",Information and Communications Technology ,No,Yes,No,Yes,Goods/Service,"£ 102,018",12,No,RM591/L3,01/02/2013,31/01/2014,,,31/01/2014, Bramble.cc Ltd
5469,Stock Condition Surveys 2012/13,Technical and Service Support,No,Yes,No,Yes,Works,"£ 20,355",2,No,,15/01/2013,15/03/2013,,,15/03/2013, Property Data Solutions Ltd
5468,ISC Yard Enhancement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 227,039",2,No,,02/05/2013,07/06/2013,,,07/06/2013, Walker Construction (UK) Ltd
5467,Inspection of Fleet Vehicles,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,"£ 150,000",24,No,,01/04/2013,31/03/2015,,,31/03/2015, Applus Car Testing Service Ltd
5466,Electrical works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 26,254",1,No,,02/04/2013,26/04/2013,,,26/04/2013, LG Bland Electrical Ltd.
5465,Gym Equipment,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,"£ 80,000",26,Yes,ESPO,01/12/2012,31/01/2015,31/01/2016,31/07/2016,31/07/2016, Pulse Fitness Ltd
5464,Construction of new Fire Station,Technical and Service Support,Yes,Yes,No,Yes,Works,"£ 4,944,605",14,No,,01/09/2013,30/10/2014,,,30/10/2014, Willmott Dixon Construction
5463,Interim Fleet and Operational Equipment Items Management and Maintenance Contract,Procurement,No,Yes,No,Yes,Goods/Service,"£ 18,000,000",18,No,,13/11/2012,13/05/2014,,13/11/2014,13/11/2014, Babcock Critical Services Limited
5462,Renewal of front and rear appliance bay doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 108,780",1,No,,25/02/2013,25/03/2013,,,25/03/2013, Arkas Ltd
5461,Emergency Fire Crew Capability Services and Emergency Call Handling Services,Procurement,No,Yes,No,Yes,Goods/Service,"£ 3,129,022",24,No,,13/11/2012,12/11/2014,,,13/11/2014, Securitas Security Services Ltd
5460,Flood Rectification Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 242,166",2,No,,21/02/2013,23/04/2013,,,23/04/2013, Ream Contract Ltd
5459,TREND Upgrade - Phase III,Technical and Service Support,No,Yes,No,Yes,Works,"£ 323,090",2,No,,15/03/2013,13/05/2013,,,13/05/2013, ACL Electrical Ltd
5458,Provision of Insurance  Services,Procurement,Yes,Yes,Yes,No,Goods/Service,£ 0,60,Yes,,01/07/2013,30/06/2016,30/06/2016,30/06/2018,, Risk Management Partners Ltd
5456,Electrical Rewire Works  ,Technical and Service Support,No,Yes,No,Yes,Works,"£ 86,776",3,No,,07/01/2013,01/04/2013,,,01/04/2013, Lindfield Electrical Services
5454,Provision and Installation of new frontal appliance bay doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 65,825",1,No,,21/01/2013,15/02/2013,,,15/02/2013, Jewers Specialist Doors Ltd
5453,Renewal of front and rear appliance bay doors,Technical and Service Support,No,Yes,No,Yes,Works,"£ 41,130",1,No,,07/01/2013,25/01/2013,,,25/01/2013, Jewers Specialist Doors Ltd
5452,Evaluation of HFSVs,Fire Safety (Statutory and Community),No,Yes,No,Yes,Goods/Service,"£ 17,918",5,No,,25/10/2012,14/03/2013,,,14/03/2013, Cordis Bright Ltd
5451,Heating Upgrade Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 272,126",4,No,,24/01/2013,09/05/2013,,,09/05/2013, Ream Contract Ltd
5450,Window & Door Replacement ,Technical and Service Support,No,Yes,No,Yes,Works,"£ 61,549",2,No,,01/03/2013,15/04/2013,,,15/04/2013, Euro Windows 
5449,Heating Upgrade Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 140,311",2,No,,21/01/2013,29/03/2013,,,29/03/2013, Argent FM Ltd
5447,Consultancy for Market Testing of Property,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 20,000",2,No,,24/09/2012,24/11/2012,,,24/11/2012, PKF (UK) LLP
5446,Heating Upgrade Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 232,513",4,No,,10/01/2013,09/05/2013,,,09/05/2013, Bennett Mechanical Services
5445,ISC Yard Enhancement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 423,988",6,No,,29/10/2012,15/04/2013,,,15/04/2013, Walker Construction (UK) Ltd
5444,Written schemes of examination for high pressure air systems,Technical and Service Support,No,Yes,Yes,No,Goods/Service,"£ 20,400",36,Yes,,01/01/2013,31/12/2015,31/12/2015,31/12/2017,, Gas & Air Services UK
5443,Consultancy for Market Testing of Property,Technical and Service Support,No,Yes,No,Yes,Goods/Service,"£ 31,050",3,No,,01/08/2012,31/10/2012,,,31/10/2012, Corporate Property Advisers Ltd
5442,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 33,843",2,No,,14/12/2012,13/02/2013,,,13/02/2013, Morrissey Electrical & Building Ltd
5441,Electrical Rewire Works  ,Technical and Service Support,No,Yes,No,Yes,Works,"£ 90,560",3,No,,07/01/2013,01/04/2013,,,01/04/2013, C Beaumont Ltd
5440,Fire Safety Works,Technical and Service Support,No,Yes,No,Yes,Works,"£ 36,069",2,No,,22/02/2013,05/04/2013,,,05/04/2013, LG Bland Electrical Ltd.
5439,Audi Visual Services to World rescue Challenge,Communications,No,Yes,No,Yes,Goods/Service,"£ 47,083",1,No,,25/09/2012,20/10/2012,,,20/10/2012, CVS International
5437,Maintenance of Bay Floor,Technical and Service Support,No,Yes,No,Yes,Works,"£ 40,685",1,No,,19/11/2012,14/12/2012,,,14/12/2012, Richco Ltd
5436,Laundry & Dry Cleaning,Procurement,No,Yes,Yes,No,Goods/Service,"£ 450,000",48,Yes,,01/02/2013,31/01/2017,31/01/2017,31/01/2018,, Sunlight (now Berendsen)
5434,Removal of asbestos based material,Technical and Service Support,No,Yes,No,Yes,Works,"£ 11,050",1,No,,21/11/2012,03/12/2012,,,03/12/2012, ARCS Environmental Services Ltd
5433,Guardian / Caretaker Services,Technical and Service Support,No,Yes,Yes,Yes,Goods/Service,"£ 94,180",6,No,,01/10/2012,31/03/2013,,,31/03/2013, Vigilance Properties Ltd
5432,(GPS) Govt Office Supplies Contract (IT Consumables),Procurement,No,Yes,No,Yes,Goods/Service,£ 0,30,No,GPS,01/02/2012,31/07/2014,,,31/07/2014, XMA Ltd
5431,Replacement of Ground Floor Heating Boiler,Technical and Service Support,No,Yes,No,Yes,Works,"£ 15,000",3,No,,24/09/2012,20/12/2012,,,20/12/2012, Purdy Contractors Ltd
5430,Heating Replacement,Technical and Service Support,No,Yes,No,Yes,Works,"£ 148,550",5,No,,22/10/2012,29/03/2013,,,29/03/2013, Bennett Mechanical Services
5429,Lift Maintenance ,Technical and Service Support,No,Yes,Yes,No,Goods/Service,"£ 29,760",12,Yes,,01/09/2012,31/08/2013,01/08/2016,31/03/2017,, Jackson Lift Services Ltd
