 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Location Description
131014C,KNIGHTON CLEANING SERVICES LTD,42750,11,"1,074.37",GENERAL CLEANS,16/10/14,,EALING FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,12,"1,895.33",GENERAL CLEANS,16/10/14,,EAST HAM FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,13,"2,253.31",GENERAL CLEANS,16/10/14,,EDMONTON FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,14,772.53,GENERAL CLEANS,16/10/14,,ENFIELD FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,15,"1,443.83",GENERAL CLEANS,16/10/14,,EUSTON FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,16,760.66,GENERAL CLEANS,16/10/14,,FELTHAM FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,17,"1,512.68",GENERAL CLEANS,16/10/14,,FINCHLEY FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,18,"1,746.68",GENERAL CLEANS,16/10/14,,FULHAM FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,19,776.01,GENERAL CLEANS,16/10/14,,HAINAULT FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,20,"2,295.39",GENERAL CLEANS,16/10/14,,HAMMERSMITH FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,21,"1,820.81",GENERAL CLEANS,16/10/14,,HARROW FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,22,929.00,GENERAL CLEANS,16/10/14,,HAYES FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,23,930.22,GENERAL CLEANS,16/10/14,,HEATHROW FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,24,"1,079.28",GENERAL CLEANS,16/10/14,,HENDON FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,25,"1,762.12",GENERAL CLEANS,16/10/14,,HESTON FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,26,"1,047.27",GENERAL CLEANS,16/10/14,,HILLINGDON FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,27,821.30,GENERAL CLEANS,16/10/14,,HOLLOWAY FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,28,967.95,GENERAL CLEANS,16/10/14,,HOMERTON FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,29,"1,331.26",GENERAL CLEANS,16/10/14,,HORNCHURCH FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,30,769.15,GENERAL CLEANS,16/10/14,,HORNSEY FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,31,"1,552.66",GENERAL CLEANS,16/10/14,,ILFORD FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,32,"1,269.14",GENERAL CLEANS,16/10/14,,ISLINGTON FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,33,"1,390.96",GENERAL CLEANS,16/10/14,,KENSINGTON FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,34,616.79,GENERAL CLEANS,16/10/14,,KENTISH TOWN FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,35,936.38,GENERAL CLEANS,16/10/14,,LEYTON FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,36,955.47,GENERAL CLEANS,16/10/14,,LEYTONSTONE FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,37,696.05,GENERAL CLEANS,16/10/14,,MILL HILL FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,38,"1,509.43",GENERAL CLEANS,16/10/14,,MILLWALL FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,39,"1,333.12",GENERAL CLEANS,16/10/14,,NORTH KENSINGTON FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,40,948.17,GENERAL CLEANS,16/10/14,,NORTHOLT FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,41,"2,789.42",GENERAL CLEANS,16/10/14,,PADDINGTON FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,42,"1,031.38",GENERAL CLEANS,16/10/14,,PARK ROYAL FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,43,"1,077.95",GENERAL CLEANS,16/10/14,,POPLAR FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,44,"1,043.41",GENERAL CLEANS,16/10/14,,ROMFORD FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,45,946.71,GENERAL CLEANS,16/10/14,,RUISLIP FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,46,"1,292.11",GENERAL CLEANS,16/10/14,,SHADWELL FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,47,"2,271.32",GENERAL CLEANS,16/10/14,,SHOREDITCH FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,48,"1,852.56",GENERAL CLEANS,16/10/14,,SOHO FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,49,"1,041.22",GENERAL CLEANS,16/10/14,,SOUTHALL FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,50,686.54,GENERAL CLEANS,16/10/14,,SOUTHGATE FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,51,678.04,GENERAL CLEANS,16/10/14,,STANMORE FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,52,788.06,GENERAL CLEANS,16/10/14,,STOKE NEWINGTON FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,53,"2,314.55",GENERAL CLEANS,16/10/14,,STRATFORD FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,54,916.70,GENERAL CLEANS,16/10/14,,TOTTENHAM FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,55,"1,587.64",GENERAL CLEANS,16/10/14,,WALTHAMSTOW FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,56,"2,615.05",GENERAL CLEANS,16/10/14,,WEMBLEY FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,57,766.46,GENERAL CLEANS,16/10/14,,WENNINGTON FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,58,783.17,GENERAL CLEANS,16/10/14,,WEST HAMPSTEAD FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,59,13.00,GENERAL CLEANS,16/10/14,,WESTMINSTER FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,60,"1,064.91",GENERAL CLEANS,16/10/14,,WHITECHAPEL FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,61,808.70,GENERAL CLEANS,16/10/14,,WILLESDEN FS
131014C,KNIGHTON CLEANING SERVICES LTD,42750,62,"1,051.51",GENERAL CLEANS,16/10/14,,WOODFORE FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42750,63,"1,276.74",GENERAL CLEANS,16/10/14,,HAROLD HILL FIRE STATION
131014C,KNIGHTON CLEANING SERVICES LTD,42760,1,"1,816.18",SPECIAL CLEANS,16/10/14,"1,816.18",UNION STREET HQ HOLDING A/C
081014G,MITIE SECURITY (LONDON) LTD===,45/566753,1,"8,265.60",PREMISES SECURITY,16/10/14,"8,265.60",PREMISES HOLDING A/C STC
081014G,MITIE SECURITY (LONDON) LTD===,45/566757,1,"16,531.20",PREMISES SECURITY,16/10/14,"16,531.20",UNION STREET HQ HOLDING A/C
140833,D & G BLOCK MANAGEMENT,52736,1,"7,700.00",RENTS,16/10/14,"7,700.00",UNION STREET HQ HOLDING A/C
140833,THAMES WATER UTILITIES LTD====,54858-88145<,1,253.39,WATER & SEWERAGE RATES,16/10/14,253.39,CROYDON FS
140833,THAMES WATER UTILITIES LTD====,55520-98535J,1,632.88,WATER & SEWERAGE RATES,16/10/14,632.88,EUSTON FS
101014G,L B OF HAMMERSMITH & FULHAM===,62255 OPS004,1,600.00,PROFESSIONAL DEVELOPMENT,16/10/14,600.00,PREVENTION STEERING
140833,THAMES WATER UTILITIES LTD====,63661-76423I,1,"1,772.21",WATER & SEWERAGE RATES,16/10/14,"1,772.21",PADDINGTON FS
101014G,TWO SERVICES LTD==============,78722,1,681.50,CATERING EQUIPMENT,16/10/14,681.50,SURBITON FS
131014C,TWO SERVICES LTD==============,78791,1,806.00,TACTICAL DAY TO DAY,16/10/14,806.00,UNION STREET HQ HOLDING A/C
101014G,SHARPE PRITCHARD==============,79230,1,525.00,CONSULTANTS,16/10/14,525.00,C & M PROJECT
081014G,A.R.C.S. ENVIRONMENTAL LTD====,8714,1,500.00,ASBESTOS,16/10/14,800.00,ILFORD FIRE STATION
081014G,A.R.C.S. ENVIRONMENTAL LTD====,8714,2,150.00,ASBESTOS,16/10/14,,POPLAR FS
081014G,A.R.C.S. ENVIRONMENTAL LTD====,8714,3,150.00,ASBESTOS,16/10/14,,SHOREDITCH FIRE STATION
131014C,DRAEGER SAFETY UK LIMITED=====,90454890,1,360.50,PROTECTIVE EQUIPT - PARTS,16/10/14,"1,810.80",
131014C,DRAEGER SAFETY UK LIMITED=====,90454890,2,851.10,PROTECTIVE EQUIPT - PARTS,16/10/14,,
131014C,DRAEGER SAFETY UK LIMITED=====,90454890,3,213.90,PROTECTIVE EQUIPT - PARTS,16/10/14,,
131014C,DRAEGER SAFETY UK LIMITED=====,90454890,4,159.30,PROTECTIVE EQUIPT - PARTS,16/10/14,,
131014C,DRAEGER SAFETY UK LIMITED=====,90454890,5,226.00,PROTECTIVE EQUIPT - PARTS,16/10/14,,
061014G,DRAEGER SAFETY UK LIMITED=====,90458268,1,142.60,PROTECTIVE EQUIPT - PARTS,16/10/14,"2,000.90",
061014G,DRAEGER SAFETY UK LIMITED=====,90458268,2,360.50,PROTECTIVE EQUIPT - PARTS,16/10/14,,
061014G,DRAEGER SAFETY UK LIMITED=====,90458268,3,212.40,PROTECTIVE EQUIPT - PARTS,16/10/14,,
061014G,DRAEGER SAFETY UK LIMITED=====,90458268,4,648.90,PROTECTIVE EQUIPT - PARTS,16/10/14,,
061014G,DRAEGER SAFETY UK LIMITED=====,90458268,5,636.50,PROTECTIVE EQUIPT - PARTS,16/10/14,,
091014G,NORTHUMBRIAN WATER LTD========,91312236X,1,"4,294.25",CURRENT HYDRANT COSTS,16/10/14,"4,294.25",WATER OFFICE
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,1,580.75,TACTICAL DAY TO DAY,16/10/14,"7,735.44",SIDCUP FS
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,2,"1,225.22",TACTICAL DAY TO DAY,16/10/14,,MITCHAM FIRE STATION
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,3,596.97,TACTICAL DAY TO DAY,16/10/14,,BEXLEY FS
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,4,"1,634.74",TACTICAL DAY TO DAY,16/10/14,,CLAPHAM FS
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,5,204.55,TACTICAL DAY TO DAY,16/10/14,,ERITH FS
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,6,376.64,TACTICAL DAY TO DAY,16/10/14,,LEWISHAM FS
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,7,484.12,TACTICAL DAY TO DAY,16/10/14,,SUTTON FS
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,8,410.41,TACTICAL DAY TO DAY,16/10/14,,CROYDON FS
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,9,148.69,TACTICAL DAY TO DAY,16/10/14,,KINGSTON FS
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,10,70.40,TACTICAL DAY TO DAY,16/10/14,,ELTHAM FS
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,11,88.00,TACTICAL DAY TO DAY,16/10/14,,WANDSWORTH FIRE STATION
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,12,84.95,TACTICAL DAY TO DAY,16/10/14,,PREMISES HOLDING A/C STC
131014C,KIER BUILDING SERV ENGINEERS==,F00050933,13,"1,830.00",TACTICAL DAY TO DAY,16/10/14,,UNION STREET HQ HOLDING A/C
101014G,AGE UK MERTON,FEST14002,1,400.00,ADVERTISING,16/10/14,400.00,CFS - MERTON
131014C,QA LIMITED,ICE308085,1,300.00,PROFESSIONAL DEVELOPMENT,16/10/14,300.00,INFORMATION MNGT & PERFORMANCE
131014C,CHILDCARE VOUCHERS LTD========,INS09515518/144969,1,674.33,CHILDCARE,16/10/14,674.33,HR CENTRALLY HELD BUDGETS
091014G,MUSCO LIGHTING EUROPE LTD=====,INV0004331,1,"3,853.33",GENERAL,16/10/14,"3,853.33",CLOTHING/VEHICLE INSURANCE
131014C,MUSCO LIGHTING EUROPE LTD=====,INV0004360,1,"3,853.33",GENERAL,16/10/14,"3,853.33",CLOTHING/VEHICLE INSURANCE
140831,JCT600 CONTRACTS LIMITED======,INV00072905,1,450.75,LEASE CAR CHARGES,16/10/14,450.75,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072905,2,-39.01,VAT CAR LEASING,16/10/14,,
140831,JCT600 CONTRACTS LIMITED======,INV00072905,3,39.01,LEASE CAR CHARGES,16/10/14,,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072906,1,354.03,LEASE CAR CHARGES,16/10/14,354.03,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072906,2,-30.66,VAT CAR LEASING,16/10/14,,
140831,JCT600 CONTRACTS LIMITED======,INV00072906,3,30.66,LEASE CAR CHARGES,16/10/14,,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072907,1,326.15,LEASE CAR CHARGES,16/10/14,326.15,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072907,2,-28.05,VAT CAR LEASING,16/10/14,,
140831,JCT600 CONTRACTS LIMITED======,INV00072907,3,28.05,LEASE CAR CHARGES,16/10/14,,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072908,1,278.26,LEASE CAR CHARGES,16/10/14,278.26,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072908,2,-24.53,VAT CAR LEASING,16/10/14,,
140831,JCT600 CONTRACTS LIMITED======,INV00072908,3,24.53,LEASE CAR CHARGES,16/10/14,,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072910,1,394.77,LEASE CAR CHARGES,16/10/14,394.77,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072910,2,-34.88,VAT CAR LEASING,16/10/14,,
140831,JCT600 CONTRACTS LIMITED======,INV00072910,3,34.88,LEASE CAR CHARGES,16/10/14,,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072911,1,368.82,LEASE CAR CHARGES,16/10/14,368.82,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072911,2,-32.40,VAT CAR LEASING,16/10/14,,
140831,JCT600 CONTRACTS LIMITED======,INV00072911,3,32.40,LEASE CAR CHARGES,16/10/14,,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072912,1,346.32,LEASE CAR CHARGES,16/10/14,346.32,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072912,2,-30.76,VAT CAR LEASING,16/10/14,,
140831,JCT600 CONTRACTS LIMITED======,INV00072912,3,30.76,LEASE CAR CHARGES,16/10/14,,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072913,1,358.44,LEASE CAR CHARGES,16/10/14,358.44,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072913,2,-31.90,VAT CAR LEASING,16/10/14,,
140831,JCT600 CONTRACTS LIMITED======,INV00072913,3,31.90,LEASE CAR CHARGES,16/10/14,,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072914,1,405.78,LEASE CAR CHARGES,16/10/14,405.78,LEASE CARS ADMINISTRATION
140831,JCT600 CONTRACTS LIMITED======,INV00072914,2,-36.66,VAT CAR LEASING,16/10/14,,
140831,JCT600 CONTRACTS LIMITED======,INV00072914,3,36.66,LEASE CAR CHARGES,16/10/14,,LEASE CARS ADMINISTRATION
131014C,COFELY WORKPLACE LIMITED,M129007,1,220.00,TACTICAL DAY TO DAY,16/10/14,"5,150.54",ACTON FS
131014C,COFELY WORKPLACE LIMITED,M129007,2,102.13,TACTICAL DAY TO DAY,16/10/14,,BARKING FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,3,168.36,TACTICAL DAY TO DAY,16/10/14,,BELSIZE FS
131014C,COFELY WORKPLACE LIMITED,M129007,4,350.24,TACTICAL DAY TO DAY,16/10/14,,CHELSEA FS
131014C,COFELY WORKPLACE LIMITED,M129007,5,785.76,TACTICAL DAY TO DAY,16/10/14,,DOWGATE FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,6,44.80,TACTICAL DAY TO DAY,16/10/14,,EAST HAM FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,7,344.63,TACTICAL DAY TO DAY,16/10/14,,EDMONTON FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,8,165.73,TACTICAL DAY TO DAY,16/10/14,,ENFIELD FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,9,60.36,TACTICAL DAY TO DAY,16/10/14,,EUSTON FS
131014C,COFELY WORKPLACE LIMITED,M129007,10,46.55,TACTICAL DAY TO DAY,16/10/14,,FINCHLEY FS
131014C,COFELY WORKPLACE LIMITED,M129007,11,214.81,TACTICAL DAY TO DAY,16/10/14,,FULHAM FS
131014C,COFELY WORKPLACE LIMITED,M129007,12,135.15,TACTICAL DAY TO DAY,16/10/14,,HAROLD HILL FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,13,303.39,TACTICAL DAY TO DAY,16/10/14,,HAYES FS
131014C,COFELY WORKPLACE LIMITED,M129007,14,11.79,TACTICAL DAY TO DAY,16/10/14,,HENDON FS
131014C,COFELY WORKPLACE LIMITED,M129007,15,105.87,TACTICAL DAY TO DAY,16/10/14,,HOLLOWAY FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,16,106.82,TACTICAL DAY TO DAY,16/10/14,,HORNCHURCH FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,17,99.31,TACTICAL DAY TO DAY,16/10/14,,HORNSEY FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,18,82.79,TACTICAL DAY TO DAY,16/10/14,,ILFORD FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,19,91.89,TACTICAL DAY TO DAY,16/10/14,,ISLINGTON FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,20,93.40,TACTICAL DAY TO DAY,16/10/14,,KENSINGTON FS
131014C,COFELY WORKPLACE LIMITED,M129007,21,19.88,TACTICAL DAY TO DAY,16/10/14,,NORTH KENSINGTON FS
131014C,COFELY WORKPLACE LIMITED,M129007,22,173.57,TACTICAL DAY TO DAY,16/10/14,,PADDINGTON FS
131014C,COFELY WORKPLACE LIMITED,M129007,23,137.47,TACTICAL DAY TO DAY,16/10/14,,SOUTHALL FS
131014C,COFELY WORKPLACE LIMITED,M129007,24,23.58,TACTICAL DAY TO DAY,16/10/14,,STOKE NEWINGTON FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,25,475.54,TACTICAL DAY TO DAY,16/10/14,,STRATFORD FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,26,47.16,TACTICAL DAY TO DAY,16/10/14,,WHITECHAPEL FS
131014C,COFELY WORKPLACE LIMITED,M129007,27,59.66,TACTICAL DAY TO DAY,16/10/14,,WILLESDEN FS
131014C,COFELY WORKPLACE LIMITED,M129007,28,238.08,TACTICAL DAY TO DAY,16/10/14,,WOODFORE FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129007,29,441.82,TACTICAL DAY TO DAY,16/10/14,,WENNINGTON FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,1,372.72,TACTICAL DAY TO DAY,16/10/14,"18,178.00",BARKING FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,2,299.13,TACTICAL DAY TO DAY,16/10/14,,BARNET FS
131014C,COFELY WORKPLACE LIMITED,M129363,3,558.50,TACTICAL DAY TO DAY,16/10/14,,BETHNAL GREEN FS
131014C,COFELY WORKPLACE LIMITED,M129363,4,165.00,TACTICAL DAY TO DAY,16/10/14,,BOW FS
131014C,COFELY WORKPLACE LIMITED,M129363,5,502.97,TACTICAL DAY TO DAY,16/10/14,,CHINGFORD FS
131014C,COFELY WORKPLACE LIMITED,M129363,6,199.40,TACTICAL DAY TO DAY,16/10/14,,CHISWICK FS
131014C,COFELY WORKPLACE LIMITED,M129363,7,63.34,TACTICAL DAY TO DAY,16/10/14,,CLERKENWELL FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,8,165.00,TACTICAL DAY TO DAY,16/10/14,,DOWGATE FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,9,22.19,TACTICAL DAY TO DAY,16/10/14,,EALING FS
131014C,COFELY WORKPLACE LIMITED,M129363,10,343.11,TACTICAL DAY TO DAY,16/10/14,,EAST HAM FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,11,198.67,TACTICAL DAY TO DAY,16/10/14,,EDMONTON FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,12,54.56,TACTICAL DAY TO DAY,16/10/14,,ENFIELD FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,13,733.69,TACTICAL DAY TO DAY,16/10/14,,FELTHAM FS
131014C,COFELY WORKPLACE LIMITED,M129363,14,206.61,TACTICAL DAY TO DAY,16/10/14,,FINCHLEY FS
131014C,COFELY WORKPLACE LIMITED,M129363,15,23.12,TACTICAL DAY TO DAY,16/10/14,,FULHAM FS
131014C,COFELY WORKPLACE LIMITED,M129363,16,415.57,TACTICAL DAY TO DAY,16/10/14,,HAINAULT FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,17,329.04,TACTICAL DAY TO DAY,16/10/14,,HAMMERSMITH FS
131014C,COFELY WORKPLACE LIMITED,M129363,18,154.42,TACTICAL DAY TO DAY,16/10/14,,HAROLD HILL FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,19,476.16,TACTICAL DAY TO DAY,16/10/14,,HARROW FS
131014C,COFELY WORKPLACE LIMITED,M129363,20,112.63,TACTICAL DAY TO DAY,16/10/14,,HAYES FS
131014C,COFELY WORKPLACE LIMITED,M129363,21,174.76,TACTICAL DAY TO DAY,16/10/14,,HEATHROW FS
131014C,COFELY WORKPLACE LIMITED,M129363,22,85.41,TACTICAL DAY TO DAY,16/10/14,,HENDON FS
131014C,COFELY WORKPLACE LIMITED,M129363,23,112.35,TACTICAL DAY TO DAY,16/10/14,,HESTON FS
131014C,COFELY WORKPLACE LIMITED,M129363,24,489.70,TACTICAL DAY TO DAY,16/10/14,,HILLINGDON FS
131014C,COFELY WORKPLACE LIMITED,M129363,25,430.30,TACTICAL DAY TO DAY,16/10/14,,HOLLOWAY FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,26,55.02,TACTICAL DAY TO DAY,16/10/14,,HOMERTON FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,27,342.32,TACTICAL DAY TO DAY,16/10/14,,HORNCHURCH FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,28,160.21,TACTICAL DAY TO DAY,16/10/14,,ILFORD FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,29,712.57,TACTICAL DAY TO DAY,16/10/14,,ISLINGTON FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,30,291.27,TACTICAL DAY TO DAY,16/10/14,,KENTISH TOWN FS
131014C,COFELY WORKPLACE LIMITED,M129363,31,192.28,TACTICAL DAY TO DAY,16/10/14,,LEYTON FS
131014C,COFELY WORKPLACE LIMITED,M129363,32,219.61,TACTICAL DAY TO DAY,16/10/14,,LEYTONSTONE FS
131014C,COFELY WORKPLACE LIMITED,M129363,33,230.21,TACTICAL DAY TO DAY,16/10/14,,MILL HILL FS
131014C,COFELY WORKPLACE LIMITED,M129363,34,398.53,TACTICAL DAY TO DAY,16/10/14,,MILLWALL FS
131014C,COFELY WORKPLACE LIMITED,M129363,35,777.55,TACTICAL DAY TO DAY,16/10/14,,NORTH KENSINGTON FS
131014C,COFELY WORKPLACE LIMITED,M129363,36,190.68,TACTICAL DAY TO DAY,16/10/14,,NORTHOLT FS
131014C,COFELY WORKPLACE LIMITED,M129363,37,446.30,TACTICAL DAY TO DAY,16/10/14,,PADDINGTON FS
131014C,COFELY WORKPLACE LIMITED,M129363,38,168.02,TACTICAL DAY TO DAY,16/10/14,,PARK ROYAL FS
131014C,COFELY WORKPLACE LIMITED,M129363,39,810.51,TACTICAL DAY TO DAY,16/10/14,,POPLAR FS
131014C,COFELY WORKPLACE LIMITED,M129363,40,248.93,TACTICAL DAY TO DAY,16/10/14,,ROMFORD FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,41,142.40,TACTICAL DAY TO DAY,16/10/14,,RUISLIP FS
131014C,COFELY WORKPLACE LIMITED,M129363,42,39.30,TACTICAL DAY TO DAY,16/10/14,,SHADWELL FS
131014C,COFELY WORKPLACE LIMITED,M129363,43,743.16,TACTICAL DAY TO DAY,16/10/14,,SHOREDITCH FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,44,777.50,TACTICAL DAY TO DAY,16/10/14,,SOHO FS
131014C,COFELY WORKPLACE LIMITED,M129363,45,538.25,TACTICAL DAY TO DAY,16/10/14,,SOUTHALL FS
131014C,COFELY WORKPLACE LIMITED,M129363,46,341.70,TACTICAL DAY TO DAY,16/10/14,,STOKE NEWINGTON FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,47,34.68,TACTICAL DAY TO DAY,16/10/14,,STRATFORD FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,48,"1,467.21",TACTICAL DAY TO DAY,16/10/14,,TOTTENHAM FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,49,532.63,TACTICAL DAY TO DAY,16/10/14,,WALTHAMSTOW FS
131014C,COFELY WORKPLACE LIMITED,M129363,50,126.35,TACTICAL DAY TO DAY,16/10/14,,WEMBLEY FS
131014C,COFELY WORKPLACE LIMITED,M129363,51,115.68,TACTICAL DAY TO DAY,16/10/14,,WENNINGTON FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M129363,52,165.00,TACTICAL DAY TO DAY,16/10/14,,WEST HAMPSTEAD FS
131014C,COFELY WORKPLACE LIMITED,M129363,53,959.92,TACTICAL DAY TO DAY,16/10/14,,WHITECHAPEL FS
131014C,COFELY WORKPLACE LIMITED,M129363,54,71.66,TACTICAL DAY TO DAY,16/10/14,,WILLESDEN FS
131014C,COFELY WORKPLACE LIMITED,M129363,55,190.20,TACTICAL DAY TO DAY,16/10/14,,WOODFORE FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M130237,1,26.35,TACTICAL DAY TO DAY,16/10/14,"16,361.25",CHINGFORD FS
131014C,COFELY WORKPLACE LIMITED,M130237,2,793.76,TACTICAL DAY TO DAY,16/10/14,,DOWGATE FIRE STATION
131014C,COFELY WORKPLACE LIMITED,M130237,3,363.48,TACTICAL DAY TO DAY,16/10/14,,EALING FS
131014C,COFELY WORKPLACE LIMITED,M130237,4,"1,915.17",TACTICAL DAY TO DAY,16/10/14,,EAST HAM FIRE STATION
