Invoice Number, Batch No,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
873114,141117K,*SP SERVICES,873114,4,105.00,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,5,25.00,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,6,12.50,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,7,39.50,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,8,19.75,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,9,5.75,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,10,1.15,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,11,5.75,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,12,5.20,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,13,5.20,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,14,5.20,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,15,5.20,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,16,5.20,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,17,5.20,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,18,5.20,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,19,2.60,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873114,141117K,*SP SERVICES,873114,20,4.60,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873672,151117K,*SP SERVICES,873672,1,48.50,MEDICAL SUPPLIES,20/11/17,330.80,Operational Policy,Healthcare
873672,151117K,*SP SERVICES,873672,2,48.50,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873672,151117K,*SP SERVICES,873672,3,48.50,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873672,151117K,*SP SERVICES,873672,4,48.50,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873672,151117K,*SP SERVICES,873672,5,48.50,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873672,151117K,*SP SERVICES,873672,6,48.50,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
873672,151117K,*SP SERVICES,873672,7,39.80,MEDICAL SUPPLIES,20/11/17,,Operational Policy,Healthcare
CBA1709699,151117K,THAMES WATER UTILITIES LTD,CBA1709699,1,354.00,CURRENT HYDRANT COSTS,20/11/17,354.00,Procurement,Works - Construction
DAV/70805,151117K,E&S B DAVIS LTD,DAV/70805,1,295.00,OPERATIONAL EQUIP-PURCHASE,20/11/17,295.00,Fire Stations (North East),Emergency Services
DAV/71187,151117K,E&S B DAVIS LTD,DAV/71187,1,295.00,OPERATIONAL EQUIP-PURCHASE,20/11/17,295.00,Fire Stations (South East),Emergency Services
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,1,40.30,REACTIVE MEP,20/11/17,"4,326.85",Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,2,231.00,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,3,268.98,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,4,214.50,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,5,241.34,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,6,268.24,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,7,82.50,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,8,217.25,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,9,209.00,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,10,137.50,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,11,82.50,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,12,106.11,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,13,82.50,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,14,242.00,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,15,216.48,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,16,583.00,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,17,33.53,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,18,192.50,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,19,221.10,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,20,351.51,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,21,33.53,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,22,142.23,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
F00062194,800106837,KIER BUILDING SERV ENGINEERS,F00062194,23,129.25,REACTIVE MEP,20/11/17,,Technical and Service Support,Works - Construction
FB18-10-2017,101117F,C.J. ABLACK LTD (MS J. ABLACK),FB18-10-2017,1,800.00,CONSULTANTS,20/11/17,800.00,HR Management,Consultancy
I09672060,081117K,HALL FUELS,I09672060,1,"4,438.08",FUEL,20/11/17,"4,438.08",Fire Stations (North East),Vehicle Management
INV00153552,142042,DAYS CONTRACT HIRE,INV00153552,1,271.84,LEASE CAR CHARGES,20/11/17,271.84,Procurement,Vehicle Management
INV00153552,142042,DAYS CONTRACT HIRE,INV00153552,2,-22.64,VAT CAR LEASING,20/11/17,,Finance Services, 
INV00153552,142042,DAYS CONTRACT HIRE,INV00153552,3,22.64,LEASE CAR CHARGES,20/11/17,,Procurement,Vehicle Management
INV00153606,142046,DAYS CONTRACT HIRE,INV00153606,1,284.67,LEASE CAR CHARGES,20/11/17,284.67,Procurement,Vehicle Management
INV00153606,142046,DAYS CONTRACT HIRE,INV00153606,2,-25.52,VAT CAR LEASING,20/11/17,,Finance Services, 
INV00153606,142046,DAYS CONTRACT HIRE,INV00153606,3,25.52,LEASE CAR CHARGES,20/11/17,,Procurement,Vehicle Management
INV00153607,142046,DAYS CONTRACT HIRE,INV00153607,1,361.93,LEASE CAR CHARGES,20/11/17,361.93,Procurement,Vehicle Management
INV00153607,142046,DAYS CONTRACT HIRE,INV00153607,2,-30.97,VAT CAR LEASING,20/11/17,,Finance Services, 
INV00153607,142046,DAYS CONTRACT HIRE,INV00153607,3,30.97,LEASE CAR CHARGES,20/11/17,,Procurement,Vehicle Management
INV00154168,142046,DAYS CONTRACT HIRE,INV00154168,1,"1,297.61",LEASE CAR CHARGES,20/11/17,"3,700.23",Procurement,Vehicle Management
INV00154168,142046,DAYS CONTRACT HIRE,INV00154168,2,"2,402.62",P/PAYMTS-CAR LEASG-RENTAL,20/11/17,,Procurement, 
INV00154168,142046,DAYS CONTRACT HIRE,INV00154168,3,-330.12,VAT CAR LEASING,20/11/17,,Finance Services, 
INV00154168,142046,DAYS CONTRACT HIRE,INV00154168,4,330.12,LEASE CAR CHARGES,20/11/17,,Procurement,Vehicle Management
INV00154169,142046,DAYS CONTRACT HIRE,INV00154169,1,"2,071.28",LEASE CAR CHARGES,20/11/17,"5,040.12",Procurement,Vehicle Management
INV00154169,142046,DAYS CONTRACT HIRE,INV00154169,2,"2,968.84",P/PAYMTS-CAR LEASG-RENTAL,20/11/17,,Procurement, 
INV00154169,142046,DAYS CONTRACT HIRE,INV00154169,3,-449.29,VAT CAR LEASING,20/11/17,,Finance Services, 
INV00154169,142046,DAYS CONTRACT HIRE,INV00154169,4,449.29,LEASE CAR CHARGES,20/11/17,,Procurement,Vehicle Management
INV54989,151117K,SKYGUARD LTD,INV54989,1,841.20,OPERATIONAL EQUIP-PURCHASE,20/11/17,966.20,Community Safety,Emergency Services
INV54989,151117K,SKYGUARD LTD,INV54989,2,50.00,OPERATIONAL EQUIP-PURCHASE,20/11/17,,Community Safety,Emergency Services
INV54989,151117K,SKYGUARD LTD,INV54989,3,50.00,OPERATIONAL EQUIP-PURCHASE,20/11/17,,Community Safety,Emergency Services
INV54989,151117K,SKYGUARD LTD,INV54989,4,25.00,ADDITIONAL PURCHASE COSTS,20/11/17,,Community Safety,Facilities & Management Services
LFB/ILF003,141117K,SMITH O'SULLIVAN LTD.=========,LFB/ILF003,1,"7,334.00",PLANNED BUILDING DECORATIONS,20/11/17,"7,334.00",Technical and Service Support,Works - Construction
LFB/SHO/001,141117K,SMITH O'SULLIVAN LTD.=========,LFB/SHO/001,1,"10,334.57",PLANNED BUILDING DECORATIONS,20/11/17,"10,334.57",Technical and Service Support,Works - Construction
OP/M368228,061117K,SPECIALIST COMPUTER CENTRE,OP/M368228,1,"1,247.84",ACQUISITIONS,20/11/17,"1,255.54",Information and Communication Technology,ICT
OP/M368228,061117K,SPECIALIST COMPUTER CENTRE,OP/M368228,2,7.70,ADDITIONAL PURCHASE COSTS,20/11/17,,Information and Communication Technology,Facilities & Management Services
OP/M369086,081117K,SPECIALIST COMPUTER CENTRE,OP/M369086,1,"1,247.84",ACQUISITIONS,20/11/17,"1,255.54",Information and Communication Technology,ICT
OP/M369086,081117K,SPECIALIST COMPUTER CENTRE,OP/M369086,2,7.70,ADDITIONAL PURCHASE COSTS,20/11/17,,Information and Communication Technology,Facilities & Management Services
PENSION NOV '17,902813,LONDON PENSIONS FUND AUTHORITY,PENSION NOV '17,2,"414,809.26",PENSION PAST SERVICE COSTS,20/11/17,"414,809.26",Central Finance,Financial Services
SI-06581,021117K,HUNTER LODGE,SI-06581,1,730.00,ADVERTISING,20/11/17,730.00,Community Safety,Human Resources
SMAI005437,081117K,BABCOCK CRITICAL SERVICES LTD,SMAI005437,1,"160,800.00",PURCHASES-VEHICLES,20/11/17,"160,800.00",Procurement, 
SMAI005438,081117K,BABCOCK CRITICAL SERVICES LTD,SMAI005438,1,"3,844.00",PURCHASES-VEHICLES,20/11/17,"3,844.00",Procurement, 
SMAI005439,081117K,BABCOCK CRITICAL SERVICES LTD,SMAI005439,1,"1,840.00",PURCHASES-VEHICLES,20/11/17,"3,140.00",Procurement, 
SMAI005439,081117K,BABCOCK CRITICAL SERVICES LTD,SMAI005439,2,"1,300.00",PURCHASES-VEHICLES,20/11/17,,Procurement, 
SMAI005440,081117K,BABCOCK CRITICAL SERVICES LTD,SMAI005440,1,"146,926.46",PURCHASES-VEHICLES,20/11/17,"146,926.46",Procurement, 
ZNEGB2271192474,151117K,DNV CERTIFICATION LTD,ZNEGB2271192474,1,"1,930.00",CONSULTANTS,20/11/17,"1,930.00",National Operational Guidance Project,Consultancy
951PV00154498 ),902814,H M REVENUE AND CUSTOMS,951PV00154498 ),7,"92,135.00",APPRENTICE LEVY,22/11/17,"92,135.00",Central Finance, 
LPC/ML/DS/5976/1,902814,LONDON PSYCHIATRIC CLINIC,LPC/ML/DS/5976/1,1,"1,950.00",DOCTORS/MEDICAL FEES,22/11/17,"1,950.00",Compensation Budgets,Human Resources
0000169501,201117K,HEALTH MANAGEMENT LIMITED,0000169501,1,"116,467.37",OHS CONTRACT,23/11/17,"116,467.37",HR Management,Human Resources
0000554174,201117K,ALERE TOXICOLOGY PLC,0000554174,1,460.00,DRUG & ALCOHOL TESTS,23/11/17,460.00,HR Management,Human Resources
00788227,142052,CASTLE WATER LIMITED,00788227,1,"1,104.54",WATER & SEWERAGE RATES,23/11/17,"1,104.54",Technical and Service Support,Utilities
00788310,142052,CASTLE WATER LIMITED,00788310,1,"3,353.24",WATER & SEWERAGE RATES,23/11/17,"3,353.24",Technical and Service Support,Utilities
01624,071117K,CLARITY INFORMATION SOLUTIONS,01624,1,"3,750.00",SOFTWARE BESPOKE,23/11/17,"3,750.00",Information and Communication Technology,ICT
1003576371-4,800107005,COMPASS GROUP LTD,1003576371-4,1,465.00,REFRESHMENTS,23/11/17,465.00,Community Safety,Catering
1003576371-56,800107037,COMPASS GROUP LTD,1003576371-56,1,511.50,REFRESHMENTS,23/11/17,511.50,Fire Engineering & Specialist Fire Safety,Catering
1003576371-57,800107040,COMPASS GROUP LTD,1003576371-57,1,350.00,REFRESHMENTS,23/11/17,350.00,Community Safety,Catering
101105711,171117K,AFFINITY BUSINESS RETAIL LTD,101105711,1,305.00,CURRENT HYDRANT COSTS,23/11/17,305.00,Procurement,Works - Construction
101105713,171117K,AFFINITY BUSINESS RETAIL LTD,101105713,1,305.00,CURRENT HYDRANT COSTS,23/11/17,305.00,Procurement,Works - Construction
101105716,171117K,AFFINITY BUSINESS RETAIL LTD,101105716,1,342.00,CURRENT HYDRANT COSTS,23/11/17,342.00,Procurement,Works - Construction
101117,171117K,PRINCIPEA CONSULTING,101117,1,"1,222.50",GENERAL,23/11/17,"1,222.50",Central Finance,Consultancy
11051602,161117K,ROYAL COLLEGE OF MUSIC========,11051602,1,420.00,PUBLIC RELATIONS,23/11/17,420.00,Communications,Facilities & Management Services
1108963,201117K,*SPRUE SAFETY PRODUCTS LTD,1108963,1,"2,224.80",FIRE DETECTORS,23/11/17,"2,224.80",Fire Stations (North West),Health and Safety
1109792,161117K,*SPRUE SAFETY PRODUCTS LTD,1109792,1,"1,236.00",FIRE DETECTORS,23/11/17,"1,236.00",Fire Stations (South West),Health and Safety
1109800,161117K,*SPRUE SAFETY PRODUCTS LTD,1109800,1,"1,236.00",FIRE DETECTORS,23/11/17,"1,236.00",Fire Stations (North East),Health and Safety
1109814,201117K,*SPRUE SAFETY PRODUCTS LTD,1109814,1,988.80,FIRE DETECTORS,23/11/17,988.80,Fire Stations (South East),Health and Safety
1109817,201117K,*SPRUE SAFETY PRODUCTS LTD,1109817,1,988.80,FIRE DETECTORS,23/11/17,988.80,Fire Stations (South East),Health and Safety
1110535,201117K,*SPRUE SAFETY PRODUCTS LTD,1110535,1,"1,730.40",FIRE DETECTORS,23/11/17,"1,730.40",Fire Stations (South East),Health and Safety
1110536,171117K,*SPRUE SAFETY PRODUCTS LTD,1110536,1,988.80,FIRE DETECTORS,23/11/17,988.80,Fire Stations (South East),Health and Safety
1110537,201117K,*SPRUE SAFETY PRODUCTS LTD,1110537,1,988.80,FIRE DETECTORS,23/11/17,988.80,Fire Stations (South East),Health and Safety
1110729,171117K,*SPRUE SAFETY PRODUCTS LTD,1110729,1,"1,730.40",FIRE DETECTORS,23/11/17,"1,730.40",Fire Stations (South East),Health and Safety
1110736,161117K,*SPRUE SAFETY PRODUCTS LTD,1110736,1,796.00,FIRE DETECTORS,23/11/17,796.00,Community Safety,Health and Safety
1110737,161117K,*SPRUE SAFETY PRODUCTS LTD,1110737,1,796.00,FIRE DETECTORS,23/11/17,796.00,Community Safety,Health and Safety
1110738,161117K,*SPRUE SAFETY PRODUCTS LTD,1110738,1,796.00,FIRE DETECTORS,23/11/17,796.00,Community Safety,Health and Safety
1110739,161117K,*SPRUE SAFETY PRODUCTS LTD,1110739,1,796.00,FIRE DETECTORS,23/11/17,796.00,Community Safety,Health and Safety
1110740,161117K,*SPRUE SAFETY PRODUCTS LTD,1110740,1,398.00,FIRE DETECTORS,23/11/17,398.00,Community Safety,Health and Safety
1111675,131117G,*SPRUE SAFETY PRODUCTS LTD,1111675,1,"2,200.00",FIRE DETECTORS,23/11/17,"2,200.00",Fire Stations (North West),Health and Safety
1117,141117K,W E HEWITT,1117,1,480.00,REACTIVE SMALL WORKS AND PROJ,23/11/17,800.00,Technical and Service Support,Works - Construction
1117,141117K,W E HEWITT,1117,2,320.00,REACTIVE SMALL WORKS AND PROJ,23/11/17,,Technical and Service Support,Works - Construction
1117A,141117K,W E HEWITT,1117A,1,480.00,REACTIVE SMALL WORKS AND PROJ,23/11/17,480.00,Technical and Service Support,Works - Construction
1117B,141117K,W E HEWITT,1117B,1,480.00,REACTIVE SMALL WORKS AND PROJ,23/11/17,910.00,Technical and Service Support,Works - Construction
1117B,141117K,W E HEWITT,1117B,2,430.00,REACTIVE SMALL WORKS AND PROJ,23/11/17,,Technical and Service Support,Works - Construction
1117C,141117K,W E HEWITT,1117C,1,480.00,REACTIVE SMALL WORKS AND PROJ,23/11/17,480.00,Technical and Service Support,Works - Construction
1117E,141117K,W E HEWITT,1117E,1,480.00,REACTIVE SMALL WORKS AND PROJ,23/11/17,480.00,Technical and Service Support,Works - Construction
116973,101117F,MULTITONE ELECTRONICS PLC,116973,1,94.00,ACQUISITIONS,23/11/17,"3,594.00",Information and Communication Technology,ICT
116973,101117F,MULTITONE ELECTRONICS PLC,116973,2,"3,500.00",SOFTWARE COTS,23/11/17,,Information and Communication Technology,ICT
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,1,413.04,GAS,23/11/17,"8,132.64",Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,2,24.03,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,3,235.14,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,4,342.45,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,5,394.54,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,6,62.54,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,7,537.30,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,8,268.55,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,9,55.48,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,10,362.86,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,11,318.44,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,12,173.26,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,13,147.80,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,14,117.33,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,15,221.33,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,16,550.03,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,17,378.98,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,18,370.16,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,19,37.82,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,20,232.87,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,21,552.79,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,22,71.48,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,23,57.45,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,24,71.85,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,25,55.87,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,26,27.28,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,27,17.04,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,28,12.40,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,29,48.44,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,30,145.62,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,31,641.78,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,32,30.36,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,33,821.90,GAS,23/11/17,,Technical and Service Support,Utilities
1253010171,142054,CORONA ENERGY RETAIL 4 LTD,1253010171,34,334.43,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,1,454.82,GAS,23/11/17,"8,632.21",Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,2,238.96,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,3,445.49,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,4,74.44,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,5,302.20,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,6,325.43,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,7,48.76,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,8,590.06,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,9,83.19,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,10,149.15,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,11,158.56,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,12,52.75,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,13,350.43,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,14,75.44,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,15,68.06,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,16,337.05,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,17,667.66,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,18,188.23,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,19,58.20,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,20,331.58,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,21,379.54,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,22,60.97,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,23,130.65,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,24,835.86,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,25,32.43,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,26,290.97,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,27,172.03,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,28,136.29,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,29,198.12,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,30,350.49,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,31,401.70,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,32,62.46,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,33,338.96,GAS,23/11/17,,Technical and Service Support,Utilities
1253010172,142055,CORONA ENERGY RETAIL 4 LTD,1253010172,34,241.28,GAS,23/11/17,,Technical and Service Support,Utilities
1253010173,142056,CORONA ENERGY RETAIL 4 LTD,1253010173,1,145.98,GAS,23/11/17,"13,776.74",Technical and Service Support,Utilities
1253010173,142056,CORONA ENERGY RETAIL 4 LTD,1253010173,2,201.18,GAS,23/11/17,,Technical and Service Support,Utilities
1253010173,142056,CORONA ENERGY RETAIL 4 LTD,1253010173,3,411.87,GAS,23/11/17,,Technical and Service Support,Utilities
1253010173,142056,CORONA ENERGY RETAIL 4 LTD,1253010173,4,367.54,GAS,23/11/17,,Technical and Service Support,Utilities
1253010173,142056,CORONA ENERGY RETAIL 4 LTD,1253010173,5,461.67,GAS,23/11/17,,Technical and Service Support,Utilities
