Vendor Name, Batch Number,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
*THOMAS KNEALE & CO LTD,800055591,TK109177,17,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,18,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,19,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,20,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,21,0.99,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,22,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,23,0.99,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,24,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,25,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,26,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,27,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,28,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,29,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,30,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,31,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,32,0.99,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,33,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,34,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,35,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,36,0.99,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,37,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,38,14.2,OFFICE FURNITURE,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,39,5.68,OFFICE FURNITURE,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,40,2.59,OFFICE FURNITURE,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,41,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,42,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,43,0.99,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,44,2.96,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,45,6.94,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,46,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,47,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,48,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,49,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,50,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,51,0.99,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,52,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,53,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,54,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,55,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,56,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,57,2.59,OFFICE FURNITURE,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,58,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,59,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,60,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,61,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,62,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,63,0.99,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,64,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,65,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,66,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,67,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,68,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,69,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,70,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,71,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,72,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,73,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,74,0.99,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,75,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,76,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,77,0.99,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,78,6.94,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,79,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,80,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,81,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,82,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,83,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,84,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,85,5.18,OFFICE FURNITURE,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,86,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,87,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,88,3.47,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,89,1.48,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
*THOMAS KNEALE & CO LTD,800055591,TK109177,90,10.89,CLOTHING,15/12/2014,,Operations Fire Stations,Furniture
BABCOCK TRAINING LTD,902476,PTSI011691,1,"1,272,904.95",TRAINING CONTRACT,16/12/2014,"1,544,043.05",HR Excluding Secondments,Human Resources
BABCOCK TRAINING LTD,902476,PTSI011691,2,"271,138.10",TRAINING CONTRACT,16/12/2014,,HR Excluding Secondments,Human Resources
HEALTH MANAGEMENT LIMITED=====,281114C,122823,1,600,THIRD PARTY REPORTS,18/12/2014,600,HR Excluding Secondments,Healthcare
HEALTH MANAGEMENT LIMITED=====,051214C,122982,1,340,THIRD PARTY REPORTS,18/12/2014,"1,705.00",HR Excluding Secondments,Healthcare
HEALTH MANAGEMENT LIMITED=====,051214C,122982,2,300,THIRD PARTY REPORTS,18/12/2014,,HR Excluding Secondments,Healthcare
HEALTH MANAGEMENT LIMITED=====,051214C,122982,3,"1,065.00",THIRD PARTY REPORTS,18/12/2014,,HR Excluding Secondments,Healthcare
AFFINITY WATER,111214E,101048446,1,375,CURRENT HYDRANT COSTS,18/12/2014,375,Operational Resilience,Utilities
AFFINITY WATER,111214E,101048447,1,375,CURRENT HYDRANT COSTS,18/12/2014,375,Operational Resilience,Utilities
APTCO,151214C,101986,1,360,OPERATIONAL EQUIP-PURCHASE,18/12/2014,360,Operations Fire Stations,Environmental Services
*SPRUE SAFETY PRODUCTS LTD====,151214C,1068547,1,440,FIRE DETECTORS,18/12/2014,440,Operations Non Fire Stations,Health & Safety
*SPRUE SAFETY PRODUCTS LTD====,151214C,1068556,1,618,FIRE DETECTORS,18/12/2014,618,Operations Non Fire Stations,Health & Safety
*SPRUE SAFETY PRODUCTS LTD====,151214C,1068565,1,880,FIRE DETECTORS,18/12/2014,"2,640.00",Operations Non Fire Stations,Health & Safety
*SPRUE SAFETY PRODUCTS LTD====,151214C,1068565,2,"1,760.00",FIRE DETECTORS,18/12/2014,,Operations Non Fire Stations,Health & Safety
*SPRUE SAFETY PRODUCTS LTD====,151214C,1068574,1,"1,760.00",FIRE DETECTORS,18/12/2014,"1,760.00",Operations Non Fire Stations,Health & Safety
*SPRUE SAFETY PRODUCTS LTD====,151214C,1068575,1,"3,200.00",FIRE DETECTORS,18/12/2014,"3,200.00",Operations Non Fire Stations,Health & Safety
*JAMES HUNTER (OUTFITTERS) LTD,800055991,107897,1,231.56,CLOTHING,18/12/2014,293.35,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800055991,107897,2,61.79,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056011,107917,1,362.23,CLOTHING,18/12/2014,362.23,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056024,107930,1,72.87,CLOTHING,18/12/2014,435.1,Operational Procedures,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056024,107930,2,362.23,CLOTHING,18/12/2014,,Operational Procedures,Clothing
INFOR (UNITED KINGDOM) LIMITED,101214C,11413090-GB04G,1,"2,675.60",CONSULTANTS,18/12/2014,"2,675.60",Information and Communication Technology,ICT
AUXQUIMIA S.A.================,101214C,114763,1,"3,050.00",OPERATIONAL EQUIP-PURCHASE,18/12/2014,"3,050.00",Operations Fire Stations,Fire & Rescue
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,1,144.25,GROUNDS MAINTENANCE,18/12/2014,"2,955.91",Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,2,26.71,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,3,29.23,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,4,32.26,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,5,113.22,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,6,25.42,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,7,33.14,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,8,26.46,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,9,23.05,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,10,23.14,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,11,26.68,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,12,124.13,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,13,22.46,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,14,94,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,15,29.15,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,16,23.91,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,17,141.74,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,18,24.27,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,19,25.81,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,20,19.47,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,21,24.94,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,22,25.79,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,23,29.49,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,24,23.35,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,25,23.22,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,26,20.92,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,27,91.14,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,28,96.04,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,29,24.52,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,30,280.25,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,31,24.01,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,32,73.23,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,33,22.53,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,34,24.02,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,35,23.34,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,36,90.84,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,37,132.3,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,38,751.76,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,39,72.18,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,40,64.28,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
VISTA LANDSCAPE MANAGEMENT LTD,151214C,120396,41,29.26,GROUNDS MAINTENANCE,18/12/2014,,Technical And Service Support,"Works - Construction, R&M"
SILVERSANDS LIMITED===========,051214C,121564,1,"1,900.00",PURCHASES-SOFTWARE,18/12/2014,"1,900.00",Information and Communication Technology,ICT
SAFEGUARD PEST CON. & ENV.LTD,151214C,129784,1,185,PEST CONTROL,18/12/2014,925,Technical And Service Support,Environmental Services
SAFEGUARD PEST CON. & ENV.LTD,151214C,129784,2,185,PEST CONTROL,18/12/2014,,Technical And Service Support,Environmental Services
SAFEGUARD PEST CON. & ENV.LTD,151214C,129784,3,185,PEST CONTROL,18/12/2014,,Technical And Service Support,Environmental Services
SAFEGUARD PEST CON. & ENV.LTD,151214C,129784,4,185,PEST CONTROL,18/12/2014,,Technical And Service Support,Environmental Services
SAFEGUARD PEST CON. & ENV.LTD,151214C,129784,5,185,PEST CONTROL,18/12/2014,,Technical And Service Support,Environmental Services
SAFEGUARD PEST CON. & ENV.LTD,151214C,130021,1,42,PEST CONTROL,18/12/2014,294,Technical And Service Support,Environmental Services
SAFEGUARD PEST CON. & ENV.LTD,151214C,130021,2,42,PEST CONTROL,18/12/2014,,Technical And Service Support,Environmental Services
SAFEGUARD PEST CON. & ENV.LTD,151214C,130021,3,42,PEST CONTROL,18/12/2014,,Technical And Service Support,Environmental Services
SAFEGUARD PEST CON. & ENV.LTD,151214C,130021,4,42,PEST CONTROL,18/12/2014,,Technical And Service Support,Environmental Services
SAFEGUARD PEST CON. & ENV.LTD,151214C,130021,5,42,PEST CONTROL,18/12/2014,,Technical And Service Support,Environmental Services
SAFEGUARD PEST CON. & ENV.LTD,151214C,130021,6,42,PEST CONTROL,18/12/2014,,Technical And Service Support,Environmental Services
SAFEGUARD PEST CON. & ENV.LTD,151214C,130021,7,42,PEST CONTROL,18/12/2014,,Technical And Service Support,Environmental Services
*NPS (SHOES) LTD,800054982,13722,1,30.05,CLOTHING,18/12/2014,"2,592.50",Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,2,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,3,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,4,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,5,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,6,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,7,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,8,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,9,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,10,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,11,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,12,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,13,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,14,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,15,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,16,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,17,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,18,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,19,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,20,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,21,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,22,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,23,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,24,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,25,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,26,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,27,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,28,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,29,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,30,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,31,30.05,CLOTHING,18/12/2014,,Regulatory Fire Safety,Clothing
*NPS (SHOES) LTD,800054982,13722,32,30.05,CLOTHING,18/12/2014,,Regulatory Fire Safety,Clothing
*NPS (SHOES) LTD,800054982,13722,33,30.05,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,34,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,35,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,36,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,37,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,38,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,39,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,40,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,41,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,42,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,43,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,44,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,45,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,46,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,47,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,48,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,49,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,50,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,51,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,52,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,53,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,54,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,55,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,56,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,57,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,58,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
*NPS (SHOES) LTD,800054982,13722,59,29.45,CLOTHING,18/12/2014,,Operations Fire Stations,Clothing
