Invoice Number, Batch Number,Vendor Name, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
1800043573,800121292,ENGIE,4,211.99,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,5,132.17,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,6,29.32,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,7,84.38,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,8,38.59,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,9,69.23,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,10,53.29,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,11,29.78,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,12,125.00,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,13,33.09,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,14,83.61,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,15,47.34,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,16,108.93,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,17,110.05,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,18,250.51,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,19,33.09,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,20,27.54,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,21,57.57,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,22,69.23,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,23,38.54,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,24,223.01,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,25,33.09,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,26,16.54,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,27,275.34,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,28,66.17,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,29,60.94,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,30,33.09,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,31,51.62,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,32,149.71,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,33,33.09,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,34,206.51,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,35,125.73,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,36,66.17,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,37,63.19,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,38,73.86,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,39,39.25,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,40,64.12,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,41,78.49,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,42,297.24,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,43,223.01,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,44,24.82,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,45,26.47,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,46,80.79,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,47,206.51,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,48,33.09,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,49,49.63,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,50,33.09,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,51,60.63,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,52,213.80,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,53,107.62,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,54,150.33,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043573,800121292,ENGIE,55,851.85,REACTIVE MEP,11/12/18,,Technical and Service Support,Works - Construction
1800043578,071118V,ENGIE,1,"72,051.22",PLANNED MEP,11/12/18,"72,051.22",Technical and Service Support,Works - Construction
199056,061118K,ENTEL UK LTD,1,768.50,RADIO,11/12/18,777.50,Information and Communication Technology,ICT
199056,061118K,ENTEL UK LTD,2,9.00,RADIO,11/12/18,,Information and Communication Technology,ICT
200506,061118K,ENTEL UK LTD,1,391.50,RADIO,11/12/18,400.50,Information and Communication Technology,ICT
200506,061118K,ENTEL UK LTD,2,9.00,RADIO,11/12/18,,Information and Communication Technology,ICT
200507,061118K,ENTEL UK LTD,1,9.00,RADIO,11/12/18,624.00,Information and Communication Technology,ICT
200507,061118K,ENTEL UK LTD,2,360.00,RADIO,11/12/18,,Information and Communication Technology,ICT
200507,061118K,ENTEL UK LTD,3,255.00,RADIO,11/12/18,,Information and Communication Technology,ICT
200948,071118K,ENTEL UK LTD,1,9.00,RADIO,11/12/18,909.00,Information and Communication Technology,ICT
200948,071118K,ENTEL UK LTD,2,900.00,RADIO,11/12/18,,Information and Communication Technology,ICT
201023,071118K,ENTEL UK LTD,1,9.00,RADIO,11/12/18,"1,413.00",Information and Communication Technology,ICT
201023,071118K,ENTEL UK LTD,2,"1,105.00",RADIO,11/12/18,,Information and Communication Technology,ICT
201023,071118K,ENTEL UK LTD,3,299.00,RADIO,11/12/18,,Information and Communication Technology,ICT
2910140317,071118K,DRAEGER SAFETY UK LIMITED,1,34.00,PROTECTIVE EQUIPT - PARTS,11/12/18,"3,879.28",Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,2,77.00,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,3,296.14,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,4,39.76,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,5,206.00,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,6,246.00,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,7,70.50,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,8,"1,015.50",PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,9,100.40,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,10,73.55,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,11,"1,231.50",PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,12,26.00,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,13,118.95,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,14,18.80,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140317,071118K,DRAEGER SAFETY UK LIMITED,15,325.18,PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140767,061118V,DRAEGER SAFETY UK LIMITED,1,"1,847.20",PROTECTIVE EQUIPT - PARTS,11/12/18,"9,436.80",Technical and Service Support,Emergency Services
2910140767,061118V,DRAEGER SAFETY UK LIMITED,2,"6,502.20",PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910140767,061118V,DRAEGER SAFETY UK LIMITED,3,"1,087.40",PROTECTIVE EQUIPT - PARTS,11/12/18,,Technical and Service Support,Emergency Services
2910141130,071118K,DRAEGER SAFETY UK LIMITED,1,299.00,REPAIR & MAINTENANCE,11/12/18,314.00,Technical and Service Support,Furniture & Soft Furnishings
2910141130,071118K,DRAEGER SAFETY UK LIMITED,2,15.00,REPAIR & MAINTENANCE,11/12/18,,Technical and Service Support,Furniture & Soft Furnishings
2910142790,071118K,DRAEGER SAFETY UK LIMITED,1,"1,662.50",PROTECTIVE EQUIPT - PARTS,11/12/18,"1,662.50",Technical and Service Support,Emergency Services
2910143133,061118K,DRAEGER SAFETY UK LIMITED,1,846.58,PROTECTIVE EQUIPT - PARTS,11/12/18,846.58,Technical and Service Support,Emergency Services
2910143635,251018K,DRAEGER SAFETY UK LIMITED,1,456.00,GENERAL CONSUMABLES,11/12/18,456.00,Procurement,Emergency Services
31285,061118K,WATERFRONT MANUFACTURING LTD,1,184.61,UNIFORMS,11/12/18,394.20,Fire Stations (South West),Clothing
31285,061118K,WATERFRONT MANUFACTURING LTD,2,209.59,UNIFORMS,11/12/18,,Fire Stations (South West),Clothing
31287,071118K,WATERFRONT MANUFACTURING LTD,1,209.59,UNIFORMS,11/12/18,394.20,Fire Stations (North East),Clothing
31287,071118K,WATERFRONT MANUFACTURING LTD,2,184.61,UNIFORMS,11/12/18,,Fire Stations (North East),Clothing
31288,061118K,WATERFRONT MANUFACTURING LTD,1,209.59,UNIFORMS,11/12/18,394.20,Fire Stations (North West),Clothing
31288,061118K,WATERFRONT MANUFACTURING LTD,2,184.61,UNIFORMS,11/12/18,,Fire Stations (North West),Clothing
31289,061118K,WATERFRONT MANUFACTURING LTD,1,209.59,UNIFORMS,11/12/18,394.20,Fire Stations (South West),Clothing
31289,061118K,WATERFRONT MANUFACTURING LTD,2,184.61,UNIFORMS,11/12/18,,Fire Stations (South West),Clothing
31291,071118K,WATERFRONT MANUFACTURING LTD,1,220.59,UNIFORMS,11/12/18,405.20,Fire Stations (South West),Clothing
31291,071118K,WATERFRONT MANUFACTURING LTD,2,184.61,UNIFORMS,11/12/18,,Fire Stations (South West),Clothing
31292,071118K,WATERFRONT MANUFACTURING LTD,1,184.61,UNIFORMS,11/12/18,394.20,Fire Stations (South East),Clothing
31292,071118K,WATERFRONT MANUFACTURING LTD,2,209.59,UNIFORMS,11/12/18,,Fire Stations (South East),Clothing
3158186,061118K,BRISTOL UNIFORMS LTD,1,196.80,PROTECTIVE CLOTHING,11/12/18,352.07,Fire Stations (South West),Clothing
3158186,061118K,BRISTOL UNIFORMS LTD,2,155.27,PROTECTIVE CLOTHING,11/12/18,,Fire Stations (South West),Clothing
34880,800121942,ARKAS LIMITED,1,"2,042.53",REACTIVE APPLIANCE BAY DOORS,11/12/18,"2,042.53",Technical and Service Support,Works - Construction
34881,800121936,ARKAS LIMITED,1,"1,833.46",REACTIVE APPLIANCE BAY DOORS,11/12/18,"1,833.46",Technical and Service Support,Works - Construction
34882,800121926,ARKAS LIMITED,1,"1,749.68",REACTIVE APPLIANCE BAY DOORS,11/12/18,"1,749.68",Technical and Service Support,Works - Construction
34883,800121927,ARKAS LIMITED,1,525.00,REACTIVE APPLIANCE BAY DOORS,11/12/18,525.00,Technical and Service Support,Works - Construction
34886,800121929,ARKAS LIMITED,1,"1,084.11",REACTIVE APPLIANCE BAY DOORS,11/12/18,"1,084.11",Technical and Service Support,Works - Construction
34887,800121938,ARKAS LIMITED,1,566.25,REACTIVE APPLIANCE BAY DOORS,11/12/18,566.25,Technical and Service Support,Works - Construction
34888,800121939,ARKAS LIMITED,1,290.21,REACTIVE APPLIANCE BAY DOORS,11/12/18,290.21,Technical and Service Support,Works - Construction
34893,800121943,ARKAS LIMITED,1,"3,876.00",REACTIVE APPLIANCE BAY DOORS,11/12/18,"3,876.00",Technical and Service Support,Works - Construction
34894,800121932,ARKAS LIMITED,1,"3,627.10",REACTIVE APPLIANCE BAY DOORS,11/12/18,"3,627.10",Technical and Service Support,Works - Construction
34895,800121933,ARKAS LIMITED,1,396.00,REACTIVE APPLIANCE BAY DOORS,11/12/18,396.00,Technical and Service Support,Works - Construction
3881716930,311018V,COMPUTACENTRE,1,"5,317.63",NETWORK EQUIPMENT & SERVICES,11/12/18,"6,773.77",Information and Communication Technology,ICT
3881716930,311018V,COMPUTACENTRE,2,686.51,NETWORK EQUIPMENT & SERVICES,11/12/18,,Information and Communication Technology,ICT
3881716930,311018V,COMPUTACENTRE,3,769.63,NETWORK EQUIPMENT & SERVICES,11/12/18,,Information and Communication Technology,ICT
402029628,071118K,CANON UK LTD,1,315.66,HARDWARE PRINTERS,11/12/18,315.66,Fire Safety Delivery,ICT
41287,291018K,GATENBY SANDERSON LTD,1,"3,240.00",CONSULTANTS,11/12/18,"3,240.00",London Resilience Group,Consultancy
416-SW-LFB,071118K,AME TEAMWORKS,1,960.00,LEARNING SUPPORT,11/12/18,960.00,People Services,Human Resources
4255,061118K,PANLOGIC LTD,1,450.00,CLOUD SERVICES,11/12/18,450.00,CPO Delivery,ICT
4353,061118K,PANLOGIC LTD,1,375.36,CLOUD SERVICES,11/12/18,375.36,CPO Delivery,ICT
4354,061118K,PANLOGIC LTD,1,494.88,CLOUD SERVICES,11/12/18,494.88,CPO Delivery,ICT
437086802,051118K,REXEL UK LIMITED,1,"2,387.00",FIRE DETECTORS,11/12/18,"2,387.00",Fire Stations (North West),Health and Safety
5207,301018K,CAMBRIDGE & PETERBOROUGH,1,"15,994.21",FIRE AUTHS-MUTUAL ASSISTANCE,11/12/18,"15,994.21",CPO Planning,Non Influenceable Spend
5511,071118K,FAHEY BUILDERS LTD,1,"5,450.00",REACTIVE SMALL WORKS AND PROJ,11/12/18,"5,450.00",Technical and Service Support,Works - Construction
5513,071118K,FAHEY BUILDERS LTD,1,"4,950.00",REACTIVE SMALL WORKS AND PROJ,11/12/18,"4,950.00",Technical and Service Support,Works - Construction
65373,061118K,FOCUS & VISION TECHNOLOGY LTD,1,479.95,MEDICAL EXPENSES CONTRACT,11/12/18,479.95,People Services,Human Resources
65395,061118K,FOCUS & VISION TECHNOLOGY LTD,1,600.38,MEDICAL EXPENSES CONTRACT,11/12/18,600.38,People Services,Human Resources
65555,061118K,FOCUS & VISION TECHNOLOGY LTD,1,391.20,MEDICAL EXPENSES CONTRACT,11/12/18,391.20,People Services,Human Resources
65626,061118K,FOCUS & VISION TECHNOLOGY LTD,1,508.74,MEDICAL EXPENSES CONTRACT,11/12/18,508.74,People Services,Human Resources
6614,071118K,THE FULKER CONSULTANCY LIMITED,1,"1,667.50",PROF FEES-MISCELLANEOUS,11/12/18,"1,667.50",Technical and Service Support, 
7659,071118K,GAS & AIR SERVICES (UK),1,493.45,REPAIR & MAINTENANCE,11/12/18,493.45,Technical and Service Support,Furniture & Soft Furnishings
83260,071118K,FIRMIN & SONS LTD,1,733.62,UNIFORMS - POMS,11/12/18,733.62,Procurement,Clothing
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,1,462.95,FUEL,11/12/18,"16,751.85",Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,2,423.46,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,3,416.03,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,4,360.54,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,5,356.66,FUEL,11/12/18,,Central Operations,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,6,356.32,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,7,354.63,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,8,351.85,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,9,344.48,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,10,332.73,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,11,331.85,FUEL,11/12/18,,Procurement,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,12,321.74,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,13,305.02,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,14,301.02,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,15,279.77,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,16,277.74,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,17,264.23,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,18,261.71,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,19,250.54,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,20,248.96,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,21,248.37,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,22,246.58,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,23,245.85,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,24,241.47,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,25,237.42,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,26,234.92,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,27,234.71,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,28,228.98,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,29,220.05,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,30,218.54,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,31,217.84,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,32,215.91,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,33,203.30,FUEL,11/12/18,,Operational Resilience,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,34,198.13,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,35,196.44,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,36,195.16,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,37,193.73,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,38,187.96,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,39,180.15,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,40,180.08,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,41,179.44,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,42,178.77,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,43,177.72,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,44,177.37,FUEL,11/12/18,,Information and Communication Technology,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,45,171.85,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,46,170.82,FUEL,11/12/18,,Command Units,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,47,170.15,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,48,163.39,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,49,155.91,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,50,148.90,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,51,142.83,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,52,141.67,FUEL,11/12/18,,Procurement,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,53,139.87,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,54,135.18,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,55,134.96,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,56,134.65,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,57,133.93,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,58,133.04,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,59,132.12,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,60,128.52,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,61,126.07,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,62,123.99,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,63,123.45,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,64,116.36,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,65,115.59,FUEL,11/12/18,,Operational Resilience,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,66,109.93,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,67,109.24,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,68,108.39,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,69,104.14,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,70,102.37,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,71,100.68,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,72,97.79,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,73,93.72,FUEL,11/12/18,,Command Units,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,74,91.82,FUEL,11/12/18,,Fire Stations (North West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,75,90.84,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,76,89.74,FUEL,11/12/18,,Command Units,Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,77,87.70,FUEL,11/12/18,,Fire Stations (South West),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,78,87.23,FUEL,11/12/18,,Fire Stations (South East),Vehicle Management
E2010406397,800121975,ALLSTAR BUSINESS SOLUTIONS LTD,79,86.79,FUEL,11/12/18,,Fire Stations (North East),Vehicle Management
