 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass,
070219K,DRAEGER SAFETY UK LIMITED,2910154977,17,38.00,TELEMETRY MAINTENANCE,21/02/19,,Technical and Service Support,Consultancy,
070219K,DRAEGER SAFETY UK LIMITED,2910154977,18,15.00,TELEMETRY MAINTENANCE,21/02/19,,Technical and Service Support,Consultancy,
120219K,RS COMPONENTS LTD,292908413,1,939.50,REPAIR & MAINTENANCE,21/02/19,"1,116.10",Technical and Service Support,Consultancy,
120219K,RS COMPONENTS LTD,292908413,2,176.60,PROTECTIVE EQUIPT - PARTS,21/02/19,,Technical and Service Support,Consultancy,
180219K,TRADE WIND,29407,1,467.00,PRINTING,21/02/19,467.00,Communications,Consultancy,
180219K,DORSET & WILTSHIRE FRS,30507,1,"11,074.43",FIRE AUTHS-MUTUAL ASSISTANCE,21/02/19,"11,074.43",CPO Planning,Consultancy,
180219K,WATERFRONT MANUFACTURING LTD,31687,1,209.59,UNIFORMS,21/02/19,394.20,Fire Stations (North East),Consultancy,
180219K,WATERFRONT MANUFACTURING LTD,31687,2,184.61,UNIFORMS,21/02/19,,Fire Stations (North East),Consultancy,
150219K,WATERFRONT MANUFACTURING LTD,31692,1,209.59,UNIFORMS,21/02/19,394.20,Fire Stations (North West),Consultancy,
150219K,WATERFRONT MANUFACTURING LTD,31692,2,184.61,UNIFORMS,21/02/19,,Fire Stations (North West),Consultancy,
180219K,WATERFRONT MANUFACTURING LTD,31716,1,209.59,UNIFORMS,21/02/19,394.20,Fire Stations (South West),Consultancy,
180219K,WATERFRONT MANUFACTURING LTD,31716,2,184.61,UNIFORMS,21/02/19,,Fire Stations (South West),Consultancy,
150219K,HUNTERS CONTRACTS LIMITED,364254,1,453.00,OFFICE EQUIPMENT,21/02/19,453.00,Information and Communication Technology,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,1,11.54,PLANNED ASBESTOS,21/02/19,"1,200.00",Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,2,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,3,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,4,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,5,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,6,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,7,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,8,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,9,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,10,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,11,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,12,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,13,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,14,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,15,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,16,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,17,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,18,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,19,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,20,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,21,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,22,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,23,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,24,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,25,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,26,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,27,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,28,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,29,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,30,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,31,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,32,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,33,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,34,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,35,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,36,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,37,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,38,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,39,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,40,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,41,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,42,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,43,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,44,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,45,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,46,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,47,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,48,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,49,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,50,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,51,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,52,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,53,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,54,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,55,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,56,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,57,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,58,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,59,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,60,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,61,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,62,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,63,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,64,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,65,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,66,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,67,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,68,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,69,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,70,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,71,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,72,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,73,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,74,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,75,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,76,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,77,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,78,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,79,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,80,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,81,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,82,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,83,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,84,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,85,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,86,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,87,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,88,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,89,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,90,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,91,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,92,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,93,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,94,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,95,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,96,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,97,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,98,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,99,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,100,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,101,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,102,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,103,11.54,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
800126559,GRADIENT CONSULTANTS LLP,3646,104,11.38,PLANNED ASBESTOS,21/02/19,,Technical and Service Support,Consultancy,
140219K,GRADIENT CONSULTANTS LLP,3670,1,600.00,CONSULTANTS,21/02/19,600.00,Technical and Service Support,Consultancy,
140219K,CANON UK LTD,402054349,1,341.34,HARDWARE PRINTERS,21/02/19,341.34,Technical and Service Support,Consultancy,
140219K,CANON UK LTD,402058364,1,"2,190.37",HARDWARE PRINTERS,21/02/19,"2,190.37",Technical and Service Support,Consultancy,
040219V,INSIGHT DIRECT (UK) LTD,4236185,1,"6,840.00",ACQUISITIONS,21/02/19,"6,840.00",Information and Communication Technology,Consultancy,
800126340,GREENHAM TRADING LTD,5003840,1,32.60,HYGIENE,21/02/19,287.32,Fire Stations (North East),Consultancy,
800126340,GREENHAM TRADING LTD,5003840,2,11.80,HYGIENE,21/02/19,,Fire Stations (North East),Consultancy,
800126340,GREENHAM TRADING LTD,5003840,3,10.88,HYGIENE,21/02/19,,Fire Stations (North East),Consultancy,
800126340,GREENHAM TRADING LTD,5003840,4,7.98,HYGIENE,21/02/19,,Fire Stations (North East),Consultancy,
800126340,GREENHAM TRADING LTD,5003840,5,9.40,HYGIENE,21/02/19,,Fire Stations (North East),Consultancy,
800126340,GREENHAM TRADING LTD,5003840,6,9.20,HYGIENE,21/02/19,,Fire Stations (North East),Consultancy,
800126340,GREENHAM TRADING LTD,5003840,7,17.88,STATIONERY CONSUMABLES,21/02/19,,Fire Stations (North East),Consultancy,
800126340,GREENHAM TRADING LTD,5003840,8,47.56,HYGIENE,21/02/19,,Fire Stations (North East),Consultancy,
800126340,GREENHAM TRADING LTD,5003840,9,5.60,HYGIENE,21/02/19,,Fire Stations (North East),Consultancy,
800126340,GREENHAM TRADING LTD,5003840,10,134.42,HYGIENE,21/02/19,,Fire Stations (North East),Consultancy,
800126372,GREENHAM TRADING LTD,5003877,1,144.12,HYGIENE,21/02/19,272.36,Technical and Service Support,Consultancy,
800126372,GREENHAM TRADING LTD,5003877,2,71.34,HYGIENE,21/02/19,,Technical and Service Support,Consultancy,
800126372,GREENHAM TRADING LTD,5003877,3,32.10,HYGIENE,21/02/19,,Technical and Service Support,Consultancy,
800126372,GREENHAM TRADING LTD,5003877,4,24.80,HYGIENE,21/02/19,,Technical and Service Support,Consultancy,
150219K,THE KINGDOM GROUP LT T/A KINGS,50205,1,704.20,FRS STAFF AGENCY,21/02/19,704.20,Communications,Consultancy,
140219K,SCHAWK UK LIMITED,50760,1,550.00,PRINTING,21/02/19,550.00,Communications,Consultancy,
180219K,EASTERN SHIRES PURCHASING ORG,5155173,1,330.00,CATERING EQUIPMENT,21/02/19,330.00,Fire Stations (North West),Consultancy,
800126533,SPORTSAFE UK LTD,538239,1,15.42,PLANNED GYM EQUIPMENT,21/02/19,"1,405.22",Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,2,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,3,7.92,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,4,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,5,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,6,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,7,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,8,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,9,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,10,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,11,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,12,17.50,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,13,18.75,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,14,22.50,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,15,30.84,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,16,18.34,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,17,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,18,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,19,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,20,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,21,14.59,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,22,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,23,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,24,9.58,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,25,21.25,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,26,13.75,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,27,13.75,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,28,13.75,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,29,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,30,13.75,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,31,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,32,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,33,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,34,13.75,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,35,13.75,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,36,18.75,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,37,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,38,17.50,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,39,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,40,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,41,18.75,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,42,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,43,17.50,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,44,17.50,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,45,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,46,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,47,49.59,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,48,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,49,12.92,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,50,18.75,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,51,12.92,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,52,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,53,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,54,17.50,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,55,17.50,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,56,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,57,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,58,17.50,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,59,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,60,17.50,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,61,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,62,17.50,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,63,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,64,11.67,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,65,13.75,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,66,17.50,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,67,15.84,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,68,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,69,19.59,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,70,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
800126533,SPORTSAFE UK LTD,538239,71,15.42,PLANNED GYM EQUIPMENT,21/02/19,,Technical and Service Support,Consultancy,
