Order Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost
KMP/00005,11/01/19,8126.59,SHOWER HEAD NEEDS REPLACING - 2ND FLOOR - MALE DORM 1 - RIGH,LFB/HQ,SERVEST GROUP LIMITED,18.23,1.00,18.23,,
KMP/00005,11/01/19,8126.59,FIRST FLOOR MESS SINK THE HOT TAP IS LOOSE,LFB/HQ,SERVEST GROUP LIMITED,66.08,1.00,66.08,,
KMP/00005,11/01/19,8126.59,1ST FLOOR WATCH MANAGERS ROOM   -   RADIATOR VALVE IS FAULTY,LFB/HQ,SERVEST GROUP LIMITED,35.27,1.00,35.27,,
KMP/00005,11/01/19,8126.59,WATCH MANAGER'S TOILET - GROUND FLOOR - SINK IS LEAKING,LFB/HQ,SERVEST GROUP LIMITED,50.31,1.00,50.31,,
KMP/00005,11/01/19,8126.59,MESS 1ST FLOOR URN SLOW TO FILL AND WATER NOT HEATING UP,LFB/HQ,SERVEST GROUP LIMITED,33.04,1.00,33.04,,
KMP/00005,11/01/19,8126.59,GROUND FLOOR      -     LEAK ON THE PRESSURIZED HEATING UNIT,LFB/HQ,SERVEST GROUP LIMITED,74.77,1.00,74.77,,
KMP/00005,11/01/19,8126.59,NO HEATING THROUGHOUT STATION,LFB/HQ,SERVEST GROUP LIMITED,110.27,1.00,110.27,,
KMP/00005,11/01/19,8126.59,1 LIGHT OUT- KITCHEN- 1ST FLOOR,LFB/HQ,SERVEST GROUP LIMITED,151.97,1.00,151.97,,
KMP/00005,11/01/19,8126.59,BOILER ROOM -  FAULT ON CHP PUMP AND BOILERS NEED SERVICE.,LFB/HQ,SERVEST GROUP LIMITED,402.44,1.00,402.44,,
KMP/00005,11/01/19,8126.59,RADIATORS LEAKING IN THE GYM AREA AND UNDERSTAIRS AND IN THE,LFB/HQ,SERVEST GROUP LIMITED,35.27,1.00,35.27,,
KMP/00005,11/01/19,8126.59,DEFECTIVE BOILER WITH NO HEATING AND NO HOT WATER,LFB/HQ,SERVEST GROUP LIMITED,111.46,1.00,111.46,,
KMP/00005,11/01/19,8126.59,ONE OF THE TWO BOILERS HAS LOCKED OUT AND WAS UNABLE TO RESE,LFB/HQ,SERVEST GROUP LIMITED,115.38,1.00,115.38,,
KMP/00005,11/01/19,8126.59,RADIATOR IN MEN’S DORM NOT WORKING.,LFB/HQ,SERVEST GROUP LIMITED,52.91,1.00,52.91,,
KMP/00005,11/01/19,8126.59,THE FIRE PANEL ON THE GROUND FLOOR IS SHOWNING THAT THERE IS,LFB/HQ,SERVEST GROUP LIMITED,83.82,1.00,83.82,,
KMP/00005,11/01/19,8126.59,HEATING FAULT - RADIATORS ARE ON BUT THEY ARE LUKE WARM,LFB/HQ,SERVEST GROUP LIMITED,204.22,1.00,204.22,,
KMP/00005,11/01/19,8126.59,NO HEATING OR HOT WATER IN WHOLE STATION,LFB/HQ,SERVEST GROUP LIMITED,135.68,1.00,135.68,,
KMP/00006,19/01/19,7961.60,FIRE ALARM SYSTEM DEFECTIVE - WIRING FAULT COME UP ON THE PA,LFB/HQ,SERVEST GROUP LIMITED,"1,948.00",1.00,"1,948.00",KMP/00006,"7,961.60"
KMP/00006,19/01/19,7961.60,RE RAISED FROM F310138 - EXTERNAL BOILER ROOM - 1X LIGHT OUT,LFB/HQ,SERVEST GROUP LIMITED,17.90,1.00,17.90,,
KMP/00006,19/01/19,7961.60,RE RAISED FROM F309639 - SINGLE PERSON QUARTERS - THERE IS A,LFB/HQ,SERVEST GROUP LIMITED,17.90,1.00,17.90,,
KMP/00006,19/01/19,7961.60,RE RAISED FROM F315028 LIGHT OUT THROUGH THE STATION,LFB/HQ,SERVEST GROUP LIMITED,71.60,1.00,71.60,,
KMP/00006,19/01/19,7961.60,STATION REQUIRE A REPLACEMENT LINCAT BOILER,LFB/HQ,SERVEST GROUP LIMITED,629.24,1.00,629.24,,
KMP/00006,19/01/19,7961.60,'RE RAISED FROM ORDER F317149 WASTE TRAP - WATCH MANAGERS SI,LFB/HQ,SERVEST GROUP LIMITED,120.60,1.00,120.60,,
KMP/00006,19/01/19,7961.60,'RE RAISED FROM ORDER F317150 FIRE FIGHTER LOCKER ROOM 1 - B,LFB/HQ,SERVEST GROUP LIMITED,90.86,1.00,90.86,,
KMP/00006,19/01/19,7961.60,COOKER IN THE MESS IS FAULTY - HNOT REACHING TEMPERATURE.,LFB/HQ,SERVEST GROUP LIMITED,106.61,1.00,106.61,,
KMP/00006,19/01/19,7961.60,EPT OFFICES ON THE 1ST FLOOR ACCESS FROM THE YARD LEAKING TA,LFB/HQ,SERVEST GROUP LIMITED,139.39,1.00,139.39,,
KMP/00006,19/01/19,7961.60,THE LIGHT OUTSIDE THE CREW MANAGERS DORM ON THE FIRST FLOOR,LFB/HQ,SERVEST GROUP LIMITED,35.80,1.00,35.80,,
KMP/00006,19/01/19,7961.60,POC REPORTS - THE ONE OF THE HOBS ON THE COOKER IS BROKEN,LFB/HQ,SERVEST GROUP LIMITED,70.54,1.00,70.54,,
KMP/00006,19/01/19,7961.60,GENIE WINDER NOT WORKING OUTSIDE STATION MANAGERS OFFICE IN,LFB/HQ,SERVEST GROUP LIMITED,53.70,1.00,53.70,,
KMP/00006,19/01/19,7961.60,LIGHT BULB OUT IN THE GEAR ROOM JUST 1 LIGHT OUT GROUND FLOO,LFB/HQ,SERVEST GROUP LIMITED,143.20,1.00,143.20,,
KMP/00006,19/01/19,7961.60,STATION OVEN IN THE 1ST FLOOR MESS AREA THE IGNITION IS NOT,LFB/HQ,SERVEST GROUP LIMITED,88.18,1.00,88.18,,
KMP/00006,19/01/19,7961.60,EPT BUIILDING 1ST FLOOR TWO STRIP LIGHTS IN THE OFFICES CEIL,LFB/HQ,SERVEST GROUP LIMITED,143.20,1.00,143.20,,
KMP/00006,19/01/19,7961.60,PILLINGER TO TEMPORARILY UP THE SET POINT FOR THE APPLIANCE,LFB/HQ,SERVEST GROUP LIMITED,406.02,1.00,406.02,,
KMP/00006,19/01/19,7961.60,LINCAT BOILER IN THE KITCHEN ON THE FIRST FLOOR REQUIRES A F,LFB/HQ,SERVEST GROUP LIMITED,70.54,1.00,70.54,,
KMP/00006,19/01/19,7961.60,BLOCKED TOILET ON THE 1ST FLOOR IN ROOM 0.101 1 TOILET IN TH,LFB/HQ,SERVEST GROUP LIMITED,74.34,1.00,74.34,,
KMP/00006,19/01/19,7961.60,LEAK ON GROUND FLOOR - DO NOT KNOW WHERE ITS COMING FROM - M,LFB/HQ,SERVEST GROUP LIMITED,16.52,1.00,16.52,,
KMP/00006,19/01/19,7961.60,TAP IN THE OFFICERS WASH ROOM COLD TAP NOT WORKING CORRECTLY,LFB/HQ,SERVEST GROUP LIMITED,125.38,1.00,125.38,,
KMP/00006,19/01/19,7961.60,1ST FLOOR KITCHEN SINK - SINK IS LEAKING- LEFT HAND SINK,LFB/HQ,SERVEST GROUP LIMITED,99.12,1.00,99.12,,
KMP/00006,19/01/19,7961.60,STRIP LIGHT OUT IN THE KITCHEN,LFB/HQ,SERVEST GROUP LIMITED,340.27,1.00,340.27,,
KMP/00006,19/01/19,7961.60,BLOCKED TOILET -  1ST FLOOR MALE TOILET  -,LFB/HQ,SERVEST GROUP LIMITED,8.26,1.00,8.26,,
KMP/00006,19/01/19,7961.60,"BAY – 2 X LIGHT STRIPS DEFECTIVE (PREVIOUSLY SENT UP, NO CHA",LFB/HQ,SERVEST GROUP LIMITED,35.80,1.00,35.80,,
KMP/00006,19/01/19,7961.60,CHARGING POINT FOR ELECTRIC CARS-RECOMMENDATION FOR A COVER/,LFB/HQ,SERVEST GROUP LIMITED,35.80,1.00,35.80,,
KMP/00006,19/01/19,7961.60,THE APPLIANCE BAY CHARGER IN BAY 1 IS JAMMED AND CANNOT BE P,LFB/HQ,SERVEST GROUP LIMITED,62.95,1.00,62.95,,
KMP/00006,19/01/19,7961.60,THE TOILET ON ON THE 2ND FLOOR MALE DORN IS BLOCKED AND OVER,LFB/HQ,SERVEST GROUP LIMITED,49.56,1.00,49.56,,
KMP/00006,19/01/19,7961.60,THE MALE DORMS IN THE SHOWER CUBICLE THE BASIN IS NOT DRAINI,LFB/HQ,SERVEST GROUP LIMITED,82.60,1.00,82.60,,
KMP/00006,19/01/19,7961.60,THERE IS A DEFECTIVE LIGHT IN THE WATCH ROOM NEAREST TO THE,LFB/HQ,SERVEST GROUP LIMITED,44.75,1.00,44.75,,
KMP/00006,19/01/19,7961.60,7 LIGHTS DEFECTIVE IN THE APPLIANCE BAY.,LFB/HQ,SERVEST GROUP LIMITED,107.40,1.00,107.40,,
KMP/00006,19/01/19,7961.60,POLE HOUSE LIGHTING - BULB BLOWN IN ONE OF THE LAMPS.,LFB/HQ,SERVEST GROUP LIMITED,35.80,1.00,35.80,,
KMP/00006,19/01/19,7961.60,GROUND FLOOR - DRYING ROOM - DRYER IN THE DRYING ROOM ISNT W,LFB/HQ,SERVEST GROUP LIMITED,8.95,1.00,8.95,,
KMP/00006,19/01/19,7961.60,LIGHTS OUT THROUGHOUT STATION,LFB/HQ,SERVEST GROUP LIMITED,159.85,1.00,159.85,,
KMP/00006,19/01/19,7961.60,STATION COMMANDER'S OFFICE - GROUND FLOOR - HEATING ISSUE,LFB/HQ,SERVEST GROUP LIMITED,8.82,1.00,8.82,,
KMP/00006,19/01/19,7961.60,LEAK IN THE APPLIANCE BAY TOILETS UNSEX SITE CAN’T SEE WHERE,LFB/HQ,SERVEST GROUP LIMITED,74.34,1.00,74.34,,
KMP/00006,19/01/19,7961.60,LINCAT BOILER IS LEAKING EVERY NIGHT ONTO THE FLOOR - KITCHE,LFB/HQ,SERVEST GROUP LIMITED,36.46,1.00,36.46,,
KMP/00006,19/01/19,7961.60,ISSUES WITH THE BOILER AT FLAT A -,LFB/HQ,SERVEST GROUP LIMITED,255.84,1.00,255.84,,
KMP/00006,19/01/19,7961.60,THE TAP IN THE GROUND FLOOR MALE SHOWER AND TOILETS IS DEFEC,LFB/HQ,SERVEST GROUP LIMITED,33.04,1.00,33.04,,
KMP/00006,19/01/19,7961.60,COLD TAP IN THE RIGHT HAND SINK - NO WEATER COMING OUT - OTH,LFB/HQ,SERVEST GROUP LIMITED,16.52,1.00,16.52,,
KMP/00006,19/01/19,7961.60,TAP SNAPPED ON HOT WATER DISPENSER/URN - KITCHEN - 1ST FLOOR,LFB/HQ,SERVEST GROUP LIMITED,162.73,1.00,162.73,,
KMP/00006,19/01/19,7961.60,DOUBLE SOCKET BROKEN IN THE FEMALE DORM ON THE 1ST FLOOR,LFB/HQ,SERVEST GROUP LIMITED,26.85,1.00,26.85,,
KMP/00006,19/01/19,7961.60,LIGHTS OUT THROUGH THE STATION,LFB/HQ,SERVEST GROUP LIMITED,113.69,1.00,113.69,,
KMP/00006,19/01/19,7961.60,LIGHTING OUT- ONE LIGHT- GROUND FLOOR,LFB/HQ,SERVEST GROUP LIMITED,83.69,1.00,83.69,,
KMP/00006,19/01/19,7961.60,RE RAISED FROM F306694 WOMENS DORM - RIGHT HAND DORM - HEATI,LFB/HQ,SERVEST GROUP LIMITED,28.85,1.00,28.85,,
KMP/00006,19/01/19,7961.60,HEATER ON THE WALL IS BROKEN THE BRACKET IS BROKEN HANGING O,LFB/HQ,SERVEST GROUP LIMITED,18.23,1.00,18.23,,
KMP/00006,19/01/19,7961.60,GROUND FLOOR - R004 - SMALL WATER LEAK FROM PIPES,LFB/HQ,SERVEST GROUP LIMITED,33.04,1.00,33.04,,
KMP/00006,19/01/19,7961.60,THERE IS A LIGHT FITTING UNDER THE EXTRACTOR HEAD IN THE KIT,LFB/HQ,SERVEST GROUP LIMITED,44.75,1.00,44.75,,
KMP/00006,19/01/19,7961.60,THERE IS A DAMAGED LIGHT SWITCH IN THE MESS AREA ON THE FIRS,LFB/HQ,SERVEST GROUP LIMITED,17.90,1.00,17.90,,
KMP/00006,19/01/19,7961.60,BAY HEATERS ISSUE TEMP IN BAY,LFB/HQ,SERVEST GROUP LIMITED,200.00,1.00,200.00,,
KMP/00006,19/01/19,7961.60,BAY HEATERS NOT WORKING,LFB/HQ,SERVEST GROUP LIMITED,150.83,1.00,150.83,,
KMP/00006,19/01/19,7961.60,GET BAY HEATERS SWTICHED ON,LFB/HQ,SERVEST GROUP LIMITED,135.00,1.00,135.00,,
KMP/00006,19/01/19,7961.60,JUNCTION BOX ON THE WALL IN THE KITCHEN - DAMAGE TO FASCIA P,LFB/HQ,SERVEST GROUP LIMITED,62.95,1.00,62.95,,
KMP/00006,19/01/19,7961.60,THE THERMOSTATIC VALVE REQUIRES REPLACING ON THE RADIATOR IN,LFB/HQ,SERVEST GROUP LIMITED,17.64,1.00,17.64,,
KMP/00006,19/01/19,7961.60,RADIATOR SEAL REPLACEMENT IN DOWNSTAIRS MEN’S WASHROOM,LFB/HQ,SERVEST GROUP LIMITED,70.54,1.00,70.54,,
KMP/00006,19/01/19,7961.60,SHOWER HEAD REQUIRE FIXING (X2) IN THE SECOND FLOOR WASH ROO,LFB/HQ,SERVEST GROUP LIMITED,132.16,1.00,132.16,,
KMP/00006,19/01/19,7961.60,RE RAISED FROM OLD CONTRACT - PIPE INSULATION IN CORRIDOR NE,LFB/HQ,SERVEST GROUP LIMITED,54.69,1.00,54.69,,
KMP/00006,19/01/19,7961.60,INSULATION TO BE REPAIRED/REPLACED ON THE PIPEWORK IN THE JU,LFB/HQ,SERVEST GROUP LIMITED,255.22,1.00,255.22,,
KMP/00006,19/01/19,7961.60,THE PIPEWORK OUTSIDE THE MALE TOILETS REQUIRE REPAIR AS IT I,LFB/HQ,SERVEST GROUP LIMITED,82.60,1.00,82.60,,
KMP/00006,19/01/19,7961.60,IN CONNECTION TO WORK ORDER F319836,LFB/HQ,SERVEST GROUP LIMITED,110.80,1.00,110.80,,
KMP/00006,19/01/19,7961.60,PLEASE SEND AN ELECTRICAN TOO SITE TO CHECK THE POWER GOING,LFB/HQ,SERVEST GROUP LIMITED,170.38,1.00,170.38,,
KMP/00006,19/01/19,7961.60,BASMENT - FLOOD - UNSURE OF WHERE THE FLOOD HAS COME FROM,LFB/HQ,SERVEST GROUP LIMITED,123.41,1.00,123.41,,
KMP/00010,01/02/19,6480.21,'RE RAISED FROM ORDER F311370 LIGHT OUT THROUGH THE STATION,LFB/HQ,SERVEST GROUP LIMITED,35.80,1.00,35.80,KMP/00010,"6,480.21"
KMP/00010,01/02/19,6480.21,"WALTHAMSTOW - SPRINKLER PANEL SHOWING HIGH WATER LEVELS, NEE",LFB/HQ,SERVEST GROUP LIMITED,92.11,1.00,92.11,,
KMP/00010,01/02/19,6480.21,THE GENIE WINDER CABLE GOT CAUGT AS THE STAFF WERE PULLING O,LFB/HQ,SERVEST GROUP LIMITED,"1,625.00",1.00,"1,625.00",,
KMP/00010,01/02/19,6480.21,KITCHEN LIGHT SWITCH CRACKED-,LFB/HQ,SERVEST GROUP LIMITED,46.35,1.00,46.35,,
KMP/00010,01/02/19,6480.21,BOILER ISSUE- SENSOR AND HEATING FAULTS SHOWING,LFB/HQ,SERVEST GROUP LIMITED,573.94,1.00,573.94,,
KMP/00010,01/02/19,6480.21,MICOWAVE NEEDS REPAIRING AS IT HAS INTERMITTENT FAULTS LIGHT,LFB/HQ,SERVEST GROUP LIMITED,326.44,1.00,326.44,,
KMP/00010,01/02/19,6480.21,GENIE WINDER FAULTY FROM THE CEILING DOWN TO THE CABLE UNABL,LFB/HQ,SERVEST GROUP LIMITED,125.30,1.00,125.30,,
KMP/00010,01/02/19,6480.21,LIGHT OUT IN THE WATCH MANAGERS LOCKER ROOM 1ST FLOOR,LFB/HQ,SERVEST GROUP LIMITED,35.80,1.00,35.80,,
KMP/00010,01/02/19,6480.21,LIGHTS OUT ON GROUND FLOOR,LFB/HQ,SERVEST GROUP LIMITED,57.88,1.00,57.88,,
KMP/00010,01/02/19,6480.21,TRVS MISSING FROM VARIOUS RADIATORS,LFB/HQ,SERVEST GROUP LIMITED,316.11,1.00,316.11,,
KMP/00010,01/02/19,6480.21,BLOCKED TOILET - GROUND FLOOR - MALE TOILETS,LFB/HQ,SERVEST GROUP LIMITED,69.50,1.00,69.50,,
KMP/00010,01/02/19,6480.21,CREWMANAGERS TOILETS - LIGHT IS FLICKERING - GROUND FLOOR,LFB/HQ,SERVEST GROUP LIMITED,35.80,1.00,35.80,,
KMP/00010,01/02/19,6480.21,LOST ELECTRICAL POWER TO PLUG SOCKETS IN THE STORAGE ROOM AT,LFB/HQ,SERVEST GROUP LIMITED,35.80,1.00,35.80,,
KMP/00010,01/02/19,6480.21,PORCH LIGHT IS OUT AND FRONT OF STATION ABOVE FRONT DOOR,LFB/HQ,SERVEST GROUP LIMITED,221.17,1.00,221.17,,
KMP/00010,01/02/19,6480.21,THE TOILET IS NOT FLUSHING CORRECTLY IN THE GROUND FLOOR MEN,LFB/HQ,SERVEST GROUP LIMITED,8.82,1.00,8.82,,
KMP/00010,01/02/19,6480.21,FIRE ALARM SYSTEM FAULT - CALL POINT 5,LFB/HQ,SERVEST GROUP LIMITED,17.64,1.00,17.64,,
KMP/00010,01/02/19,6480.21,FIRE EXIT GLASS TUBE NEEDS REPLACING AS BROKEN,LFB/HQ,SERVEST GROUP LIMITED,18.23,1.00,18.23,,
KMP/00010,01/02/19,6480.21,ROOM 01-019 - THE SHOWER TRAY IS NOT DRAINING AWAY AND LEAKI,LFB/HQ,SERVEST GROUP LIMITED,335.00,1.00,335.00,,
KMP/00010,01/02/19,6480.21,LIGHT OUT,LFB/HQ,SERVEST GROUP LIMITED,67.49,1.00,67.49,,
KMP/00010,01/02/19,6480.21,LIGHT OUT,LFB/HQ,SERVEST GROUP LIMITED,17.90,1.00,17.90,,
KMP/00010,01/02/19,6480.21,GROUND FLOOR BOILER ROOM   -   THERE IS A VERY LOUD NOISE CO,LFB/HQ,SERVEST GROUP LIMITED,27.35,1.00,27.35,,
KMP/00010,01/02/19,6480.21,LEAK - FROM THE CEILING - GROUND FLOOR GYM,LFB/HQ,SERVEST GROUP LIMITED,33.04,1.00,33.04,,
KMP/00010,01/02/19,6480.21,1ST FLOOR - SHOWER ROOMS. NEXT TO THE LEADING FIRE FIGHTERS,LFB/HQ,SERVEST GROUP LIMITED,16.52,1.00,16.52,,
KMP/00010,01/02/19,6480.21,2ND FLOOR - TOILET NEXT TO THE GYM - BLOCKED,LFB/HQ,SERVEST GROUP LIMITED,16.52,1.00,16.52,,
KMP/00010,01/02/19,6480.21,ARE 3 CUBICLES IN THE LADIES TOILET ON THE FIRST FLOOR WHICH,LFB/HQ,SERVEST GROUP LIMITED,16.52,1.00,16.52,,
KMP/00010,01/02/19,6480.21,2X CEILING LIGHTS OUT - STATION OFFICE - GROUND FLOOR,LFB/HQ,SERVEST GROUP LIMITED,71.60,1.00,71.60,,
KMP/00010,01/02/19,6480.21,1X STRIP LIGHT OUT - FEMALE TOILET - 1ST FLOOR,LFB/HQ,SERVEST GROUP LIMITED,71.60,1.00,71.60,,
KMP/00010,01/02/19,6480.21,2X OUTSIDE LIGHTS OUT NEXT TO FRONT DOOR,LFB/HQ,SERVEST GROUP LIMITED,107.40,1.00,107.40,,
KMP/00010,01/02/19,6480.21,FIRE ALARM FAULT - DIABLEMENTS ACTIVE FAUILT SHOWING,LFB/HQ,SERVEST GROUP LIMITED,17.64,1.00,17.64,,
KMP/00010,01/02/19,6480.21,THE LIGHT SWITCH IN ROOM 5 HAS BEEN PUSHED INTO THE CASING A,LFB/HQ,SERVEST GROUP LIMITED,26.85,1.00,26.85,,
KMP/00010,01/02/19,6480.21,THE TAPS IN THE KITCHEN ON THE GROUND FLOOR ARE LEAKING.,LFB/HQ,SERVEST GROUP LIMITED,33.04,1.00,33.04,,
KMP/00010,01/02/19,6480.21,DOWN LIGHT IN CREW MANGERS ROOM NOT WORKING  X1 LIGHT OUT  2,LFB/HQ,SERVEST GROUP LIMITED,53.70,1.00,53.70,,
KMP/00010,01/02/19,6480.21,2ND FLOOR WATER PRESSURE ON ENTIRE FLOOR EXTREMELY POOR – SH,LFB/HQ,SERVEST GROUP LIMITED,225.02,1.00,225.02,,
KMP/00010,01/02/19,6480.21,GROUND FLOOR - MENS TOILET - BOTH URINALS - BLOCKED,LFB/HQ,SERVEST GROUP LIMITED,8.26,1.00,8.26,,
KMP/00010,01/02/19,6480.21,HANDLE FOR THE TEA URN IN KITCHEN 1ST FLOOR ISNT WORKING SIT,LFB/HQ,SERVEST GROUP LIMITED,63.31,1.00,63.31,,
KMP/00010,01/02/19,6480.21,1ST FLOOR MALE TOILET NOT FLUSHING CORRECTLY – TOILET IS OFF,LFB/HQ,SERVEST GROUP LIMITED,33.04,1.00,33.04,,
KMP/00010,01/02/19,6480.21,THE TOILET WILL NOT FLUSH AS THE CISTERN IS BROKEN IN THE MA,LFB/HQ,SERVEST GROUP LIMITED,79.71,1.00,79.71,,
KMP/00010,01/02/19,6480.21,THE WASH DOWN HOSE IS LETTING BY WATER IN THE WASH DOWN AREA,LFB/HQ,SERVEST GROUP LIMITED,88.18,1.00,88.18,,
KMP/00010,01/02/19,6480.21,RADIATOR IN GROUND FLOOR COMPUTER ROOM IS NOT WORKING,LFB/HQ,SERVEST GROUP LIMITED,52.91,1.00,52.91,,
KMP/00010,01/02/19,6480.21,TO REPAIR THE APPLIANCE BAY HEATER FAN POWER BOOST BUTON NOT,LFB/HQ,SERVEST GROUP LIMITED,26.45,1.00,26.45,,
KMP/00010,01/02/19,6480.21,JO LOCKER ROOM THE SHOWER DRAIN IS BLOCKED,LFB/HQ,SERVEST GROUP LIMITED,16.52,1.00,16.52,,
KMP/00010,01/02/19,6480.21,HEATING IN THE COMMAND UNIT DORM 3 IS NOT WORKING,LFB/HQ,SERVEST GROUP LIMITED,92.64,1.00,92.64,,
KMP/00010,01/02/19,6480.21,APPLIANCE BAY HEATERS ARE NOT WORKING,LFB/HQ,SERVEST GROUP LIMITED,110.27,1.00,110.27,,
KMP/00010,01/02/19,6480.21,PART OF THE STATION HAS LOST ALL POWER - MAINLY FIRST FLOOR,LFB/HQ,SERVEST GROUP LIMITED,112.90,1.00,112.90,,
KMP/00010,01/02/19,6480.21,NO HOT WATER THROUGHOUT SITE HAVE HEATING,LFB/HQ,SERVEST GROUP LIMITED,263.22,1.00,263.22,,
KMP/00010,01/02/19,6480.21,LOOSE TAP IN THE FEMALE SHOWER ROOM.,LFB/HQ,SERVEST GROUP LIMITED,24.78,1.00,24.78,,
KMP/00010,01/02/19,6480.21,NO HEATING THROUGHOUT ENTIRE STATION,LFB/HQ,SERVEST GROUP LIMITED,299.96,1.00,299.96,,
KMP/00010,01/02/19,6480.21,LEAK COMING THOUGH CEILING,LFB/HQ,SERVEST GROUP LIMITED,99.78,1.00,99.78,,
KMP/00010,01/02/19,6480.21,THE CONTROL PANEL FOR THE APPLIANCE BAY HEATERS IS DEFECTIVE,LFB/HQ,SERVEST GROUP LIMITED,146.60,1.00,146.60,,
KMP/00010,01/02/19,6480.21,THE GIENIE WINDER IS NOT CHARGING THE APPLIANCE,LFB/HQ,SERVEST GROUP LIMITED,89.90,1.00,89.90,,
KMP/00010,01/02/19,6480.21,APPLAINCE BAY - BAY HEATERS - NOT TURNING ON,LFB/HQ,SERVEST GROUP LIMITED,92.90,1.00,92.90,,
KMP/00011,11/02/19,7548.59,SHAVING LIGHT NOT WORKING IN THE OFFICERS TOILET GROUND FLOO,LFB/HQ,SERVEST GROUP LIMITED,242.00,1.00,242.00,KMP/00011,"7,548.59"
KMP/00011,11/02/19,7548.59,PILLINGER TO ATTEND AS NO COMMS,LFB/HQ,SERVEST GROUP LIMITED,"3,738.06",1.00,"3,738.06",,
KMP/00011,11/02/19,7548.59,15X LIGHTS OUT - GROUND FLOOR CORRIDOR,LFB/HQ,SERVEST GROUP LIMITED,131.05,1.00,131.05,,
KMP/00011,11/02/19,7548.59,"1ST FLOOR TOILET BLOCK – RIGHT SIDE CUBICLE, TOILET IS BLOCK",LFB/HQ,SERVEST GROUP LIMITED,16.52,1.00,16.52,,
KMP/00011,11/02/19,7548.59,DAMAGED LIGHT SWITCH FITTING (EMER. FLOODLIGHTS) ADJ. POLE H,LFB/HQ,SERVEST GROUP LIMITED,56.80,1.00,56.80,,
KMP/00011,11/02/19,7548.59,LIGHT OUT TOP OF THE FIRST FLOOR  1X LIGHT,LFB/HQ,SERVEST GROUP LIMITED,17.90,1.00,17.90,,
KMP/00011,11/02/19,7548.59,THE LIGHT OUTSIDE THE AMBULANCE (LAS) DRUG STORE IN THE CORR,LFB/HQ,SERVEST GROUP LIMITED,53.70,1.00,53.70,,
KMP/00011,11/02/19,7548.59,PIPE INSULATION IN THE STATION OFFICE NEEDS REPLACING,LFB/HQ,SERVEST GROUP LIMITED,27.35,1.00,27.35,,
KMP/00011,11/02/19,7548.59,FOLLOWING ON FROM F325988 -  THE ISSUE STILL HAS NOT BEEN RE,LFB/HQ,SERVEST GROUP LIMITED,394.74,1.00,394.74,,
KMP/00011,11/02/19,7548.59,SHAVER LIGHT IN THE MALE WASHROOM IS NOT WORKING NEEDS A NEW,LFB/HQ,SERVEST GROUP LIMITED,17.90,1.00,17.90,,
KMP/00011,11/02/19,7548.59,RE RAISED UNDER F281482 LIGHTING OUT- ONE LIGHT- GROUND FLOO,LFB/HQ,SERVEST GROUP LIMITED,8.82,1.00,8.82,,
KMP/00011,11/02/19,7548.59,TOWEL RAIL IS NOT HEATING UP IN GENTS TOILETS,LFB/HQ,SERVEST GROUP LIMITED,8.82,1.00,8.82,,
KMP/00011,11/02/19,7548.59,LIGHTS OUT - VARIOUS LOCATIONS ACROSS THE STATION - AS FOLLO,LFB/HQ,SERVEST GROUP LIMITED,32.00,1.00,32.00,,
KMP/00011,11/02/19,7548.59,ON THE MEZANEE FLOOR NEXT TO THE WATCH MANAGERS TOILET ROOM,LFB/HQ,SERVEST GROUP LIMITED,18.23,1.00,18.23,,
KMP/00011,11/02/19,7548.59,SHOWER HEAD SPRAYING WATER EVERYWHERE LOOKS,LFB/HQ,SERVEST GROUP LIMITED,53.70,1.00,53.70,,
KMP/00011,11/02/19,7548.59,WASTE PIPE ON WASH ROOM SINK,LFB/HQ,SERVEST GROUP LIMITED,30.65,1.00,30.65,,
KMP/00011,11/02/19,7548.59,THERE ARE 2 X LIGHTS DEFECTIVE (FLORESCENT BULBS - NOT STRIP,LFB/HQ,SERVEST GROUP LIMITED,17.90,1.00,17.90,,
KMP/00011,11/02/19,7548.59,THE FLUSH HANDLE ON THE TOILET IN THE FIRST FLOOR MEN'S TOIL,LFB/HQ,SERVEST GROUP LIMITED,36.39,1.00,36.39,,
KMP/00011,11/02/19,7548.59,ROOM 01-018 TOILET/SHOWER THE CALL POINT IS DAMAGAED AND HAN,LFB/HQ,SERVEST GROUP LIMITED,17.90,1.00,17.90,,
KMP/00011,11/02/19,7548.59,DOWN LIGHT IN CREW MANGERS ROOM NOT WORKING  X1 LIGHT OUT  2,LFB/HQ,SERVEST GROUP LIMITED,53.70,1.00,53.70,,
KMP/00011,11/02/19,7548.59,FIRE ALARM PANEL SHOWING A FAULT THE FIRE ALARM IS STILL WOR,LFB/HQ,SERVEST GROUP LIMITED,17.64,1.00,17.64,,
KMP/00011,11/02/19,7548.59,THE STOP IN HAND METER ISN'T WORKING ON THE DIESEL PUMP IN T,LFB/HQ,SERVEST GROUP LIMITED,72.92,1.00,72.92,,
KMP/00011,11/02/19,7548.59,"TEMPERATURE CONTROL DIAL, MALE SHOWERS – LEFT SHOWER.",LFB/HQ,SERVEST GROUP LIMITED,18.23,1.00,18.23,,
