Order Number,Status Code,Type,Initial Entry Date (Display),Amt Tot Hcur,Line Number,Part Description,Centre Name,Vendor Name,Order Number Grouped,Unit Cost,Order Quantity,Line Cost,Order Cost (from Lines)
PSP/21125,5,P,21/04/2016,5555,2,ASBESTOS MANAGEMENT CONSULTANCY- BARKING FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,835,1,835,5555
PSP/21125,5,P,21/04/2016,5555,3,ASBESTOS MANAGEMENT CONSULTANCY- BETHNAL GREEN FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,290,1,290,5555
PSP/21125,5,P,21/04/2016,5555,4,ASBESTOS MANAGEMENT CONSULTANCY- BROMLEY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,290,1,290,5555
PSP/21125,5,P,21/04/2016,5555,5,ASBESTOS MANAGEMENT CONSULTANCY- DEPTFORD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,290,1,290,5555
PSP/21125,5,P,21/04/2016,5555,6,ASBESTOS MANAGEMENT CONSULTANCY- DOWGATE FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,290,1,290,5555
PSP/21125,5,P,21/04/2016,5555,7,ASBESTOS MANAGEMENT CONSULTANCY- FELTHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,55,1,55,5555
PSP/21125,5,P,21/04/2016,5555,8,ASBESTOS MANAGEMENT CONSULTANCY- HAYES FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,290,1,290,5555
PSP/21125,5,P,21/04/2016,5555,9,ASBESTOS MANAGEMENT CONSULTANCY- HEATHROW FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,245,1,245,5555
PSP/21125,5,P,21/04/2016,5555,10,ASBESTOS MANAGEMENT CONSULTANCY- HENDON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,300,1,300,5555
PSP/21125,5,P,21/04/2016,5555,11,ASBESTOS MANAGEMENT CONSULTANCY- HESTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,55,1,55,5555
PSP/21125,5,P,21/04/2016,5555,12,ASBESTOS MANAGEMENT CONSULTANCY- HOMERTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,695,1,695,5555
PSP/21125,5,P,21/04/2016,5555,13,ASBESTOS MANAGEMENT CONSULTANCY- HORNCHURCH FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,55,1,55,5555
PSP/21125,5,P,21/04/2016,5555,14,ASBESTOS MANAGEMENT CONSULTANCY- LEYTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,290,1,290,5555
PSP/21125,5,P,21/04/2016,5555,15,ASBESTOS MANAGEMENT CONSULTANCY- NORBURY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,62.5,1,62.5,5555
PSP/21125,5,P,21/04/2016,5555,16,ASBESTOS MANAGEMENT CONSULTANCY- POPLAR FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,110,1,110,5555
PSP/21125,5,P,21/04/2016,5555,17,ASBESTOS MANAGEMENT CONSULTANCY- ROMFORD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,62.5,1,62.5,5555
PSP/21125,5,P,21/04/2016,5555,18,ASBESTOS MANAGEMENT CONSULTANCY- SHOREDITCH FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,290,1,290,5555
PSP/21125,5,P,21/04/2016,5555,19,ASBESTOS MANAGEMENT CONSULTANCY- STOKE NEWINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,290,1,290,5555
PSP/21125,5,P,21/04/2016,5555,20,ASBESTOS MANAGEMENT CONSULTANCY- STRATFORD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,290,1,290,5555
PSP/21125,5,P,21/04/2016,5555,21,ASBESTOS MANAGEMENT CONSULTANCY- WHITECHAPEL FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,415,1,415,5555
PSP/21146,5,P,26/04/2016,5059.63,1,ELECTRICAL REMEDIAL WORK FOLLOWING 5 YEAR EICR - BRIXTON FS,BRIXTON FIRE STATION,KIER BUILDING SERV ENGINEERS==,PSP/21146,5059.63,1,5059.63,5059.63
PSP/21148,1,P,26/04/2016,5800.04,1,GENERATOR REMEDIAL WORKS - BATTERSEA FS,BATTERSEA FIRE STATION,KIER BUILDING SERV ENGINEERS==,PSP/21148,5800.04,1,5800.04,5800.04
PSP/21155,1,P,27/04/2016,5481.5,1,NEW FRU ROOM - BETHNAL GREEN FS,BETHNAL GREEN FIRE STATION,B NOKES CONTRACTS LTD,PSP/21155,5481.5,1,5481.5,5481.5
PSP/21165,1,P,28/04/2016,6568,1,VARIOUS BUILDING WORKS - WOODSIDE FS,WOODSIDE FIRE STATION,B NOKES CONTRACTS LTD,PSP/21165,6568,1,6568,6568
PSP/21176,5,P,03/05/2016,6970,1,DATA AND POWER INSTALLATION TO LG MEETING ROOMS - UNION ST,UNION STREET HQ - FM,MERLIN ELECTRICAL SERVICES LTD,PSP/21176,6970,1,6970,6970
PSP/21177,5,P,04/05/2016,7456.37,1,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16-ALBERT EMBANKME",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,22.96,1,22.96,7456.37
PSP/21177,5,P,04/05/2016,7456.37,2,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- BARKING FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,89.11,1,89.11,7456.37
PSP/21177,5,P,04/05/2016,7456.37,3,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- BECKENHAM FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,22.39,1,22.39,7456.37
PSP/21177,5,P,04/05/2016,7456.37,4,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- BOUNDS GREEN",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,16.84,1,16.84,7456.37
PSP/21177,5,P,04/05/2016,7456.37,5,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- CLAPHAM",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,155.39,1,155.39,7456.37
PSP/21177,5,P,04/05/2016,7456.37,6,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16 - CROYDON FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,638.35,1,638.35,7456.37
PSP/21177,5,P,04/05/2016,7456.37,7,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- DOWGATE FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,118.56,1,118.56,7456.37
PSP/21177,5,P,04/05/2016,7456.37,8,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- EALING FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,12.61,1,12.61,7456.37
PSP/21177,5,P,04/05/2016,7456.37,9,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- EAST HAM FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,265.75,1,265.75,7456.37
PSP/21177,5,P,04/05/2016,7456.37,10,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16 - EDMONTON FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,70.6,1,70.6,7456.37
PSP/21177,5,P,04/05/2016,7456.37,11,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- FULHAM FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,31.3,1,31.3,7456.37
PSP/21177,5,P,04/05/2016,7456.37,12,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- HAMMERSMITH FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,441.23,1,441.23,7456.37
PSP/21177,5,P,04/05/2016,7456.37,13,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- HOLLOWAY FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,12.61,1,12.61,7456.37
PSP/21177,5,P,04/05/2016,7456.37,14,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- HORNCHURCH FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,15.6,1,15.6,7456.37
PSP/21177,5,P,04/05/2016,7456.37,15,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- KENSINGTON FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,259.41,1,259.41,7456.37
PSP/21177,5,P,04/05/2016,7456.37,16,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- LAMBETH RIVER",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,73.54,1,73.54,7456.37
PSP/21177,5,P,04/05/2016,7456.37,17,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- LEWISHAM FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,316.89,1,316.89,7456.37
PSP/21177,5,P,04/05/2016,7456.37,18,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- MILLWALL FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,75.17,1,75.17,7456.37
PSP/21177,5,P,04/05/2016,7456.37,19,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- NEW CROSS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,162.93,1,162.93,7456.37
PSP/21177,5,P,04/05/2016,7456.37,20,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- PADDINGTON FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,429.19,1,429.19,7456.37
PSP/21177,5,P,04/05/2016,7456.37,21,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16 - PARK ROYAL FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,84.02,1,84.02,7456.37
PSP/21177,5,P,04/05/2016,7456.37,22,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- POPLAR FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,129.21,1,129.21,7456.37
PSP/21177,5,P,04/05/2016,7456.37,23,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- PURLEY WAY STO",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,83.09,1,83.09,7456.37
PSP/21177,5,P,04/05/2016,7456.37,24,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- STC",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,1393.73,1,1393.73,7456.37
PSP/21177,5,P,04/05/2016,7456.37,25,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- STRATFORD",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,585.62,1,585.62,7456.37
PSP/21177,5,P,04/05/2016,7456.37,26,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- UNION ST",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,1357.92,1,1357.92,7456.37
PSP/21177,5,P,04/05/2016,7456.37,27,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- WALTHAMSTOW FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,42.35,1,42.35,7456.37
PSP/21177,5,P,04/05/2016,7456.37,28,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- WEMBLEY FS",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,371.2,1,371.2,7456.37
PSP/21177,5,P,04/05/2016,7456.37,29,"SECURITY ACCESS MAINTENANCE CONTRACT, APR 16- WEST NORWOOD",PROPERTY SERVICES (3 US),G4S FIRE & SECURITY SYSTEMS UK,PSP/21177,178.8,1,178.8,7456.37
PSP/21183,1,P,04/05/2016,5000,1,AUTHORITY WIDE - M&V PLANS ENERGY REFIT,PROPERTY SERVICES (3 US),GREEN ENERGY PARTNERS LTD,PSP/21183,1,5000,5000,5000
PSP/21212,5,P,10/05/2016,9970,1,REPAIR TO BRICK WORK AND PLASTER - MILL HILL FS,MILL HILL FIRE STATION,FAHEY BUILDERS LTD============,PSP/21212,9970,1,9970,9970
PSP/21214,5,P,11/05/2016,7427,1,VARIOUS WORKS - TOTTENHAM FS,TOTTENHAM FIRE STATION,B NOKES CONTRACTS LTD,PSP/21214,7427,1,7427,7427
PSP/21218,1,P,11/05/2016,5052,1,GLAZING WORKS - TOTTENHAM FS,TOTTENHAM FIRE STATION,B NOKES CONTRACTS LTD,PSP/21218,5052,1,5052,5052
PSP/21220,1,P,12/05/2016,7000,1,DRILL TOWER CONCRETE REPAIRS - CHELSEA FS,CHELSEA FIRE STATION,SWEETT  UK LTD,PSP/21220,1,7000,7000,7000
PSP/21222,1,P,12/05/2016,7649.4,1,REPLACEMENT FLOORING AFTER REDECORATION  - DEPTFORD FS,DEPTFORD FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,PSP/21222,7649.4,1,7649.4,7649.4
PSP/21244,5,P,13/05/2016,5438.56,1,DWARF WALL ENCAPSULATION (ROOF) - MATERIAL COSTS - HAYES FS,HAYES FIRE STATION,REACTIVE ROOFING (UK) LIMITED,PSP/21244,3026.76,1,3026.76,5438.56
PSP/21244,5,P,13/05/2016,5438.56,2,DWARF WALL ENCAPSULATION (ROOF) - LABOUR COSTS - HAYES FS,HAYES FIRE STATION,REACTIVE ROOFING (UK) LIMITED,PSP/21244,1400,1,1400,5438.56
PSP/21244,5,P,13/05/2016,5438.56,3,DWARF WALL ENCAPSULATION (ROOF) - LABOUR COSTS - HAYES FS,HAYES FIRE STATION,REACTIVE ROOFING (UK) LIMITED,PSP/21244,350,1,350,5438.56
PSP/21244,5,P,13/05/2016,5438.56,4,DWARF WALL ENCAPSULATION (ROOF) - MATERIAL COSTS - HAYES FS,HAYES FIRE STATION,REACTIVE ROOFING (UK) LIMITED,PSP/21244,661.8,1,661.8,5438.56
PSP/21262,1,P,17/05/2016,5000,1,DEVELOPMENT ADVICE - KENTISH TOWN,KENTISH TOWN FIRE STATION,DRON & WRIGHT=================,PSP/21262,1,5000,5000,5000
PSP/21264,1,P,17/05/2016,5000,1,DEVELOPMENT ADVICE - SHOREDITCH FS,SHOREDITCH FIRE STATION,DRON & WRIGHT=================,PSP/21264,1,5000,5000,5000
PSP/21266,1,P,17/05/2016,5000,1,DEVELOPMENT ADVICE - CHELSEA FS,CHELSEA FIRE STATION,DRON & WRIGHT=================,PSP/21266,1,5000,5000,5000
PSP/21279,1,P,18/05/2016,5658.4,1,REPLACEMENT PORTABLE GENERATOR - PARK ROYAL FS,PARK ROYAL FIRE STATION,ENGIE,PSP/21279,5658.4,1,5658.4,5658.4
PSP/21280,1,P,18/05/2016,5821.61,1,REPLACEMENT DAMAGED CABLE FEEDING BA CHAMBER- CROYDON FS,CROYDON FIRE STATION,KIER BUILDING SERV ENGINEERS==,PSP/21280,5821.61,1,5821.61,5821.61
PSP/21281,1,P,18/05/2016,6610.3,1,SUPPLY AND INSTALL NEW WATER HEATER - WIMBLEDON FS,WIMBLEDON FIRE STATION,KIER BUILDING SERV ENGINEERS==,PSP/21281,6610.3,1,6610.3,6610.3
PSP/21290,1,P,20/05/2016,6155.73,1,REPLACEMENT CHILLER PUMP - UNION ST,UNION STREET HQ - FM,KIER BUILDING SERV ENGINEERS==,PSP/21290,6155.73,1,6155.73,6155.73
PSP/21293,1,P,20/05/2016,9886.45,1,FLOORING REPLACEMENT AFTER RE-DECORATION OF STATION,PADDINGTON FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,PSP/21293,9886.45,1,9886.45,9886.45
PSP/21296,1,P,20/05/2016,8978,1,DRAINAGE DESCALE WORKS - POPLAR FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21296,828,1,828,8978
PSP/21296,1,P,20/05/2016,8978,2,DRAINAGE DESCALE WORKS - PARK ROYAL FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21296,1125,1,1125,8978
PSP/21296,1,P,20/05/2016,8978,3,DRAINAGE DESCALE WORKS - NORBURY FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21296,775,1,775,8978
PSP/21296,1,P,20/05/2016,8978,4,DRAINAGE DESCALE WORKS - MILLWALL FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21296,775,1,775,8978
PSP/21296,1,P,20/05/2016,8978,5,DRAINAGE DESCALE WORKS - LAMBETH FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21296,1125,1,1125,8978
PSP/21296,1,P,20/05/2016,8978,6,DRAINAGE DESCALE WORKS - HILLINGDON FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21296,695,1,695,8978
PSP/21296,1,P,20/05/2016,8978,7,DRAINAGE DESCALE WORKS - HARROW FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21296,775,1,775,8978
PSP/21296,1,P,20/05/2016,8978,8,DRAINAGE DESCALE WORKS - EAST HAM FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21296,920,1,920,8978
PSP/21296,1,P,20/05/2016,8978,9,DRAINAGE DESCALE WORKS - EAST GREENWICH FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21296,490,1,490,8978
PSP/21296,1,P,20/05/2016,8978,10,DRAINAGE DESCALE WORKS - DOWGATE FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21296,775,1,775,8978
PSP/21296,1,P,20/05/2016,8978,11,DRAINAGE DESCALE WORKS - CHINGFORD FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21296,695,1,695,8978
PSP/21304,1,P,24/05/2016,7745,1,THIRD TRAINING CENTRE - CROYDON FS,CROYDON FIRE STATION,XYZ SURVEYS LIMITED,PSP/21304,1,7745,7745,7745
PSP/21307,1,P,25/05/2016,9720.62,1,VARIABLE ORDERS JAN 2016 - RICHMOND FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,155.18,1,155.18,9720.62
PSP/21307,1,P,25/05/2016,9720.62,2,VARIABLE ORDERS JAN 2016 - UNION ST,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,997.53,1,997.53,9720.62
PSP/21307,1,P,25/05/2016,9720.62,3,VARIABLE ORDERS JAN 2016 - EAST GREENWICH FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,67.18,1,67.18,9720.62
PSP/21307,1,P,25/05/2016,9720.62,4,VARIABLE ORDERS JAN 2016 - LEWISHAM FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,110.85,1,110.85,9720.62
PSP/21307,1,P,25/05/2016,9720.62,5,VARIABLE ORDERS JAN 2016 - ELTHAM FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,67.18,1,67.18,9720.62
PSP/21307,1,P,25/05/2016,9720.62,6,VARIABLE ORDERS JAN 2016 - ERITH FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,352,1,352,9720.62
PSP/21307,1,P,25/05/2016,9720.62,7,VARIABLE ORDERS JAN 2016 - LAMBETH FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,409.22,1,409.22,9720.62
PSP/21307,1,P,25/05/2016,9720.62,8,VARIABLE ORDERS JAN 2016 - CROYDON FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,367.65,1,367.65,9720.62
PSP/21307,1,P,25/05/2016,9720.62,9,VARIABLE ORDERS JAN 2016 - LEE GREEN FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,67.18,1,67.18,9720.62
PSP/21307,1,P,25/05/2016,9720.62,10,VARIABLE ORDERS JAN 2016 - SUTTON FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,333.48,1,333.48,9720.62
PSP/21307,1,P,25/05/2016,9720.62,11,VARIABLE ORDERS JAN 2016 - WIMBLEDON FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,100.77,1,100.77,9720.62
PSP/21307,1,P,25/05/2016,9720.62,12,VARIABLE ORDERS JAN 2016 - TOOTING FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,217.55,1,217.55,9720.62
PSP/21307,1,P,25/05/2016,9720.62,13,VARIABLE ORDERS JAN 2016 - BEXLEY FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,390.56,1,390.56,9720.62
PSP/21307,1,P,25/05/2016,9720.62,14,VARIABLE ORDERS JAN 2016 - CLAPHAM FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,25.3,1,25.3,9720.62
PSP/21307,1,P,25/05/2016,9720.62,15,VARIABLE ORDERS JAN 2016 - ADDINGTON FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,3310.98,1,3310.98,9720.62
PSP/21307,1,P,25/05/2016,9720.62,16,VARIABLE ORDERS JAN 2016 - BATTERSEA FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,176.11,1,176.11,9720.62
PSP/21307,1,P,25/05/2016,9720.62,17,VARIABLE ORDERS JAN 2016 - NEW MALDEN FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,74.4,1,74.4,9720.62
PSP/21307,1,P,25/05/2016,9720.62,18,VARIABLE ORDERS JAN 2016 - DEPTFORD FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,88,1,88,9720.62
PSP/21307,1,P,25/05/2016,9720.62,19,VARIABLE ORDERS JAN 2016 - PLUMSTEAD FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,214.5,1,214.5,9720.62
PSP/21307,1,P,25/05/2016,9720.62,20,VARIABLE ORDERS JAN 2016 - KINGSTON FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,88,1,88,9720.62
PSP/21307,1,P,25/05/2016,9720.62,21,VARIABLE ORDERS JAN 2016 - WANDSWORTH FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,72,1,72,9720.62
PSP/21307,1,P,25/05/2016,9720.62,22,VARIABLE ORDERS JAN 2016 - BRIXTON FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,1644.5,1,1644.5,9720.62
PSP/21307,1,P,25/05/2016,9720.62,23,VARIABLE ORDERS JAN 2016 - WALLINGTON FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,110,1,110,9720.62
PSP/21307,1,P,25/05/2016,9720.62,24,VARIABLE ORDERS JAN 2016 - WEAT NORWOOD FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,196.52,1,196.52,9720.62
PSP/21307,1,P,25/05/2016,9720.62,25,VARIABLE ORDERS JAN 2016 - SIDCUP FS,PROPERTY SERVICES (3 US),KIER BUILDING SERV ENGINEERS==,PSP/21307,83.98,1,83.98,9720.62
PSP/21312,5,P,26/05/2016,6938.75,1,ASBESTOS MANAGAMENT CONSULTANCY - LAMBETH FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,117.5,1,117.5,6938.75
PSP/21312,5,P,26/05/2016,6938.75,2,ASBESTOS MANAGAMENT CONSULTANCY - 8AE,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,450,1,450,6938.75
PSP/21312,5,P,26/05/2016,6938.75,3,ASBESTOS MANAGAMENT CONSULTANCY - BECKENHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,110,1,110,6938.75
PSP/21312,5,P,26/05/2016,6938.75,4,ASBESTOS MANAGAMENT CONSULTANCY - BRIXTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,1022.5,1,1022.5,6938.75
PSP/21312,5,P,26/05/2016,6938.75,5,ASBESTOS MANAGAMENT CONSULTANCY - CHISWICK FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,281.25,1,281.25,6938.75
PSP/21312,5,P,26/05/2016,6938.75,6,ASBESTOS MANAGAMENT CONSULTANCY - CROYDON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,440,1,440,6938.75
PSP/21312,5,P,26/05/2016,6938.75,7,ASBESTOS MANAGAMENT CONSULTANCY - DEPTFORD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,290,1,290,6938.75
PSP/21312,5,P,26/05/2016,6938.75,8,ASBESTOS MANAGAMENT CONSULTANCY - EDMONTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,195,1,195,6938.75
PSP/21312,5,P,26/05/2016,6938.75,9,ASBESTOS MANAGAMENT CONSULTANCY - ERITH FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,658.75,1,658.75,6938.75
PSP/21312,5,P,26/05/2016,6938.75,10,ASBESTOS MANAGAMENT CONSULTANCY - FINCHLEY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,600,1,600,6938.75
PSP/21312,5,P,26/05/2016,6938.75,11,ASBESTOS MANAGAMENT CONSULTANCY - FULHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,245,1,245,6938.75
PSP/21312,5,P,26/05/2016,6938.75,12,ASBESTOS MANAGAMENT CONSULTANCY - HESTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,195,1,195,6938.75
PSP/21312,5,P,26/05/2016,6938.75,13,ASBESTOS MANAGAMENT CONSULTANCY - HILLINGDON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,97.5,1,97.5,6938.75
PSP/21312,5,P,26/05/2016,6938.75,14,ASBESTOS MANAGAMENT CONSULTANCY - HOLLOWAY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,55,1,55,6938.75
PSP/21312,5,P,26/05/2016,6938.75,15,ASBESTOS MANAGAMENT CONSULTANCY - KENSINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21312,97.5,1,97.5,6938.75
