Vendor Name, Batch Number,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department
FOCUS & VISION TECHNOLOGY LTD,041114E,43033,1,973.66,MEDICAL EXPENSES CONTRACT,10/11/2014,973.66,HR Excluding Secondments
KNIGHTON CLEANING SERVICES LTD,111114E,43050,1,"1,659.39",HYGIENE,17/11/2014,"1,659.39",Technical And Service Support
FOCUS & VISION TECHNOLOGY LTD,061114C,43099,1,351.58,MEDICAL EXPENSES CONTRACT,13/11/2014,351.58,HR Excluding Secondments
FOCUS & VISION TECHNOLOGY LTD,171114C,43107,1,351.58,MEDICAL EXPENSES CONTRACT,20/11/2014,351.58,HR Excluding Secondments
FOCUS & VISION TECHNOLOGY LTD,111114E,43145,1,420.45,MEDICAL EXPENSES CONTRACT,17/11/2014,420.45,HR Excluding Secondments
KNIGHTON CLEANING SERVICES LTD,141114C,43176,1,"2,186.94",GENERAL CLEANS,20/11/2014,"77,765.31",Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,2,"2,023.46",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,3,"1,428.84",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,4,"1,154.62",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,5,"1,207.35",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,6,"1,068.32",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,7,758.96,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,8,"1,213.82",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,9,"1,263.99",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,10,"1,078.24",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,11,"1,901.47",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,12,"2,260.06",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,13,775.23,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,14,"1,448.52",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,15,763.25,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,16,"1,517.78",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,17,"1,752.14",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,18,778.93,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,19,"1,480.30",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,20,"1,826.69",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,21,931.96,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,22,933.18,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,23,"1,083.13",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,24,"1,767.94",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,25,"1,050.67",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,26,824.34,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,27,971.22,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,28,"1,335.48",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,29,771.83,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,30,"1,557.08",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,31,"1,273.60",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,32,"1,395.51",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,33,784.09,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,34,939.33,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,35,958.64,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,36,698.83,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,37,"1,514.40",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,38,"1,337.32",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,39,951.28,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,40,"2,798.92",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,41,"1,034.69",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,42,"1,081.80",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,43,"1,046.98",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,44,949.77,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,45,"1,296.71",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,46,"2,279.98",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,47,"1,858.45",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,48,"1,044.82",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,49,689.04,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,50,680.46,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,51,790.88,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,52,"2,322.07",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,53,919.77,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,54,"1,593.07",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,55,"2,624.01",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,56,769.1,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,57,785.95,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,58,13,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,59,"1,068.72",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,60,811.71,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,61,"1,055.41",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43176,62,"1,281.26",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,1,994.97,GENERAL CLEANS,20/11/2014,"71,549.03",Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,2,"1,097.63",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,3,"1,028.74",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,4,"1,239.39",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,5,602.72,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,6,"1,382.70",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,7,"2,003.99",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,8,"2,063.97",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,9,"3,231.97",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,10,"1,017.81",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,11,900.83,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,12,"1,234.76",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,13,"1,025.49",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,14,"1,071.55",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,15,"1,096.19",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,16,"1,480.49",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,17,"1,242.38",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,18,591.02,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,19,"12,380.25",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,20,"1,195.24",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,21,398.11,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,22,"1,512.91",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,23,"3,172.92",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,24,635.5,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,25,"1,731.71",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,26,855.97,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,27,"1,306.35",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,28,"1,924.53",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,29,"1,244.76",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,30,903.09,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,31,"1,206.08",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,32,"1,229.46",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,33,"7,215.88",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,34,733.93,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,35,916.19,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,36,"1,844.47",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,37,"1,074.95",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,38,814.3,GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,39,"1,620.53",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,40,"1,317.56",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,41,"1,312.42",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,42,"1,214.44",GENERAL CLEANS,20/11/2014,,Technical And Service Support
KNIGHTON CLEANING SERVICES LTD,141114C,43177,43,480.88,GENERAL CLEANS,20/11/2014,,Technical And Service Support
FOCUS & VISION TECHNOLOGY LTD,171114C,43264,1,688.55,MEDICAL EXPENSES CONTRACT,20/11/2014,688.55,HR Excluding Secondments
FOCUS & VISION TECHNOLOGY LTD,181114E,43300,1,322.94,MEDICAL EXPENSES CONTRACT,24/11/2014,322.94,HR Excluding Secondments
KNIGHTON CLEANING SERVICES LTD,141114C,43345,1,529.48,SPECIAL CLEANS,20/11/2014,529.48,Technical And Service Support
*BURLINGTON UNIFORMS LTD,800054665,436578,1,22.74,CLOTHING,10/11/2014,275.64,Community Safety Delivery
*BURLINGTON UNIFORMS LTD,800054665,436578,2,42.15,CLOTHING,10/11/2014,,Community Safety Delivery
*BURLINGTON UNIFORMS LTD,800054665,436578,3,177.03,CLOTHING,10/11/2014,,Community Safety Delivery
*BURLINGTON UNIFORMS LTD,800054665,436578,4,33.72,CLOTHING,10/11/2014,,Community Safety Delivery
GLOBAL TO LOCAL LTD,221014G,437/21/AF199,1,300,CONSULTANTS,10/11/2014,"4,795.00",EU Fired-Up Project
GLOBAL TO LOCAL LTD,221014G,437/21/AF199,2,"4,000.00",CONSULTANTS,10/11/2014,,EU Fired-Up Project
GLOBAL TO LOCAL LTD,221014G,437/21/AF199,3,495,CONSULTANTS,10/11/2014,,EU Fired-Up Project
WILLMOTT DIXON CONSTRUCTION,171114C,442944,1,"162,357.47",DEVELOPMENT  EXPENSES-CONTRACT,20/11/2014,"295,038.40",Technical and Service Support
WILLMOTT DIXON CONSTRUCTION,171114C,442944,2,"132,680.93",DEVELOPMENT  EXPENSES-CONTRACT,20/11/2014,,Technical and Service Support
MITIE SECURITY (LONDON) LTD===,141114C,45/569656,1,"8,564.08",PREMISES SECURITY,20/11/2014,"8,564.08",Technical And Service Support
MITIE SECURITY (LONDON) LTD===,141114C,45/569660,1,"17,082.24",PREMISES SECURITY,20/11/2014,"17,082.24",Technical And Service Support
MITIE SECURITY (LONDON) LTD===,111114E,45/570369,1,"37,800.00",PREMISES SECURITY,17/11/2014,"37,800.00",Business Continuity
SPORTSAFE UK LTD==============,281014E,463323,1,684.84,GYM EQUIPMENT,03/11/2014,979.84,Technical And Service Support
SPORTSAFE UK LTD==============,281014E,463323,2,295,GYM EQUIPMENT,03/11/2014,,Technical And Service Support
SPORTSAFE UK LTD==============,281014E,463324,1,684.84,GYM EQUIPMENT,03/11/2014,684.84,Technical And Service Support
SPORTSAFE UK LTD==============,281014E,463325,1,375,GYM EQUIPMENT,03/11/2014,375,Technical And Service Support
SPORTSAFE UK LTD==============,051114C,463622,1,255,GYM EQUIPMENT,13/11/2014,255,Technical And Service Support
SPORTSAFE UK LTD==============,061114C,463876,1,395,REMOVALS,13/11/2014,395,Technical And Service Support
SPORTSAFE UK LTD==============,211114C,464498,1,334.03,GYM EQUIPMENT,27/11/2014,334.03,Technical And Service Support
SPORTSAFE UK LTD==============,201114E,464506,1,3.13,GYM EQUIPMENT,27/11/2014,428.23,Technical And Service Support
SPORTSAFE UK LTD==============,201114E,464506,2,3.13,GYM EQUIPMENT,27/11/2014,,Technical And Service Support
SPORTSAFE UK LTD==============,201114E,464506,3,10.07,GYM EQUIPMENT,27/11/2014,,Technical And Service Support
SPORTSAFE UK LTD==============,201114E,464506,4,20.14,GYM EQUIPMENT,27/11/2014,,Technical And Service Support
SPORTSAFE UK LTD==============,201114E,464506,5,207.76,GYM EQUIPMENT,27/11/2014,,Technical And Service Support
SPORTSAFE UK LTD==============,201114E,464506,6,184,GYM EQUIPMENT,27/11/2014,,Technical And Service Support
THAMES WATER UTILITIES LTD====,140850,4894198142H,1,418.51,WATER & SEWERAGE RATES,03/11/2014,418.51,Technical And Service Support
COSTELLO & SONS LIMITED=======,211114C,49788,1,157.53,UNIFORMS - POMS,27/11/2014,"2,738.91",Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,2,143.41,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,3,143.41,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,4,143.41,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,5,143.41,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,6,286.82,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,7,286.82,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,8,286.82,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,9,143.41,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,10,143.41,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,11,286.82,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,12,286.82,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,13,143.41,UNIFORMS - POMS,27/11/2014,,Procurement
COSTELLO & SONS LIMITED=======,211114C,49788,14,143.41,UNIFORMS - POMS,27/11/2014,,Procurement
THAMES WATER UTILITIES LTD====,140850,50163-75184J,1,324.02,WATER & SEWERAGE RATES,03/11/2014,324.02,Technical And Service Support
THAMES WATER UTILITIES LTD====,140879,51792-16119<,1,350.34,WATER & SEWERAGE RATES,27/11/2014,350.34,Technical And Service Support
FAHEY BUILDERS LTD============,301014E,5238,1,"1,105.65",DEVELOPMENT  EXPENSES-CONTRACT,06/11/2014,"1,105.65",Technical and Service Support
FAHEY BUILDERS LTD============,301014E,5239,1,807.32,DEVELOPMENT  EXPENSES-CONTRACT,06/11/2014,"1,730.33",Technical and Service Support
FAHEY BUILDERS LTD============,301014E,5239,2,923.01,DEVELOPMENT  EXPENSES-CONTRACT,06/11/2014,,Technical and Service Support
FAHEY BUILDERS LTD============,141114C,5244,1,"9,600.00",STRATEGIC (NON CYCLICAL),20/11/2014,"9,600.00",Technical and Service Support
MARTIN LAVELL LTD=============,111114E,54108,1,446.25,BOOKS & JOURNALS,17/11/2014,446.25,Communications
THAMES WATER UTILITIES LTD====,140862,5485888145^,1,280.65,WATER & SEWERAGE RATES,13/11/2014,280.65,Technical And Service Support
UNIFY,041114E,549G 6000864675,1,"7,350.00",DEVELOPMT  EXP-COMPUTER CABLES,17/11/2014,"7,350.00",Technical and Service Support
PETER WHITING (CHEMICALS) LTD=,041114E,55478,1,550,OPERATIONAL EQUIP-PURCHASE,10/11/2014,550,Operations Fire Stations
PRESSURE COOLERS LTD==========,061114C,557289,1,8.25,CATERING FIXTURES,13/11/2014,"1,197.00",Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,2,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,3,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,4,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,5,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,6,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,7,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,8,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,9,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,10,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,11,8.25,CATERING EQUIPMENT,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,12,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,13,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,14,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,15,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,16,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,17,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,18,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,19,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,20,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,21,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,22,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,23,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,24,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,25,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,26,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,27,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,28,8.25,CATERING EQUIPMENT,13/11/2014,,Procurement
PRESSURE COOLERS LTD==========,061114C,557289,29,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,30,8.25,CATERING EQUIPMENT,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,31,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,32,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,33,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,34,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,35,8.25,OFFICE EQUIPMENT,13/11/2014,,Regulatory Fire Safety
PRESSURE COOLERS LTD==========,061114C,557289,36,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,37,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,38,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,39,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,40,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,41,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,42,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,43,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,44,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,45,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,46,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,47,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,48,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,49,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,50,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,51,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,52,8,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,53,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,54,8.25,CATERING EQUIPMENT,13/11/2014,,HR Excluding Secondments
PRESSURE COOLERS LTD==========,061114C,557289,55,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,56,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,57,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,58,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,59,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
PRESSURE COOLERS LTD==========,061114C,557289,60,8.25,CATERING FIXTURES,13/11/2014,,Technical And Service Support
