Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
OP/M4233631,110418K,SPECIALIST COMPUTER CENTRE,OP/M423363,1,"1,995.87",ACQUISITIONS,16/04/18,"2,003.57",Information and Communication Technology,ICT
OP/M4233632,110418K,SPECIALIST COMPUTER CENTRE,OP/M423363,2,7.70,ADDITIONAL PURCHASE COSTS,16/04/18,,Information and Communication Technology,Facilities & Management Services
PI774291,100418K,PILLINGER CONTROLS LTD,PI77429,1,411.49,REACTIVE SMALL WORKS AND PROJ,16/04/18,411.49,Technical and Service Support,Works - Construction
PI774341,110418K,PILLINGER CONTROLS LTD,PI77434,1,"9,975.00",REACTIVE SMALL WORKS AND PROJ,16/04/18,"9,975.00",Technical and Service Support,Works - Construction
RSLSI180017371,110418K,RADIOCOMS SYSTEMS LIMITED,RSLSI18001737,1,328.75,RADIO,16/04/18,"1,262.65",Information and Communication Technology,ICT
RSLSI180017372,110418K,RADIOCOMS SYSTEMS LIMITED,RSLSI18001737,2,677.50,RADIO,16/04/18,,Information and Communication Technology,ICT
RSLSI180017373,110418K,RADIOCOMS SYSTEMS LIMITED,RSLSI18001737,3,119.00,RADIO,16/04/18,,Information and Communication Technology,ICT
RSLSI180017374,110418K,RADIOCOMS SYSTEMS LIMITED,RSLSI18001737,4,137.40,RADIO,16/04/18,,Information and Communication Technology,ICT
SI-18-00015321,142214,VEOLIA WATER PROJECTS LTD,SI-18-0001532,1,"4,739.43",ELECTRICITY,16/04/18,"4,739.43",Technical and Service Support,Utilities
SMAI0070081,280318K,BABCOCK CRITICAL SERVICES LTD,SMAI007008,1,"51,332.42",PURCHASES-VEHICLES,16/04/18,"51,332.42",Procurement,Consultancy
SMAI0070091,280318K,BABCOCK CRITICAL SERVICES LTD,SMAI007009,1,"224,588.74",PURCHASES-VEHICLES,16/04/18,"224,588.74",Procurement,Consultancy
SMAI0070101,050418K,BABCOCK CRITICAL SERVICES LTD,SMAI007010,1,"1,897.70",PURCHASES-VEHICLES,16/04/18,"1,897.70",Procurement,Consultancy
SMAI0070111,050418K,BABCOCK CRITICAL SERVICES LTD,SMAI007011,1,433.92,PURCHASES-VEHICLES,16/04/18,433.92,Procurement,Consultancy
SMAI0070121,100418K,BABCOCK CRITICAL SERVICES LTD,SMAI007012,1,"4,222.58",PURCHASES-VEHICLES,16/04/18,"4,222.58",Procurement,Consultancy
UK-SIN0093201,110418K,ESRI (UK) LIMITED,UK-SIN009320,1,"2,445.00",SOFTWARE COTS,16/04/18,"22,876.00",Information and Communication Technology,ICT
UK-SIN0093202,110418K,ESRI (UK) LIMITED,UK-SIN009320,2,"7,646.00",SOFTWARE COTS,16/04/18,,Information and Communication Technology,ICT
UK-SIN0093203,110418K,ESRI (UK) LIMITED,UK-SIN009320,3,"3,823.00",SOFTWARE COTS,16/04/18,,Information and Communication Technology,ICT
UK-SIN0093204,110418K,ESRI (UK) LIMITED,UK-SIN009320,4,"3,771.00",SOFTWARE COTS,16/04/18,,Information and Communication Technology,ICT
UK-SIN0093205,110418K,ESRI (UK) LIMITED,UK-SIN009320,5,"1,830.00",SOFTWARE COTS,16/04/18,,Information and Communication Technology,ICT
UK-SIN0093206,110418K,ESRI (UK) LIMITED,UK-SIN009320,6,"2,022.00",SOFTWARE COTS,16/04/18,,Information and Communication Technology,ICT
UK-SIN0093207,110418K,ESRI (UK) LIMITED,UK-SIN009320,7,"1,339.00",SOFTWARE COTS,16/04/18,,Information and Communication Technology,ICT
1180197541,902860,HAIX-SCHUHE,118019754,1,262.47,PROTECTIVE CLOTHING,18/04/18,262.47,Fire Stations (South West),Clothing
1570641,902860,HAAGEN ROOKGENERATOREN B.V.,157064,1,"4,289.44",GENERAL,18/04/18,"4,289.44",Development and Training,Consultancy
71003155*1,902860,INFICON GMBH,71003155*,1,625.49,OPERATIONAL EQUIP-PURCHASE,18/04/18,"1,540.12",CBRN RRT,Fire & Rescue
71003155*2,902860,INFICON GMBH,71003155*,2,914.63,OPERATIONAL EQUIP-PURCHASE,18/04/18,,CBRN RRT,Fire & Rescue
PENSION APR 182,902859,LONDON PENSIONS FUND AUTHORITY,PENSION APR 18,2,"414,809.26",PENSION PAST SERVICE COSTS,18/04/18,"414,809.26",Central Finance,Financial Services
RSI 5170761,902860,THERMO FISHER SCIENTIFIC MESST,RSI 517076,1,"5,866.90",TELEMETRY MAINTENANCE,18/04/18,"5,866.90",Technical and Service Support,Fire & Rescue
00000163501,130418K,PROMETHEUS MEDICAL LIMITED,0000016350,1,389.50,GENERAL CONSUMABLES,19/04/18,389.50,Procurement,Emergency Services
000040379161,142217,EDF ENERGY,00004037916,1,798.53,ELECTRICITY,19/04/18,798.53,Technical and Service Support,Utilities
000040395751,142217,EDF ENERGY,00004039575,1,762.18,ELECTRICITY,19/04/18,762.18,Technical and Service Support,Utilities
000040399661,142217,EDF ENERGY,00004039966,1,689.71,ELECTRICITY,19/04/18,689.71,Technical and Service Support,Utilities
000040409591,142217,EDF ENERGY,00004040959,1,919.82,ELECTRICITY,19/04/18,919.82,Technical and Service Support,Utilities
000040409861,142217,EDF ENERGY,00004040986,1,"3,426.45",ELECTRICITY,19/04/18,"3,426.45",Technical and Service Support,Utilities
000040416131,142217,EDF ENERGY,00004041613,1,"1,963.20",ELECTRICITY,19/04/18,"1,963.20",Technical and Service Support,Utilities
000040450611,142217,EDF ENERGY,00004045061,1,853.00,ELECTRICITY,19/04/18,853.00,Technical and Service Support,Utilities
000040453241,142217,EDF ENERGY,00004045324,1,655.37,ELECTRICITY,19/04/18,655.37,Technical and Service Support,Utilities
000040456241,142217,EDF ENERGY,00004045624,1,"16,576.42",ELECTRICITY,19/04/18,"16,576.42",Technical and Service Support,Utilities
000040457271,142217,EDF ENERGY,00004045727,1,"14,245.65",ELECTRICITY,19/04/18,"14,245.65",Technical and Service Support,Utilities
000040458801,142217,EDF ENERGY,00004045880,1,118.81,ELECTRICITY,19/04/18,"2,376.18",Technical and Service Support,Utilities
000040458802,142217,EDF ENERGY,00004045880,2,"2,257.37",ELECTRICITY,19/04/18,,Technical and Service Support,Utilities
000040467481,142217,EDF ENERGY,00004046748,1,"1,645.20",ELECTRICITY,19/04/18,"1,645.20",Technical and Service Support,Utilities
000040467651,142217,EDF ENERGY,00004046765,1,"6,001.75",ELECTRICITY,19/04/18,"6,001.75",Technical and Service Support,Utilities
000040478571,142218,EDF ENERGY,00004047857,1,686.28,ELECTRICITY,19/04/18,686.28,Technical and Service Support,Utilities
000040480991,142217,EDF ENERGY,00004048099,1,"1,565.46",ELECTRICITY,19/04/18,"1,565.46",Technical and Service Support,Utilities
000040485181,142217,EDF ENERGY,00004048518,1,"1,084.39",ELECTRICITY,19/04/18,"1,084.39",Technical and Service Support,Utilities
000040486631,142217,EDF ENERGY,00004048663,1,275.88,ELECTRICITY,19/04/18,275.88,Technical and Service Support,Utilities
000040665991,142217,EDF ENERGY,00004066599,1,"15,636.32",ELECTRICITY,19/04/18,"15,636.32",Technical and Service Support,Utilities
000040666241,142217,EDF ENERGY,00004066624,1,"1,713.14",ELECTRICITY,19/04/18,"1,713.14",Technical and Service Support,Utilities
010693651,142218,CASTLE WATER LIMITED,01069365,1,852.35,WATER & SEWERAGE RATES,19/04/18,852.35,Technical and Service Support,Utilities
0324AGS7041,090418F,TRAVIS PERKINS TRADING CO LTD,0324AGS704,1,280.00,OPERATIONAL EQUIP-PURCHASE,19/04/18,280.00,Central Operations,Fire & Rescue
0324AGS7051,090418F,TRAVIS PERKINS TRADING CO LTD,0324AGS705,1,280.00,OPERATIONAL EQUIP-PURCHASE,19/04/18,280.00,Central Operations,Fire & Rescue
1003593123-51,800113348,COMPASS GROUP LTD,1003593123-5,1,449.55,CATERING,19/04/18,449.55,Technical and Service Support,Catering
1003593125-121,800113375,COMPASS GROUP LTD,1003593125-12,1,"1,116.00",REFRESHMENTS,19/04/18,"1,116.00",Operational Resilience,Catering
1003593125-171,800113372,COMPASS GROUP LTD,1003593125-17,1,906.00,REFRESHMENTS,19/04/18,906.00,Community Safety,Catering
1003593125-371,800113388,COMPASS GROUP LTD,1003593125-37,1,418.50,REFRESHMENTS,19/04/18,418.50,Fire Stations (Management),Catering
1003593125-501,800113353,COMPASS GROUP LTD,1003593125-50,1,"1,050.00",REFRESHMENTS,19/04/18,"1,050.00",Strategy & Inclusion,Catering
1003593125-511,800113415,COMPASS GROUP LTD,1003593125-51,1,600.00,REFRESHMENTS,19/04/18,600.00,Strategy & Inclusion,Catering
1003593125-761,800113425,COMPASS GROUP LTD,1003593125-76,1,"1,330.20",REFRESHMENTS,19/04/18,"1,330.20",Community Safety,Catering
1011111461,130418K,AFFINITY BUSINESS RETAIL LTD,101111146,1,270.50,CURRENT HYDRANT COSTS,19/04/18,270.50,Procurement,Works - Construction
10649561,142218,CASTLE WATER LIMITED,1064956,1,"1,067.21",WATER & SEWERAGE RATES,19/04/18,"1,067.21",Technical and Service Support,Utilities
11169561,110418K,SPRUE SAFETY PRODUCTS LTD,1116956,1,840.00,FIRE DETECTORS,19/04/18,840.00,Fire Stations (South East),Health and Safety
11169621,110418K,SPRUE SAFETY PRODUCTS LTD,1116962,1,840.00,FIRE DETECTORS,19/04/18,840.00,Fire Stations (South East),Health and Safety
11169661,110418K,SPRUE SAFETY PRODUCTS LTD,1116966,1,840.00,FIRE DETECTORS,19/04/18,840.00,Fire Stations (South East),Health and Safety
11169671,110418K,SPRUE SAFETY PRODUCTS LTD,1116967,1,"1,470.00",FIRE DETECTORS,19/04/18,"1,470.00",Fire Stations (South East),Health and Safety
11169691,110418K,SPRUE SAFETY PRODUCTS LTD,1116969,1,840.00,FIRE DETECTORS,19/04/18,840.00,Fire Stations (South East),Health and Safety
11169701,110418K,SPRUE SAFETY PRODUCTS LTD,1116970,1,"3,000.00",FIRE DETECTORS,19/04/18,"3,000.00",Fire Stations (North East),Health and Safety
11169711,110418K,SPRUE SAFETY PRODUCTS LTD,1116971,1,900.00,FIRE DETECTORS,19/04/18,"2,700.00",Fire Stations (South West),Health and Safety
11169712,110418K,SPRUE SAFETY PRODUCTS LTD,1116971,2,"1,800.00",FIRE DETECTORS,19/04/18,,Fire Stations (South West),Health and Safety
11169731,110418K,SPRUE SAFETY PRODUCTS LTD,1116973,1,"1,470.00",FIRE DETECTORS,19/04/18,"1,470.00",Fire Stations (South East),Health and Safety
11169751,110418K,SPRUE SAFETY PRODUCTS LTD,1116975,1,840.00,FIRE DETECTORS,19/04/18,840.00,Fire Stations (South East),Health and Safety
11169761,110418K,SPRUE SAFETY PRODUCTS LTD,1116976,1,840.00,FIRE DETECTORS,19/04/18,840.00,Fire Stations (South East),Health and Safety
11169781,110418K,SPRUE SAFETY PRODUCTS LTD,1116978,1,840.00,FIRE DETECTORS,19/04/18,840.00,Fire Stations (North East),Health and Safety
11169811,110418K,SPRUE SAFETY PRODUCTS LTD,1116981,1,"1,260.00",FIRE DETECTORS,19/04/18,"1,260.00",Fire Stations (North East),Health and Safety
11169821,110418K,SPRUE SAFETY PRODUCTS LTD,1116982,1,"1,155.00",FIRE DETECTORS,19/04/18,"1,155.00",Fire Stations (North East),Health and Safety
11169851,120418K,SPRUE SAFETY PRODUCTS LTD,1116985,1,525.00,FIRE DETECTORS,19/04/18,525.00,Fire Stations (North East),Health and Safety
11169871,120418K,SPRUE SAFETY PRODUCTS LTD,1116987,1,525.00,FIRE DETECTORS,19/04/18,525.00,Fire Stations (North East),Health and Safety
11169901,110418K,SPRUE SAFETY PRODUCTS LTD,1116990,1,"3,000.00",FIRE DETECTORS,19/04/18,"3,000.00",Fire Stations (North East),Health and Safety
11169911,110418K,SPRUE SAFETY PRODUCTS LTD,1116991,1,"1,500.00",FIRE DETECTORS,19/04/18,"1,500.00",Fire Stations (North West),Health and Safety
11169921,110418K,SPRUE SAFETY PRODUCTS LTD,1116992,1,"1,470.00",FIRE DETECTORS,19/04/18,"1,470.00",Fire Stations (South East),Health and Safety
11169931,110418K,SPRUE SAFETY PRODUCTS LTD,1116993,1,840.00,FIRE DETECTORS,19/04/18,840.00,Fire Stations (South East),Health and Safety
11169941,110418K,SPRUE SAFETY PRODUCTS LTD,1116994,1,"1,470.00",FIRE DETECTORS,19/04/18,"1,470.00",Fire Stations (South East),Health and Safety
11169961,110418K,SPRUE SAFETY PRODUCTS LTD,1116996,1,"1,470.00",FIRE DETECTORS,19/04/18,"1,470.00",Fire Stations (South East),Health and Safety
1151,120418K,MATT HALL CONSULTING,115,1,"3,735.00",GENERAL,19/04/18,"3,735.00",Central Finance,Consultancy
1241971,142218,DAIMLER FLEET MANAGEMENT,124197,1,299.15,INSPECTIONS,19/04/18,"4,747.33",Procurement,Vehicle Management
1241972,142218,DAIMLER FLEET MANAGEMENT,124197,2,"4,448.18",LEASE CAR CHARGES,19/04/18,,Procurement,Vehicle Management
1241973,142218,DAIMLER FLEET MANAGEMENT,124197,3,-414.58,VAT CAR LEASING,19/04/18,,Finance Services,Vehicle Management
1241974,142218,DAIMLER FLEET MANAGEMENT,124197,4,414.58,LEASE CAR CHARGES,19/04/18,,Procurement,Vehicle Management
1241981,142218,DAIMLER FLEET MANAGEMENT,124198,1,242.30,LEASE CAR CHARGES,19/04/18,"5,202.36",Procurement,Vehicle Management
1241982,142218,DAIMLER FLEET MANAGEMENT,124198,2,"4,960.06",LEASE CAR CHARGES,19/04/18,,Procurement,Vehicle Management
1241983,142218,DAIMLER FLEET MANAGEMENT,124198,3,-460.08,VAT CAR LEASING,19/04/18,,Finance Services,Vehicle Management
1241984,142218,DAIMLER FLEET MANAGEMENT,124198,4,460.08,LEASE CAR CHARGES,19/04/18,,Procurement,Vehicle Management
1268801,120418K,G WORRALL & SON LIMITED,126880,1,150.00,GENERAL CONSUMABLES,19/04/18,324.00,Procurement,Emergency Services
1268802,120418K,G WORRALL & SON LIMITED,126880,2,174.00,GENERAL CONSUMABLES,19/04/18,,Procurement,Emergency Services
162244241,100418K,IRON MOUNTAIN UK LTD,16224424,1,"2,820.76",SOFTWARE BESPOKE,19/04/18,"2,820.76",Information and Communication Technology,ICT
1733711,130418K,PANTHERELLA INTERNATIONAL GRP,173371,1,"1,506.60",UNIFORMS - POMS,19/04/18,"1,506.60",Procurement,Clothing
18000351911,800113435,ENGIE,1800035191,1,142.08,REACTIVE MEP,19/04/18,493.70,Technical and Service Support,Works - Construction
18000351912,800113435,ENGIE,1800035191,2,351.62,REACTIVE MEP,19/04/18,,Technical and Service Support,Works - Construction
2018 UKRO1,142221,TRAVELODGE HOTELS LTD,2018 UKRO,1,"1,792.50",ACCOMMODATION BOOKINGS,19/04/18,"1,792.50",Challenge Team,Human Resources
2018UKRO1,142221,FUTURE INNS CARDIFF BAY,2018UKRO,1,"1,445.00",ACCOMMODATION BOOKINGS,19/04/18,"1,445.00",Challenge Team,Human Resources
20959794D1,142219,AFFINITY FOR BUSINESS LTD,20959794D,1,335.96,WATER & SEWERAGE RATES,19/04/18,335.96,Technical and Service Support,Utilities
221781,100418K,REAM CONTRACTS LTD,22178,1,"16,873.85",REACTIVE SMALL WORKS AND PROJ,19/04/18,"16,873.85",Technical and Service Support,Works - Construction
221791,100418K,REAM CONTRACTS LTD,22179,1,"6,089.76",REACTIVE SMALL WORKS AND PROJ,19/04/18,"6,089.76",Technical and Service Support,Works - Construction
22187141,100418K,DISCLOSURE SCOTLAND===========,2218714,1,"1,750.00",CRB CHECKS,19/04/18,"1,750.00",HR Management,Human Resources
249831,130418K,INFIGO LTD,24983,1,660.00,STATIONERY CONSUMABLES,19/04/18,660.00,Communications,Stationery
29101197131,100418K,DRAEGER SAFETY UK LIMITED,2910119713,1,"15,360.00",OPERATIONAL EQUIP-PURCHASE,19/04/18,"15,360.00",Procurement,Fire & Rescue
303041,120418K,WATERFRONT MANUFACTURING LTD,30304,1,173.00,UNIFORMS,19/04/18,382.22,Fire Safety Delivery,Clothing
303042,120418K,WATERFRONT MANUFACTURING LTD,30304,2,209.22,UNIFORMS,19/04/18,,Fire Safety Delivery,Clothing
303071,120418K,WATERFRONT MANUFACTURING LTD,30307,1,209.22,UNIFORMS,19/04/18,382.22,Fire Safety Delivery,Clothing
303072,120418K,WATERFRONT MANUFACTURING LTD,30307,2,173.00,UNIFORMS,19/04/18,,Fire Safety Delivery,Clothing
332691,800113432,ARKAS LIMITED,33269,1,290.00,REACTIVE APPLIANCE BAY DOORS,19/04/18,290.00,Technical and Service Support,Works - Construction
332701,800113433,ARKAS LIMITED,33270,1,497.00,REACTIVE APPLIANCE BAY DOORS,19/04/18,497.00,Technical and Service Support,Works - Construction
332711,800113434,ARKAS LIMITED,33271,1,540.00,REACTIVE APPLIANCE BAY DOORS,19/04/18,540.00,Technical and Service Support,Works - Construction
332721,800113439,ARKAS LIMITED,33272,1,555.10,REACTIVE APPLIANCE BAY DOORS,19/04/18,555.10,Technical and Service Support,Works - Construction
332731,800113445,ARKAS LIMITED,33273,1,285.00,REACTIVE APPLIANCE BAY DOORS,19/04/18,285.00,Technical and Service Support,Works - Construction
332741,800113446,ARKAS LIMITED,33274,1,"2,579.50",REACTIVE APPLIANCE BAY DOORS,19/04/18,"2,579.50",Technical and Service Support,Works - Construction
332751,800113443,ARKAS LIMITED,33275,1,741.00,REACTIVE APPLIANCE BAY DOORS,19/04/18,741.00,Technical and Service Support,Works - Construction
332771,800113440,ARKAS LIMITED,33277,1,274.81,REACTIVE APPLIANCE BAY DOORS,19/04/18,274.81,Technical and Service Support,Works - Construction
332781,800113444,ARKAS LIMITED,33278,1,285.00,REACTIVE APPLIANCE BAY DOORS,19/04/18,285.00,Technical and Service Support,Works - Construction
332821,800113438,ARKAS LIMITED,33282,1,853.34,REACTIVE APPLIANCE BAY DOORS,19/04/18,853.34,Technical and Service Support,Works - Construction
333111,800113463,ARKAS LIMITED,33311,1,"3,713.75",REACTIVE APPLIANCE BAY DOORS,19/04/18,"3,713.75",Technical and Service Support,Works - Construction
333151,800113476,ARKAS LIMITED,33315,1,"1,080.00",REACTIVE APPLIANCE BAY DOORS,19/04/18,"1,080.00",Technical and Service Support,Works - Construction
333161,800113470,ARKAS LIMITED,33316,1,285.00,REACTIVE APPLIANCE BAY DOORS,19/04/18,285.00,Technical and Service Support,Works - Construction
333801,800113471,ARKAS LIMITED,33380,1,17.72,PLANNED APPLIANCE BAY DOORS,19/04/18,"10,340.42",Technical and Service Support,Works - Construction
333802,800113471,ARKAS LIMITED,33380,2,161.88,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
333803,800113471,ARKAS LIMITED,33380,3,22.55,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
333804,800113471,ARKAS LIMITED,33380,4,28.19,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
333805,800113471,ARKAS LIMITED,33380,5,24.97,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
333806,800113471,ARKAS LIMITED,33380,6,10.47,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
333807,800113471,ARKAS LIMITED,33380,7,4.83,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
333808,800113471,ARKAS LIMITED,33380,8,3.22,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
333809,800113471,ARKAS LIMITED,33380,9,15.30,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338010,800113471,ARKAS LIMITED,33380,10,27.38,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338011,800113471,ARKAS LIMITED,33380,11,19.33,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338012,800113471,ARKAS LIMITED,33380,12,19.33,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338013,800113471,ARKAS LIMITED,33380,13,6.44,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338014,800113471,ARKAS LIMITED,33380,14,10.47,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338015,800113471,ARKAS LIMITED,33380,15,51.55,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338016,800113471,ARKAS LIMITED,33380,16,9.66,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338017,800113471,ARKAS LIMITED,33380,17,9.66,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338018,800113471,ARKAS LIMITED,33380,18,13.69,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338019,800113471,ARKAS LIMITED,33380,19,16.91,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338020,800113471,ARKAS LIMITED,33380,20,14.50,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338021,800113471,ARKAS LIMITED,33380,21,8.86,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338022,800113471,ARKAS LIMITED,33380,22,5.64,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338023,800113471,ARKAS LIMITED,33380,23,4.83,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338024,800113471,ARKAS LIMITED,33380,24,4.83,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338025,800113471,ARKAS LIMITED,33380,25,3.22,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338026,800113471,ARKAS LIMITED,33380,26,7.25,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338027,800113471,ARKAS LIMITED,33380,27,14.50,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338028,800113471,ARKAS LIMITED,33380,28,57.18,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338029,800113471,ARKAS LIMITED,33380,29,280.28,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338030,800113471,ARKAS LIMITED,33380,30,17.72,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338031,800113471,ARKAS LIMITED,33380,31,174.77,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338032,800113471,ARKAS LIMITED,33380,32,4.83,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338033,800113471,ARKAS LIMITED,33380,33,5.64,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338034,800113471,ARKAS LIMITED,33380,34,7.25,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338035,800113471,ARKAS LIMITED,33380,35,3.22,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338036,800113471,ARKAS LIMITED,33380,36,4.83,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338037,800113471,ARKAS LIMITED,33380,37,123.22,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338038,800113471,ARKAS LIMITED,33380,38,20.94,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338039,800113471,ARKAS LIMITED,33380,39,131.28,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338040,800113471,ARKAS LIMITED,33380,40,20.13,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338041,800113471,ARKAS LIMITED,33380,41,3.22,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338042,800113471,ARKAS LIMITED,33380,42,655.59,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338043,800113471,ARKAS LIMITED,33380,43,4.83,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338044,800113471,ARKAS LIMITED,33380,44,10.47,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338045,800113471,ARKAS LIMITED,33380,45,4.83,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338046,800113471,ARKAS LIMITED,33380,46,28.99,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338047,800113471,ARKAS LIMITED,33380,47,12.89,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338048,800113471,ARKAS LIMITED,33380,48,19.33,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338049,800113471,ARKAS LIMITED,33380,49,17.72,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338050,800113471,ARKAS LIMITED,33380,50,9.66,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338051,800113471,ARKAS LIMITED,33380,51,9.66,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338052,800113471,ARKAS LIMITED,33380,52,9.66,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338053,800113471,ARKAS LIMITED,33380,53,9.66,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338054,800113471,ARKAS LIMITED,33380,54,3.22,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338055,800113471,ARKAS LIMITED,33380,55,13.69,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338056,800113471,ARKAS LIMITED,33380,56,23.36,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338057,800113471,ARKAS LIMITED,33380,57,14.50,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338058,800113471,ARKAS LIMITED,33380,58,27.38,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338059,800113471,ARKAS LIMITED,33380,59,18.52,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338060,800113471,ARKAS LIMITED,33380,60,4.03,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338061,800113471,ARKAS LIMITED,33380,61,4.83,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338062,800113471,ARKAS LIMITED,33380,62,8.86,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338063,800113471,ARKAS LIMITED,33380,63,18.52,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338064,800113471,ARKAS LIMITED,33380,64,4.03,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338065,800113471,ARKAS LIMITED,33380,65,4.83,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338066,800113471,ARKAS LIMITED,33380,66,7.25,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
3338067,800113471,ARKAS LIMITED,33380,67,11.28,PLANNED APPLIANCE BAY DOORS,19/04/18,,Technical and Service Support,Works - Construction
