 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclasws
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,114,13.8,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,115,25.44,CLOTHING,18/08/2016,,Firefighter Trainees,Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,116,22.92,CLOTHING,18/08/2016,,Firefighter Trainees,Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,117,25.44,CLOTHING,18/08/2016,,Firefighter Trainees,Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,118,22.92,CLOTHING,18/08/2016,,Firefighter Trainees,Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,119,15.28,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,120,25.44,CLOTHING,18/08/2016,,Firefighter Trainees,Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,121,22.92,CLOTHING,18/08/2016,,Firefighter Trainees,Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,122,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,123,7.64,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,124,15.28,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,125,15.28,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,126,19.08,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,127,15.28,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,128,19.08,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,129,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,130,15.28,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,131,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,132,15.28,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,133,25.44,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,134,15.28,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,135,22.92,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,136,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,137,15.28,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,138,7.64,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,139,22.92,CLOTHING,18/08/2016,,Firefighter Trainees,Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,140,13.8,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,141,19.08,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,142,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,143,6.9,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,144,13.8,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,145,23.4,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,146,19.08,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,147,15.28,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,148,25.44,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,149,6.36,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,150,22.92,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,151,15.28,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,152,15.28,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,153,12.72,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,154,19.08,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,155,7.64,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,156,22.92,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,157,25.44,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,158,7.64,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,159,6.36,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,160,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,161,13.8,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,162,6.9,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,163,11.7,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,164,19.08,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,165,15.28,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,166,12.72,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,167,25.44,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,168,6.9,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,169,15.28,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,170,15.28,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,171,6.9,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,172,22.92,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,173,15.28,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,174,15.28,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,175,12.72,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,176,19.08,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,177,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,178,15.28,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,179,19.08,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,180,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,181,15.28,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,182,13.8,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,183,22.92,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,184,22.92,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,185,15.28,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,186,6.36,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,187,15.28,CLOTHING,18/08/2016,,Firefighter Trainees,Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,188,25.44,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,189,15.28,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,190,13.8,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,191,15.28,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,192,6.9,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,193,11.7,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,194,7.64,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,195,7.64,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,196,15.28,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,197,15.28,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,198,7.64,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,199,7.64,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,200,15.28,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,201,25.44,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,202,19.08,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,203,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,204,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,205,19.08,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,206,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,207,7.64,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,208,12.72,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,209,15.28,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,210,15.28,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,211,19.08,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,212,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,213,22.92,CLOTHING,18/08/2016,,Fire Safety Regulation,Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,214,25.44,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,215,25.44,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,216,7.64,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,217,15.28,CLOTHING,18/08/2016,,Fire Stations (South West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,218,30.56,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,219,19.08,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,220,7.64,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,221,19.08,CLOTHING,18/08/2016,,Fire Stations (North West),Clothing
110816G,*HUNTER APPAREL SOLUTIONS LTD,67294,222,4.88,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
150816G,*HUNTER APPAREL SOLUTIONS LTD,67305,1,261.84,CLOTHING,18/08/2016,435.12,Fire Stations (North East),Clothing
150816G,*HUNTER APPAREL SOLUTIONS LTD,67305,2,130.92,CLOTHING,18/08/2016,,Fire Stations (North East),Clothing
150816G,*HUNTER APPAREL SOLUTIONS LTD,67305,3,42.36,CLOTHING,18/08/2016,,Fire Stations (South East),Clothing
800087989,AZTEC COMPUTING LTD===========,10520,1,"3,375.00",MAINTENANCE & SUPPORT,18/08/2016,"3,375.00",Information and Communication Technology,ICT
800087990,AZTEC COMPUTING LTD===========,10521,1,"2,100.00",MAINTENANCE & SUPPORT,18/08/2016,"2,100.00",Information and Communication Technology,ICT
800087991,AZTEC COMPUTING LTD===========,10522,1,"1,875.00",MAINTENANCE & SUPPORT,18/08/2016,"1,875.00",Information and Communication Technology,ICT
800087992,AZTEC COMPUTING LTD===========,10523,1,"12,187.50",MAINTENANCE & SUPPORT,18/08/2016,"12,187.50",Information and Communication Technology,ICT
800087993,AZTEC COMPUTING LTD===========,10524,1,"2,205.00",MAINTENANCE & SUPPORT,18/08/2016,"2,205.00",Information and Communication Technology,ICT
110816K,*SPRUE SAFETY PRODUCTS LTD====,1095109,1,"2,200.00",FIRE DETECTORS,18/08/2016,"6,200.00",Fire Stations (North West),Health & Safety
110816K,*SPRUE SAFETY PRODUCTS LTD====,1095109,2,"4,000.00",FIRE DETECTORS,18/08/2016,,Fire Stations (North West),Health & Safety
110816K,*SPRUE SAFETY PRODUCTS LTD====,1095110,1,"1,320.00",FIRE DETECTORS,18/08/2016,"3,720.00",Fire Stations (South West),Health & Safety
110816K,*SPRUE SAFETY PRODUCTS LTD====,1095110,2,"2,400.00",FIRE DETECTORS,18/08/2016,,Fire Stations (South West),Health & Safety
110816K,*SPRUE SAFETY PRODUCTS LTD====,1095111,1,"4,400.00",FIRE DETECTORS,18/08/2016,"4,400.00",Fire Stations (North East),Health & Safety
110816K,*SPRUE SAFETY PRODUCTS LTD====,1095112,1,"5,600.00",FIRE DETECTORS,18/08/2016,"5,600.00",Fire Stations (North East),Health & Safety
110816K,BT GLOBAL SERVICES============,1135506,1,541.66,MAINTENANCE & SUPPORT,18/08/2016,541.66,Information and Communication Technology,ICT
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,1,95.83,GROUNDS MAINTENANCE,18/08/2016,"2,232.46",Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,2,23,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,3,22.12,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,4,24.94,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,5,75,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,6,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,7,25.77,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,8,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,9,46,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,10,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,11,109.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,12,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,13,82.52,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,14,22.05,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,15,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,16,127.05,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,17,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,18,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,19,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,20,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,21,22.36,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,22,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,23,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,24,79.85,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,25,83.96,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,26,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,27,256.21,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,28,17.26,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,29,63.14,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,30,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,31,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,32,16.63,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,33,73.18,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,34,118.23,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,35,555,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,36,20.83,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,37,64.28,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121968,38,12.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,1,95.83,GROUNDS MAINTENANCE,18/08/2016,"2,232.46",Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,2,23,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,3,22.12,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,4,24.94,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,5,75,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,6,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,7,25.77,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,8,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,9,46,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,10,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,11,109.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,12,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,13,82.52,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,14,22.05,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,15,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,16,127.05,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,17,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,18,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,19,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,20,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,21,22.36,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,22,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,23,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,24,79.85,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,25,83.96,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,26,17.25,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,27,256.21,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,28,17.26,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,29,63.14,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
110816K,VISTA LANDSCAPE MANAGEMENT LTD,121969,30,11.5,GROUNDS MAINTENANCE,18/08/2016,,Technical and Service Support,"Works - Construction, R&M"
