Order Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.10,1.00,54.10,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,63.07,1.00,63.07,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.87,1.00,54.87,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,60.11,1.00,60.11,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.24,1.00,57.24,,
KFE/00031,25/06/19,6228.30,PMREM - STRATFORD - GENERAL BUILDING WORKS REMEDIALS - CAT B,LFB/HQ,CLOSE BROTHERS RAIL LTD,"1,278.49",1.00,"1,278.49",KFE/00031,"6,228.30"
KFE/00031,25/06/19,6228.30,PMREM - LEE GREEN - GENERAL BUILDING WORKS REMEDIALS - CAT C,LFB/HQ,CLOSE BROTHERS RAIL LTD,899.76,1.00,899.76,,
KFE/00031,25/06/19,6228.30,PMREM - ELTHAM - GENERAL BUILDING WORKS REMEDIALS - CAT B,LFB/HQ,CLOSE BROTHERS RAIL LTD,764.20,1.00,764.20,,
KFE/00031,25/06/19,6228.30,PMREM - ADDINGTON - GENERAL BUILDING WORKS REMEDIALS - CAT C,LFB/HQ,CLOSE BROTHERS RAIL LTD,593.17,1.00,593.17,,
KFE/00031,25/06/19,6228.30,PMREM - WEST NORWOOD - GENERAL BUILDING WORKS REMEDIALS - CA,LFB/HQ,CLOSE BROTHERS RAIL LTD,802.71,1.00,802.71,,
KFE/00031,25/06/19,6228.30,PMREM - CHELSEA - GENERAL BUILDING WORKS REMEDIALS - CAT B,LFB/HQ,CLOSE BROTHERS RAIL LTD,48.80,1.00,48.80,,
KFE/00031,25/06/19,6228.30,PMREM - PADDINGTON - GENERAL BUILDING WORKS REMEDIALS - CAT,LFB/HQ,CLOSE BROTHERS RAIL LTD,753.60,1.00,753.60,,
KFE/00031,25/06/19,6228.30,PMREM - BARNET - GENERAL BUILDING WORKS REMEDIALS - CAT C,LFB/HQ,CLOSE BROTHERS RAIL LTD,297.16,1.00,297.16,,
KFE/00031,25/06/19,6228.30,PMREM - KENSINGTON - GENERAL BUILDING WORKS REMEDIALS - CAT,LFB/HQ,CLOSE BROTHERS RAIL LTD,131.79,1.00,131.79,,
KFE/00031,25/06/19,6228.30,PMREM - HAMMERSMITH- GENERAL BUILDING WORKS REMEDIALS - CAT,LFB/HQ,CLOSE BROTHERS RAIL LTD,106.11,1.00,106.11,,
KFE/00031,25/06/19,6228.30,PMREM - FELTHAM - GENERAL BUILDING WORKS REMEDIALS - CAT C,LFB/HQ,CLOSE BROTHERS RAIL LTD,27.49,1.00,27.49,,
KFE/00031,25/06/19,6228.30,PMREM - FINCHLEY - GENERAL BUILDING WORKS REMEDIALS - CAT B,LFB/HQ,CLOSE BROTHERS RAIL LTD,74.98,1.00,74.98,,
KFE/00031,25/06/19,6228.30,PMREM - HENDON - GENERAL BUILDING WORKS REMEDIALS - CAT C,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.88,1.00,55.88,,
KFE/00031,25/06/19,6228.30,PMREM - HENDON - GENERAL BUILDING WORKS REMEDIALS - CAT C,LFB/HQ,CLOSE BROTHERS RAIL LTD,394.16,1.00,394.16,,
KFG/00004,30/05/19,7767.10,DOOR TO THE REAR WASHDOWN AREA DIGI LOCK BROKEN NEEDS REPAIR,LFB/HQ,CLOSE BROTHERS RAIL LTD,123.75,1.00,123.75,KFG/00004,"7,767.10"
KFG/00004,30/05/19,7767.10,IN THE GYM ON THE GROUND FLOOR WINDOW HANDLE IS MISSING,LFB/HQ,CLOSE BROTHERS RAIL LTD,108.95,1.00,108.95,,
KFG/00004,30/05/19,7767.10,MESS DESK FIRE DOOR CLOSER IS BROKEN NEEDS REPAIRING ON THE,LFB/HQ,CLOSE BROTHERS RAIL LTD,20.62,1.00,20.62,,
KFG/00004,30/05/19,7767.10,MALE LOCKER ROOM THE BACK DOOR TO THE YARD THE LOCK IS BROKE,LFB/HQ,CLOSE BROTHERS RAIL LTD,308.27,1.00,308.27,,
KFG/00004,30/05/19,7767.10,THE HINGE IS BROKEN ON THE DOOR BETWEEN THE MUSTER BAY AND T,LFB/HQ,CLOSE BROTHERS RAIL LTD,49.09,1.00,49.09,,
KFG/00004,30/05/19,7767.10,"ROOM 334, THIRD FLOOR - THE DOOR BRACKET AND HINGE HAS COME",LFB/HQ,CLOSE BROTHERS RAIL LTD,115.00,1.00,115.00,,
KFG/00004,30/05/19,7767.10,WINDOWS - HANDLE FAULT - GROUND FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,91.12,1.00,91.12,,
KFG/00004,30/05/19,7767.10,THERE IS A BROKEN TILE (APPROXIMATELY KNEE HEIGHT) ON A LEDG,LFB/HQ,CLOSE BROTHERS RAIL LTD,235.00,1.00,235.00,,
KFG/00004,30/05/19,7767.10,DIGILOCK DOESN'T ENGAGE - GROUND FLOOR - DOOR FROM YARD IN T,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFG/00004,30/05/19,7767.10,2 WHITE BOARDS TO BE PLACED ON THE WALL ON THE TOP FLOOR STU,LFB/HQ,CLOSE BROTHERS RAIL LTD,107.46,1.00,107.46,,
KFG/00004,30/05/19,7767.10,"IN THE IT AREA, NEXT TO PAIGE SINCLAIR’S DESK, ONE OF THE PA",LFB/HQ,CLOSE BROTHERS RAIL LTD,48.11,1.00,48.11,,
KFG/00004,30/05/19,7767.10,1ST CUBICLE TOILET DOOR LOCK IS BROKEN NEEDS REPLACING,LFB/HQ,CLOSE BROTHERS RAIL LTD,120.35,1.00,120.35,,
KFG/00004,30/05/19,7767.10,GROUND FLOOR - WATCHROOM TO APPPLIANCE BAY DOOR & BIKE STOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,32.50,1.00,32.50,,
KFG/00004,30/05/19,7767.10,CAN WE GET A ENGINEER TO ATTEND UNION STREET TO SCREW THE PR,LFB/HQ,CLOSE BROTHERS RAIL LTD,27.49,1.00,27.49,,
KFG/00004,30/05/19,7767.10,HOSE REEL IN THE YARD THE HOSE IS LEAKING NEEDS REPAIRING/ R,LFB/HQ,CLOSE BROTHERS RAIL LTD,34.36,1.00,34.36,,
KFG/00004,30/05/19,7767.10,MIRROR IN THE MALE TOILETS BASEMENT STAIRCASE 1,LFB/HQ,CLOSE BROTHERS RAIL LTD,42.86,1.00,42.86,,
KFG/00004,30/05/19,7767.10,GYM - CRACKED MIRROR - NEEDS REPLACING,LFB/HQ,CLOSE BROTHERS RAIL LTD,115.39,1.00,115.39,,
KFG/00004,30/05/19,7767.10,GYM - PVC DOOR HANDLE - BROKEN - PLEASE REPAIR,LFB/HQ,CLOSE BROTHERS RAIL LTD,117.32,1.00,117.32,,
KFG/00004,30/05/19,7767.10,GEAR ROOM - DOOR - NOT CLOSING CORRECTLY - PLEASE FIX,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFG/00004,30/05/19,7767.10,COMMAND UNIT DORM - DOOR - NOT CLISING CORRECTLY,LFB/HQ,CLOSE BROTHERS RAIL LTD,31.87,1.00,31.87,,
KFG/00004,30/05/19,7767.10,RE-ATTACH CURTAINS - 1ST FLOOR - LECTURE/TV ROOM,LFB/HQ,CLOSE BROTHERS RAIL LTD,27.49,1.00,27.49,,
KFG/00004,30/05/19,7767.10,CARPET LIFTING IN FRONT OF TV - 1ST FLOOR - LECTURE/TV ROOM,LFB/HQ,CLOSE BROTHERS RAIL LTD,31.80,1.00,31.80,,
KFG/00004,30/05/19,7767.10,CEILING DAMAGED IN RIGHT HAND DORM - 1ST FLOOR - COMMAND SUP,LFB/HQ,CLOSE BROTHERS RAIL LTD,73.35,1.00,73.35,,
KFG/00004,30/05/19,7767.10,TOP DORM - SOOR - NOT CLOSING CORRECTLY - PLEASE FIX,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFG/00004,30/05/19,7767.10,INTERNAL SINK IN THE KITCHEN IS BACKING UP - HAVE CHECKED TH,LFB/HQ,CLOSE BROTHERS RAIL LTD,189.77,1.00,189.77,,
KFG/00004,30/05/19,7767.10,GROUND FLOOR WATCH ROOM DOOR IN THE APPLIANCE BAY   -  FAULT,LFB/HQ,CLOSE BROTHERS RAIL LTD,27.49,1.00,27.49,,
KFG/00004,30/05/19,7767.10,2ND FLOOR MALE TOILET   -   ROOM  210  -  INNER DOOR HANDLE,LFB/HQ,CLOSE BROTHERS RAIL LTD,34.36,1.00,34.36,,
KFG/00004,30/05/19,7767.10,POLE HOUSE DOOR FOULTY BOLT ONTHE DOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,61.85,1.00,61.85,,
KFG/00004,30/05/19,7767.10,TOILET SEAT IN FEMALE LOCKER TOOM IS BROKEN,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.22,1.00,69.22,,
KFG/00004,30/05/19,7767.10,DOOR HANDLE ON THE FEMALE SHOWER HAS COME LOOSE NEEDS REATTA,LFB/HQ,CLOSE BROTHERS RAIL LTD,27.49,1.00,27.49,,
KFG/00004,30/05/19,7767.10,LOCK TO BE FITTED ON THE BATHROOM DOOR ON THE GROUND CREW MA,LFB/HQ,CLOSE BROTHERS RAIL LTD,86.90,1.00,86.90,,
KFG/00004,30/05/19,7767.10,DRAIN COVERS HAVE SUNK IN IN THE REAR YARD,LFB/HQ,CLOSE BROTHERS RAIL LTD,154.14,1.00,154.14,,
KFG/00004,30/05/19,7767.10,WATCH ROOM FIRE DOOR IN TO THE CORRIDOR THE BOTTOM HINGE HAS,LFB/HQ,CLOSE BROTHERS RAIL LTD,165.00,1.00,165.00,,
KFG/00004,30/05/19,7767.10,2ND FLOOR SHOWER ROOM  -  TOILET SEAT LOOSE,LFB/HQ,CLOSE BROTHERS RAIL LTD,20.62,1.00,20.62,,
KFG/00004,30/05/19,7767.10,YALE LOCK - FIRE EXIT - GROUND FLOOR - EAST SIDE OF STATION,LFB/HQ,CLOSE BROTHERS RAIL LTD,68.75,1.00,68.75,,
KFG/00004,30/05/19,7767.10,THERE ARE LOOSE BEDDING DOORS IN ROOM 2 AND ROOM 7,LFB/HQ,CLOSE BROTHERS RAIL LTD,137.18,1.00,137.18,,
KFG/00004,30/05/19,7767.10,THE DOOR HANDLE IS LOOSE AND COMING OFF OF ROOM 6 ON THE FIR,LFB/HQ,CLOSE BROTHERS RAIL LTD,93.10,1.00,93.10,,
KFG/00004,30/05/19,7767.10,DRAINS AND GULLY'S ARE BLOCKED AND THIS IS LEAKING OVER THE,LFB/HQ,CLOSE BROTHERS RAIL LTD,95.62,1.00,95.62,,
KFG/00004,30/05/19,7767.10,THE DOOR TO THE REAR STAIRS IS DEFECTIVE - MANUAL SELF CLOSE,LFB/HQ,CLOSE BROTHERS RAIL LTD,176.72,1.00,176.72,,
KFG/00004,30/05/19,7767.10,REPLACE MISSING 4 CEILING TILES IN THE GYM FROM A LEAK,LFB/HQ,CLOSE BROTHERS RAIL LTD,101.12,1.00,101.12,,
KFG/00004,30/05/19,7767.10,THE STOP LOCK FOR THE HOSE REEL IN THE WASH DOWN AREA IS DEF,LFB/HQ,CLOSE BROTHERS RAIL LTD,20.62,1.00,20.62,,
KFG/00004,30/05/19,7767.10,THE LOCK TO THE OLD STATION MANAGER/NEW WATCH MANAGERS ROOM,LFB/HQ,CLOSE BROTHERS RAIL LTD,88.18,1.00,88.18,,
KFG/00004,30/05/19,7767.10,FIRE FIGHTERS CHANGING AREA - TILES HAVE BLOW IN THE SHOWER,LFB/HQ,CLOSE BROTHERS RAIL LTD,235.00,1.00,235.00,,
KFG/00004,30/05/19,7767.10,RE-FIX VINYL COVE SKIRTING TO FEMALE SHOWER-TOILET.,LFB/HQ,CLOSE BROTHERS RAIL LTD,18.05,1.00,18.05,,
KFG/00004,30/05/19,7767.10,3RD FLOOR OFFICES THE MAIN DOOR TO THE FLOOR THE DOOR CLOSER,LFB/HQ,CLOSE BROTHERS RAIL LTD,245.45,1.00,245.45,,
KFG/00004,30/05/19,7767.10,CONTRACTOR HAS TAKEN KEY FOR BOILER ROOM AND ROOM IS CURRENT,LFB/HQ,CLOSE BROTHERS RAIL LTD,118.53,1.00,118.53,,
KFG/00004,30/05/19,7767.10,•       ADJUST DOORS TO LOWER GROUND FLOOR ROOM OG-004 AND OG-008,LFB/HQ,CLOSE BROTHERS RAIL LTD,50.00,1.00,50.00,,
KFG/00004,30/05/19,7767.10,REPLACE INTUMESCENT STRIP AND COLD SMOKE SEAL FOR DOORS TO R,LFB/HQ,CLOSE BROTHERS RAIL LTD,80.19,1.00,80.19,,
KFG/00004,30/05/19,7767.10,REPLACE THE BRUSH STRIP MISSING FROM DOOR TO UPPER GROUND FL,LFB/HQ,CLOSE BROTHERS RAIL LTD,59.58,1.00,59.58,,
KFG/00004,30/05/19,7767.10,CLOSE BROTHERS TO CHANGE A CRACKED TOILET SEAT IN THE MALE T,LFB/HQ,CLOSE BROTHERS RAIL LTD,85.81,1.00,85.81,,
KFG/00004,30/05/19,7767.10,1 WINDOW HANDLE SNAPPED OFF IN THE GYM ON THE 1ST FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,70.52,1.00,70.52,,
KFG/00004,30/05/19,7767.10,"THE BACK DOOR, OPPOSITE THE BA ROOM, THE LOCK IS NOT OPERATI",LFB/HQ,CLOSE BROTHERS RAIL LTD,566.25,1.00,566.25,,
KFG/00004,30/05/19,7767.10,OFFICERS ACCOMMODATION FLAT 2 - WATER LEAK IN THE CEILING OF,LFB/HQ,CLOSE BROTHERS RAIL LTD,75.00,1.00,75.00,,
KFG/00004,30/05/19,7767.10,"A LOOSE VENT JUST OUTSIDE OF LPP KITCHEN ON THE PATHWAY, THE",LFB/HQ,CLOSE BROTHERS RAIL LTD,13.74,1.00,13.74,,
KFG/00004,30/05/19,7767.10,GROUND FLOOR BA ROOM. WINDOW NOT CLOSING.,LFB/HQ,CLOSE BROTHERS RAIL LTD,32.99,1.00,32.99,,
KFG/00004,30/05/19,7767.10,•       APPLIANCE BAY. FIRE EXTINGUISHER MOUNTING BRACKET LOOSE. H,LFB/HQ,CLOSE BROTHERS RAIL LTD,29.11,1.00,29.11,,
KFG/00004,30/05/19,7767.10,•       INVESTIGATE POSSIBLE DAMP TO EXTERIOR OF BUILDING UNDERNEA,LFB/HQ,CLOSE BROTHERS RAIL LTD,27.49,1.00,27.49,,
KFG/00004,30/05/19,7767.10,•       GROUND FLOOR. FF LOCKER ROOM. MISSING FLOOR MAT BY REAR DO,LFB/HQ,CLOSE BROTHERS RAIL LTD,155.99,1.00,155.99,,
KFG/00004,30/05/19,7767.10,•       FIRST FLOOR KITCHEN. BROKEN WALL TILES. H&S RISK,LFB/HQ,CLOSE BROTHERS RAIL LTD,31.61,1.00,31.61,,
KFG/00004,30/05/19,7767.10,CLOSER ARM NEEDS ADJUSTING ON THE DOOR TO THE MULTI GYM ON T,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.98,1.00,54.98,,
KFG/00004,30/05/19,7767.10,FIRST FLOOR - CLOSER ARM NEEDS ADJUSTING ON THE OVERFLOW DOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,48.11,1.00,48.11,,
KFG/00004,30/05/19,7767.10,TOILET SEAT BROKEN IN KITCHEN ON THE SECOND FLOOR -,LFB/HQ,CLOSE BROTHERS RAIL LTD,85.81,1.00,85.81,,
KFG/00004,30/05/19,7767.10,BROKEN TOILET SEAT - GROUND FLOOR MALE TOILETS,LFB/HQ,CLOSE BROTHERS RAIL LTD,99.56,1.00,99.56,,
KFG/00004,30/05/19,7767.10,REAR DOOR HANDLE AT THER TOP OF THE RAMP HAS FALLEN OFF,LFB/HQ,CLOSE BROTHERS RAIL LTD,29.11,1.00,29.11,,
KFG/00004,30/05/19,7767.10,DIGILOCK ON WICKET FOR ABD0620 DOESN'T WORK,LFB/HQ,CLOSE BROTHERS RAIL LTD,171.15,1.00,171.15,,
KFG/00004,30/05/19,7767.10,REPAIR DIGI LOCK - BT ROOM,LFB/HQ,CLOSE BROTHERS RAIL LTD,188.22,1.00,188.22,,
KFG/00004,30/05/19,7767.10,FEMALE DORM 1ST FLOOR WINDOW IS DEFECTED,LFB/HQ,CLOSE BROTHERS RAIL LTD,48.11,1.00,48.11,,
KFG/00004,30/05/19,7767.10,KEYPAD FOR THE MAIN BAY DOOR ISNT WORKING NORMAL DIGI LOCK F,LFB/HQ,CLOSE BROTHERS RAIL LTD,99.56,1.00,99.56,,
KFG/00004,30/05/19,7767.10,THE DOOR LEADING FROM THE APPLIANCE BAY TO THE WATCH ROOM IS,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFG/00004,30/05/19,7767.10,DOOR MECHANISM IS NO CLOSING PROPERLY,LFB/HQ,CLOSE BROTHERS RAIL LTD,39.75,1.00,39.75,,
KFG/00004,30/05/19,7767.10,THE DOOR TO THE BA ROOM IS DEFECTIVE - THE DOOR IS CURRENTLY,LFB/HQ,CLOSE BROTHERS RAIL LTD,117.49,1.00,117.49,,
KFG/00004,30/05/19,7767.10,THERE IS A VERY STRONG SEWAGE SMELL AT THE FRONT OF THE STAT,LFB/HQ,CLOSE BROTHERS RAIL LTD,41.24,1.00,41.24,,
KFG/00004,30/05/19,7767.10,THE HANDRAIL OUTSIDE THE FIRE ESCAPE ON THE GROUND FLOOR IS,LFB/HQ,CLOSE BROTHERS RAIL LTD,89.34,1.00,89.34,,
KFG/00004,30/05/19,7767.10,GROUND FLOOR DOOR THAT LEADS TO THE FEMALE LOCKER ROOM AND G,LFB/HQ,CLOSE BROTHERS RAIL LTD,20.62,1.00,20.62,,
KFG/00004,30/05/19,7767.10,THE WATCH ROOM WINDOW HANDLE IS LOOSE AND IS VERY HARD TO CL,LFB/HQ,CLOSE BROTHERS RAIL LTD,27.49,1.00,27.49,,
KFG/00004,30/05/19,7767.10,REAR PUMP BAY DOOR - THE LOCK HAS BECOME VERY STIFF,LFB/HQ,CLOSE BROTHERS RAIL LTD,129.85,1.00,129.85,,
KFG/00004,30/05/19,7767.10,CLOSEBROTHERS TO REPAIR HOLES/DENTS IN THE NEW FLOORING IN T,LFB/HQ,CLOSE BROTHERS RAIL LTD,68.72,1.00,68.72,,
KFG/00004,30/05/19,7767.10,1ST FLOOR  4X WINDOWS IN THE TV ROOM  HAVE BROKEN CAPS (THES,LFB/HQ,CLOSE BROTHERS RAIL LTD,44.99,1.00,44.99,,
KFG/00004,30/05/19,7767.10,1ST FLOOR - MALE DORMINTERY - X1 WINDOW HANDLE BROKEN,LFB/HQ,CLOSE BROTHERS RAIL LTD,22.78,1.00,22.78,,
KFG/00004,30/05/19,7767.10,RELATED TO F347761: DAMAGED FRONT DOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,63.35,1.00,63.35,,
KFG/00004,30/05/19,7767.10,DOORS INT. - DOOR CLOSER FAULTS - 2ND FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,150.00,1.00,150.00,,
KFG/00004,30/05/19,7767.10,IN THE GEAR ROOM THE BOTTOM OF THE DOOR HAS DROPPED AND IS N,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFG/00004,30/05/19,7767.10,LEAK IN THE GEAR ROOM - ON THE HOSE TO THE EXTERIOR HOSE REE,LFB/HQ,CLOSE BROTHERS RAIL LTD,209.48,1.00,209.48,,
KFG/00004,30/05/19,7767.10,THE COAT HOOKS IN THE GEAR ROOM ARE EITHER BROKEN OR BENT,LFB/HQ,CLOSE BROTHERS RAIL LTD,43.69,1.00,43.69,,
KFG/00004,30/05/19,7767.10,SECONDARY GLAZING ON WINDOWS HAS BROKEN,LFB/HQ,CLOSE BROTHERS RAIL LTD,20.62,1.00,20.62,,
KFG/00004,30/05/19,7767.10,FLOOR IS LIFTING AND NEED FIXING DOWN,LFB/HQ,CLOSE BROTHERS RAIL LTD,27.49,1.00,27.49,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.61,1.00,55.61,KFG/00007,"6,786.63"
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,75.53,1.00,75.53,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.92,1.00,57.92,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.09,1.00,55.09,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,65.55,1.00,65.55,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,67.58,1.00,67.58,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,68.54,1.00,68.54,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,56.34,1.00,56.34,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.88,1.00,53.88,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.32,1.00,54.32,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,62.64,1.00,62.64,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.81,1.00,54.81,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.59,1.00,53.59,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.38,1.00,69.38,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.73,1.00,69.73,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,80.90,1.00,80.90,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,74.04,1.00,74.04,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.65,1.00,69.65,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,73.33,1.00,73.33,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,92.55,1.00,92.55,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,89.54,1.00,89.54,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,61.12,1.00,61.12,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,81.85,1.00,81.85,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,95.35,1.00,95.35,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.78,1.00,69.78,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,93.70,1.00,93.70,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.41,1.00,55.41,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.78,1.00,53.78,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.22,1.00,57.22,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,56.05,1.00,56.05,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,51.64,1.00,51.64,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,70.55,1.00,70.55,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.51,1.00,53.51,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,64.99,1.00,64.99,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,64.81,1.00,64.81,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,104.16,1.00,104.16,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,71.00,1.00,71.00,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,83.06,1.00,83.06,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,50.04,1.00,50.04,,
KFG/00007,25/06/19,6786.63,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.90,1.00,54.90,,
