 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
140925,CORONA ENERGY RETAIL 4 LTD,984812142,10,391.42,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,11,"1,039.64",GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,12,823.35,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,13,412.32,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,14,30.12,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,15,"1,668.85",GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,16,56.04,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,17,648.7,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,18,910.56,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,19,264.13,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,20,598.24,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,21,736.01,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,22,"1,467.20",GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,23,147.4,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,24,634.56,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,25,500.05,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,26,734.21,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,27,765.57,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,28,787.29,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,29,794.61,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,30,"1,090.68",GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,31,964.73,GAS,22/01/2015,,Technical And Service Support,Utilities
140925,CORONA ENERGY RETAIL 4 LTD,984812142,32,796.69,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,1,82.7,GAS,22/01/2015,"32,430.17",Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,2,959.59,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,3,461.41,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,4,"3,062.00",GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,5,643.45,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,6,171.56,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,7,620.86,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,8,"1,509.43",GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,9,910.89,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,10,984.71,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,11,"3,191.63",GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,12,537.67,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,13,"1,644.07",GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,14,437.45,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,15,"1,254.70",GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,16,329.47,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,17,699.05,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,18,653.01,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,19,"1,132.69",GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,20,674.4,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,21,"2,200.76",GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,22,787.96,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,23,949.31,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,24,709.34,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,25,"1,492.08",GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,26,626.97,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,27,752.86,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,28,688.65,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,29,780.73,GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,30,"1,420.67",GAS,22/01/2015,,Technical And Service Support,Utilities
140926,CORONA ENERGY RETAIL 4 LTD,984812143,31,"2,060.10",GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,1,980.21,GAS,22/01/2015,"24,274.06",Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,2,413.7,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,3,"1,273.99",GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,4,814.67,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,5,599.44,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,6,"3,541.96",GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,7,885.49,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,8,71.61,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,9,"1,143.20",GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,10,"1,015.15",GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,11,"2,040.60",GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,12,633.38,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,13,9.3,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,14,799.06,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,15,"1,016.99",GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,16,538.27,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,17,74.57,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,18,668.32,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,19,492.3,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,20,881.83,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,21,634.56,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,22,"1,691.22",GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,23,356.21,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,24,778.41,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,25,538.04,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,26,695.3,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,27,727.61,GAS,22/01/2015,,Technical And Service Support,Utilities
140927,CORONA ENERGY RETAIL 4 LTD,984812144,28,958.67,GAS,22/01/2015,,Technical And Service Support,Utilities
140928,CORONA ENERGY RETAIL 4 LTD,984812145,1,"1,504.20",GAS,22/01/2015,"4,490.25",Technical And Service Support,Utilities
140928,CORONA ENERGY RETAIL 4 LTD,984812145,2,"1,156.25",GAS,22/01/2015,,Technical And Service Support,Utilities
140928,CORONA ENERGY RETAIL 4 LTD,984812145,3,958.34,GAS,22/01/2015,,Technical And Service Support,Utilities
140928,CORONA ENERGY RETAIL 4 LTD,984812145,4,871.46,GAS,22/01/2015,,Technical And Service Support,Utilities
190115C,G WORRALL & SON LIMITED=======,108565,1,30,GENERAL CONSUMABLES,22/01/2015,317.5,Procurement,Facilities & Management S
190115C,G WORRALL & SON LIMITED=======,108565,2,30,GENERAL CONSUMABLES,22/01/2015,,Procurement,Facilities & Management S
190115C,G WORRALL & SON LIMITED=======,108565,3,25,GENERAL CONSUMABLES,22/01/2015,,Procurement,Facilities & Management S
190115C,G WORRALL & SON LIMITED=======,108565,4,150,GENERAL CONSUMABLES,22/01/2015,,Procurement,Facilities & Management S
190115C,G WORRALL & SON LIMITED=======,108565,5,82.5,GENERAL CONSUMABLES,22/01/2015,,Procurement,Facilities & Management S
190115C,G WORRALL & SON LIMITED=======,108566,1,34.5,GENERAL CONSUMABLES,22/01/2015,324,Procurement,Facilities & Management S
190115C,G WORRALL & SON LIMITED=======,108566,2,34.5,GENERAL CONSUMABLES,22/01/2015,,Procurement,Facilities & Management S
190115C,G WORRALL & SON LIMITED=======,108566,3,174,GENERAL CONSUMABLES,22/01/2015,,Procurement,Facilities & Management S
190115C,G WORRALL & SON LIMITED=======,108566,4,75,GENERAL CONSUMABLES,22/01/2015,,Procurement,Facilities & Management S
190115C,G WORRALL & SON LIMITED=======,108566,5,6,GENERAL CONSUMABLES,22/01/2015,,Procurement,Facilities & Management S
080115E,SAFEGUARD PEST CON. & ENV.LTD,130721,1,460,PEST CONTROL,22/01/2015,460,Technical And Service Support,Environmental Services
800057027,REDFERN TRAVEL LTD,1407167,1,407.7,PUBLIC TRANSPORT,22/01/2015,407.7,Control & Mobilising Services,Human Resources
800057030,REDFERN TRAVEL LTD,1407290,1,407.7,PUBLIC TRANSPORT,22/01/2015,407.7,Control & Mobilising Services,Human Resources
800057029,REDFERN TRAVEL LTD,1407331,1,407.7,PUBLIC TRANSPORT,22/01/2015,407.7,Control & Mobilising Services,Human Resources
800057068,REDFERN TRAVEL LTD,1415154,1,438.8,PUBLIC TRANSPORT,22/01/2015,438.8,Corporate Management Secretariat,Human Resources
800057061,REDFERN TRAVEL LTD,1417949,1,412.7,PUBLIC TRANSPORT,22/01/2015,412.7,Control & Mobilising Services,Human Resources
800057065,REDFERN TRAVEL LTD,1417975,1,539.7,PUBLIC TRANSPORT,22/01/2015,539.7,Control & Mobilising Services,Human Resources
800057063,REDFERN TRAVEL LTD,1418170,1,539.7,PUBLIC TRANSPORT,22/01/2015,539.7,Control & Mobilising Services,Human Resources
800057099,REDFERN TRAVEL LTD,1426570,1,327.51,PUBLIC TRANSPORT,22/01/2015,327.51,Operational Resilience,Human Resources
150115C,IRON MOUNTAIN (UK) LTD========,16191683,1,"2,449.03",MAINTENANCE & SUPPORT,22/01/2015,"2,449.03",Information and Communication Technology,ICT
150115C,DRON & WRIGHT=================,17433,1,"4,565.79",PROFESSIONAL SERVICES,22/01/2015,"55,571.44",Technical And Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,2,337.5,PROFESSIONAL SERVICES,22/01/2015,,Technical And Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,3,215,PROFESSIONAL SERVICES,22/01/2015,,Technical And Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,4,0.5,PROFESSIONAL SERVICES,22/01/2015,,Technical And Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,5,552.5,PROFESSIONAL SERVICES,22/01/2015,,Technical And Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,6,"1,287.02",DISPOSAL COSTS-ESTATES AGENTS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,7,958.62,DISPOSAL COSTS-ESTATES AGENTS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,8,"3,502.62",DISPOSAL COSTS-ESTATES AGENTS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,9,"1,178.62",DISPOSAL COSTS-ESTATES AGENTS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,10,"1,222.62",DISPOSAL COSTS-ESTATES AGENTS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,11,896.5,DISPOSAL COSTS-ESTATES AGENTS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,12,"1,597.12",DISPOSAL COSTS-ESTATES AGENTS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,13,"1,700.12",DISPOSAL COSTS-ESTATES AGENTS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,14,"1,161.62",DISPOSAL COSTS-ESTATES AGENTS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,15,806.22,DISPOSAL COSTS-ESTATES AGENTS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,16,"3,925.50",PROFESSIONAL SERVICES,22/01/2015,,Technical And Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,17,"1,130.50",PROFESSIONAL SERVICES,22/01/2015,,Technical And Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,18,"24,528.17",PROFESSIONAL SERVICES,22/01/2015,,Technical And Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,19,"4,709.50",DISPOSAL COSTS-ESTATES AGENTS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,20,12.5,PROF FEES-MISCELLANEOUS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,21,181.5,PROF FEES-MISCELLANEOUS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115C,DRON & WRIGHT=================,17433,22,"1,101.40",PROF FEES-MISCELLANEOUS,22/01/2015,,Technical and Service Support,Facilities & Management S
150115E,DYSLEXIA ACTION,175026,1,"1,920.00",LEARNING SUPPORT,22/01/2015,"1,920.00",HR Excluding Secondments,Human Resources
150115E,TRADE WINDS===================,22415,1,"3,105.00",PRINTING,22/01/2015,"3,105.00",Communications,Facilities & Management S
160115C,REGENT OFFICE CARE LTD========,22707,1,194.11,STRATEGIC (CYCLICAL),22/01/2015,"4,788.07",Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,2,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,3,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,4,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,5,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,6,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,7,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,8,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,9,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,10,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,11,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,12,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,13,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,14,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,15,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,16,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,17,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,18,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,19,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,20,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,21,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical And Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,22,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,23,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,24,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,25,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,26,161.76,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,REGENT OFFICE CARE LTD========,22707,27,194.11,STRATEGIC (CYCLICAL),22/01/2015,,Technical and Service Support,Cleaning & Janitorial
160115C,VODAFONE LIMITED==============,234923,1,"1,015.00",TELECOMMUNICATIONS,22/01/2015,"1,408.29",Information and Communication Technology,ICT
160115C,VODAFONE LIMITED==============,234923,2,393.29,TELECOMMUNICATIONS,22/01/2015,,Information and Communication Technology,ICT
190115C,ARKAS LIMITED=================,25465,1,"4,044.00",STRATEGIC (NON CYCLICAL),22/01/2015,"4,044.00",Technical and Service Support,"Works - Construction, R&M"
160115C,BRITISH TELECOM===============,25781951Q054,1,"81,853.65",TELECOMMUNICATIONS,22/01/2015,"81,853.65",Information and Communication Technology,ICT
190115C,ARKAS LIMITED=================,26378,1,"1,128.00",DAY TO DAY MINOR IMPS,22/01/2015,"1,128.00",Property PFI,"Works - Construction, R&M"
190115C,ARKAS LIMITED=================,26442,1,"5,648.00",STRATEGIC (NON CYCLICAL),22/01/2015,"5,648.00",Technical and Service Support,"Works - Construction, R&M"
800054059,ADECCO UK LIMITED=============,26926733,1,314,FRS STAFF AGENCY,22/01/2015,314,Regulatory Fire Safety,Human Resources
800057538,ADECCO UK LIMITED=============,26938069,1,"1,033.76",FRS STAFF AGENCY,22/01/2015,"1,033.76",Property PFI,Human Resources
800057539,ADECCO UK LIMITED=============,26938070,1,"1,292.20",FRS STAFF AGENCY,22/01/2015,"1,292.20",Property PFI,Human Resources
800057182,ADECCO UK LIMITED=============,26948902,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,Procurement,Human Resources
800057000,ADECCO UK LIMITED=============,26948919,1,"1,207.64",FRS STAFF AGENCY,22/01/2015,"1,207.64",Technical And Service Support,Human Resources
800057540,ADECCO UK LIMITED=============,26952663,1,"1,292.20",FRS STAFF AGENCY,22/01/2015,"1,292.20",Property PFI,Human Resources
800057541,ADECCO UK LIMITED=============,26952664,1,"1,292.20",FRS STAFF AGENCY,22/01/2015,"1,292.20",Property PFI,Human Resources
800057582,ADECCO UK LIMITED=============,26952665,1,"1,414.13",FRS STAFF AGENCY,22/01/2015,"1,414.13",Legal & Democratic Services,Human Resources
800057583,ADECCO UK LIMITED=============,26952666,1,"1,581.73",FRS STAFF AGENCY,22/01/2015,"1,581.73",Legal & Democratic Services,Human Resources
800057001,ADECCO UK LIMITED=============,26956390,1,"1,207.64",FRS STAFF AGENCY,22/01/2015,"1,207.64",Technical And Service Support,Human Resources
800057173,ADECCO UK LIMITED=============,26956408,1,624.4,FRS STAFF AGENCY,22/01/2015,624.4,Procurement,Human Resources
800057002,ADECCO UK LIMITED=============,26963812,1,"1,509.55",FRS STAFF AGENCY,22/01/2015,"1,509.55",Technical And Service Support,Human Resources
800057174,ADECCO UK LIMITED=============,26963826,1,624.4,FRS STAFF AGENCY,22/01/2015,624.4,Procurement,Human Resources
800057549,ADECCO UK LIMITED=============,26968303,1,"1,165.36",FRS STAFF AGENCY,22/01/2015,"1,165.36",Technical and Service Support,Human Resources
800057550,ADECCO UK LIMITED=============,26968304,1,"1,456.70",FRS STAFF AGENCY,22/01/2015,"1,456.70",Technical and Service Support,Human Resources
800057551,ADECCO UK LIMITED=============,26968305,1,"1,456.70",FRS STAFF AGENCY,22/01/2015,"1,456.70",Technical and Service Support,Human Resources
800057552,ADECCO UK LIMITED=============,26968306,1,"1,456.70",FRS STAFF AGENCY,22/01/2015,"1,456.70",Technical and Service Support,Human Resources
800057003,ADECCO UK LIMITED=============,26971956,1,"1,293.90",FRS STAFF AGENCY,22/01/2015,"1,293.90",Technical And Service Support,Human Resources
800057298,ADECCO UK LIMITED=============,26979152,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,Regulatory Fire Safety,Human Resources
800057299,ADECCO UK LIMITED=============,26979153,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,Regulatory Fire Safety,Human Resources
800057302,ADECCO UK LIMITED=============,26979156,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,Technical And Service Support,Human Resources
800057303,ADECCO UK LIMITED=============,26979157,1,351.68,FRS STAFF AGENCY,22/01/2015,351.68,Operations Non Fire Stations,Human Resources
800057305,ADECCO UK LIMITED=============,26979159,1,973.14,FRS STAFF AGENCY,22/01/2015,973.14,Review of Property Services,Human Resources
800057311,ADECCO UK LIMITED=============,26979160,1,356.8,FRS STAFF AGENCY,22/01/2015,356.8,Regulatory Fire Safety,Human Resources
800057208,ADECCO UK LIMITED=============,26979162,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,Operations Non Fire Stations,Human Resources
800057314,ADECCO UK LIMITED=============,26979163,1,351.68,FRS STAFF AGENCY,22/01/2015,351.68,Regulatory Fire Safety,Human Resources
800057315,ADECCO UK LIMITED=============,26979164,1,439.6,FRS STAFF AGENCY,22/01/2015,439.6,Regulatory Fire Safety,Human Resources
800057316,ADECCO UK LIMITED=============,26979165,1,420.76,FRS STAFF AGENCY,22/01/2015,420.76,Regulatory Fire Safety,Human Resources
800057317,ADECCO UK LIMITED=============,26979166,1,"1,445.40",FRS STAFF AGENCY,22/01/2015,"1,445.40",National Operational Guidance Project,Human Resources
800057318,ADECCO UK LIMITED=============,26979167,1,"1,509.55",FRS STAFF AGENCY,22/01/2015,"1,509.55",Legal & Democratic Services,Human Resources
800057319,ADECCO UK LIMITED=============,26979168,1,490.6,FRS STAFF AGENCY,22/01/2015,490.6,Operational Directorates Support Group,Human Resources
800057320,ADECCO UK LIMITED=============,26979169,1,624.4,FRS STAFF AGENCY,22/01/2015,624.4,Operational Directorates Support Group,Human Resources
800057321,ADECCO UK LIMITED=============,26979170,1,"1,270.34",FRS STAFF AGENCY,22/01/2015,"1,270.34",Corporate Management Secretariat,Human Resources
800057323,ADECCO UK LIMITED=============,26979172,1,"1,076.80",FRS STAFF AGENCY,22/01/2015,"1,076.80",Technical And Service Support,Human Resources
800057324,ADECCO UK LIMITED=============,26979173,1,570.88,FRS STAFF AGENCY,22/01/2015,570.88,Operational Directorates Support Group,Human Resources
800057308,ADECCO UK LIMITED=============,26979176,1,624.4,FRS STAFF AGENCY,22/01/2015,624.4,Regulatory Fire Safety,Human Resources
800057004,ADECCO UK LIMITED=============,26979177,1,"1,337.03",FRS STAFF AGENCY,22/01/2015,"1,337.03",Technical And Service Support,Human Resources
800057326,ADECCO UK LIMITED=============,26979180,1,321.12,FRS STAFF AGENCY,22/01/2015,321.12,Regulatory Fire Safety,Human Resources
800057332,ADECCO UK LIMITED=============,26982867,1,"1,177.40",FRS STAFF AGENCY,22/01/2015,"1,177.40",Communications,Human Resources
800057333,ADECCO UK LIMITED=============,26982868,1,"1,177.40",FRS STAFF AGENCY,22/01/2015,"1,177.40",Communications,Human Resources
800057340,ADECCO UK LIMITED=============,26982869,1,"1,241.25",FRS STAFF AGENCY,22/01/2015,"1,241.25",Communications,Human Resources
800057344,ADECCO UK LIMITED=============,26982871,1,"1,269.33",FRS STAFF AGENCY,22/01/2015,"1,269.33",Legal & Democratic Services,Human Resources
800057345,ADECCO UK LIMITED=============,26982872,1,"1,159.91",FRS STAFF AGENCY,22/01/2015,"1,159.91",Legal & Democratic Services,Human Resources
