Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,71,85.94,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,72,84.68,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,73,82.97,FUEL,14/03/19,,Command Units,Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,74,75.78,FUEL,14/03/19,,Command Units,Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,75,72.45,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,76,70.69,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,77,70.27,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,78,68.11,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,79,66.61,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,80,65.50,FUEL,14/03/19,,Command Units,Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,81,63.38,FUEL,14/03/19,,Command Units,Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,82,62.79,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,83,59.21,FUEL,14/03/19,,Command Units,Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,84,52.52,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,85,50.16,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,86,40.94,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,87,39.08,FUEL,14/03/19,,Technical and Service Support,Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,88,38.97,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,89,29.17,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,90,23.25,FUEL,14/03/19,,Operational Resilience,Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,91,21.68,FUEL,14/03/19,,Community Safety,Vehicle Management
E2010852567,800127014,ALLSTAR BUSINESS SOLUTIONS LTD,E2010852567,92,7.79,FUEL,14/03/19,,Community Safety,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,1,514.38,FUEL,14/03/19,"15,856.66",Procurement,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,2,443.68,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,3,411.48,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,4,410.30,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,5,374.16,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,6,357.58,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,7,323.05,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,8,313.01,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,9,308.44,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,10,307.32,FUEL,14/03/19,,Operational Policy,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,11,304.05,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,12,298.39,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,13,294.97,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,14,293.98,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,15,291.98,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,16,269.65,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,17,267.86,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,18,264.41,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,19,246.75,FUEL,14/03/19,,Operational Resilience,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,20,246.26,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,21,244.37,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,22,243.68,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,23,237.19,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,24,234.97,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,25,234.35,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,26,218.26,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,27,209.98,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,28,199.01,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,29,198.15,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,30,195.34,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,31,193.66,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,32,188.75,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,33,180.78,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,34,169.19,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,35,168.64,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,36,168.13,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,37,165.26,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,38,165.17,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,39,163.42,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,40,162.63,FUEL,14/03/19,,Information and Communication Technology,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,41,160.24,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,42,160.23,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,43,158.74,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,44,155.69,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,45,153.10,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,46,152.94,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,47,149.41,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,48,147.86,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,49,145.55,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,50,138.64,FUEL,14/03/19,,Central Operations,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,51,138.30,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,52,136.74,FUEL,14/03/19,,Fire Engineering & Specialist Fire Safety,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,53,134.14,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,54,133.61,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,55,132.43,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,56,129.13,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,57,126.42,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,58,125.44,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,59,125.29,FUEL,14/03/19,,Command Units,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,60,121.64,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,61,120.24,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,62,118.91,FUEL,14/03/19,,Operational Resilience,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,63,117.80,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,64,117.72,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,65,116.92,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,66,116.12,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,67,114.13,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,68,110.19,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,69,101.27,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,70,98.69,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,71,96.70,FUEL,14/03/19,,Command Units,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,72,93.77,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,73,93.03,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,74,89.13,FUEL,14/03/19,,Command Units,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,75,88.89,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,76,88.03,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,77,79.62,FUEL,14/03/19,,Command Units,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,78,76.56,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,79,76.45,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,80,71.58,FUEL,14/03/19,,Technical and Service Support,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,81,71.34,FUEL,14/03/19,,Command Units,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,82,70.10,FUEL,14/03/19,,Command Units,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,83,68.21,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,84,65.01,FUEL,14/03/19,,Procurement,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,85,60.39,FUEL,14/03/19,,Fire Stations (North West),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,86,60.00,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,87,42.30,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,88,33.46,FUEL,14/03/19,,Fire Stations (South East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,89,31.61,FUEL,14/03/19,,Technical and Service Support,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,90,28.95,FUEL,14/03/19,,Fire Stations (North East),Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,91,24.80,FUEL,14/03/19,,Command Units,Vehicle Management
E2010873302,800127233,ALLSTAR BUSINESS SOLUTIONS LTD,E2010873302,92,6.57,FUEL,14/03/19,,Fire Stations (South West),Vehicle Management
E22448,070319K,QUANTECH ENVIRONMENTAL LIMITED,E22448,1,"3,660.55",REACTIVE SMALL WORKS AND PROJ,14/03/19,"3,660.55",Technical and Service Support,Works - Construction
I005967,280219K,EVOLUTION ENVIRONMENTAL LTD,I005967,1,400.00,REACTIVE ASBESTOS,14/03/19,400.00,Technical and Service Support,Works - Construction
I10825681,040319K,HALL FUELS,I10825681,1,"2,054.80",FUEL,14/03/19,"2,054.80",Fire Stations (North East),Vehicle Management
INV-000071111,142594,FIELD FISHER LLP,INV-000071111,1,"5,524.60",LEGAL PROFESSIONAL FEES-GENERL,14/03/19,"5,524.60",Grenfell Investigation Legal Costs,Legal Services
INV-002634/INV-002636,060319V,AVANTIS SYSTEMS LTD,INV-002634/INV-002636,1,"9,009.00",COMMUNITY RELATIONS,14/03/19,"9,009.00",Community Safety,Facilities & Management Services
INV-2322,060319K,KC JONES CONFERENCE&EVENTS LTD,INV-2322,1,252.50,PROFESSIONAL DEVELOPMENT,14/03/19,252.50,Training and Professional Development,Human Resources
INV-3840,270219K,ENERGY AUDITING AGENCY LTD,INV-3840,1,326.00,PROFESSIONAL SERVICES,14/03/19,326.00,Technical and Service Support,Consultancy
INV-4565,800127005,NPS SHOES LTD,INV-4565,1,35.25,FOOTWEAR,14/03/19,"2,360.25",Fire Stations (South West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,2,35.25,FOOTWEAR,14/03/19,,Fire Stations (North West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,3,35.25,FOOTWEAR,14/03/19,,Fire Stations (South East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,4,35.25,FOOTWEAR,14/03/19,,Fire Stations (South West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,5,35.25,FOOTWEAR,14/03/19,,Fire Stations (North East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,6,35.25,FOOTWEAR,14/03/19,,Fire Stations (South East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,7,35.25,FOOTWEAR,14/03/19,,Fire Stations (South West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,8,35.25,FOOTWEAR,14/03/19,,Fire Stations (North West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,9,35.25,FOOTWEAR,14/03/19,,Fire Stations (North East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,10,35.25,FOOTWEAR,14/03/19,,Fire Stations (North East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,11,35.25,FOOTWEAR,14/03/19,,Fire Stations (South West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,12,35.25,FOOTWEAR,14/03/19,,Fire Stations (North East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,13,35.25,FOOTWEAR,14/03/19,,Fire Stations (North West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,14,35.25,FOOTWEAR,14/03/19,,Fire Stations (South East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,15,35.25,FOOTWEAR,14/03/19,,Fire Stations (South East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,16,35.25,FOOTWEAR,14/03/19,,Fire Stations (North West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,17,34.50,FOOTWEAR,14/03/19,,Fire Stations (South East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,18,34.50,FOOTWEAR,14/03/19,,Fire Stations (South West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,19,35.25,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,20,35.25,FOOTWEAR,14/03/19,,Fire Stations (South East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,21,35.25,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,22,35.25,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,23,35.25,FOOTWEAR,14/03/19,,Fire Stations (North West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,24,35.25,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,25,35.25,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,26,70.50,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,27,35.25,FOOTWEAR,14/03/19,,Fire Stations (South West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,28,35.25,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,29,35.25,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,30,35.25,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,31,35.25,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,32,35.25,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,33,35.25,FOOTWEAR,14/03/19,,Control and Mobilising,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,34,35.25,FOOTWEAR,14/03/19,,Fire Stations (South East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,35,70.50,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,36,70.50,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,37,35.25,FOOTWEAR,14/03/19,,Fire Stations (South West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,38,35.25,FOOTWEAR,14/03/19,,Fire Stations (North East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,39,70.50,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,40,70.50,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,41,35.25,FOOTWEAR,14/03/19,,Fire Stations (North West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,42,35.25,FOOTWEAR,14/03/19,,Fire Stations (North West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,43,35.25,FOOTWEAR,14/03/19,,Fire Stations (South East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,44,35.25,FOOTWEAR,14/03/19,,Fire Stations (South East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,45,35.25,FOOTWEAR,14/03/19,,Fire Stations (North West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,46,35.25,FOOTWEAR,14/03/19,,Fire Stations (South West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,47,70.50,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,48,35.25,FOOTWEAR,14/03/19,,Fire Stations (South East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,49,35.25,FOOTWEAR,14/03/19,,Fire Stations (North East),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,50,70.50,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,51,35.25,FOOTWEAR,14/03/19,,Fire Stations (North West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,52,70.50,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,53,70.50,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,54,35.25,FOOTWEAR,14/03/19,,Fire Stations (South West),Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,55,35.25,FOOTWEAR,14/03/19,,Operational Resilience,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,56,70.50,FOOTWEAR,14/03/19,,Firefighter Trainees,Clothing
INV-4565,800127005,NPS SHOES LTD,INV-4565,57,35.25,FOOTWEAR,14/03/19,,Fire Stations (South East),Clothing
INV/32970,070319V,WALTER FRANK & SONS LIMITED,INV/32970,1,"1,239.00",OPERATIONAL EQUIP-PURCHASE,14/03/19,"7,830.00",Technical and Service Support,Fire & Rescue
INV/32970,070319V,WALTER FRANK & SONS LIMITED,INV/32970,2,"2,661.00",OPERATIONAL EQUIP-PURCHASE,14/03/19,,Technical and Service Support,Fire & Rescue
INV/32970,070319V,WALTER FRANK & SONS LIMITED,INV/32970,3,"2,661.00",OPERATIONAL EQUIP-PURCHASE,14/03/19,,Technical and Service Support,Fire & Rescue
INV/32970,070319V,WALTER FRANK & SONS LIMITED,INV/32970,4,"1,239.00",OPERATIONAL EQUIP-PURCHASE,14/03/19,,Technical and Service Support,Fire & Rescue
INV/32970,070319V,WALTER FRANK & SONS LIMITED,INV/32970,5,30.00,OPERATIONAL EQUIP-PURCHASE,14/03/19,,Technical and Service Support,Fire & Rescue
INV000071110,142594,FIELD FISHER LLP,INV000071110,1,"25,982.10",LEGAL PROFESSIONAL FEES-GENERL,14/03/19,"25,982.10",Grenfell Investigation Legal Costs,Legal Services
INV00201815,142605,DAYS CONTRACT HIRE,INV00201815,1,400.96,LEASE CAR CHARGES,14/03/19,369.17,Procurement,Vehicle Management
INV00201815,142605,DAYS CONTRACT HIRE,INV00201815,2,-31.79,VAT CAR LEASING,14/03/19,,Finance Services,Vehicle Management
INV283939,070319V,PURDY CONTRACTS LTD,INV283939,1,"6,274.69",DEVELOPMENT  EXPENSES-CONTRACT,14/03/19,"8,538.76",Technical and Service Support,"Works - Construction, R&M"
INV283939,070319V,PURDY CONTRACTS LTD,INV283939,2,"2,264.07",DEVELOPMENT  EXPENSES-CONTRACT,14/03/19,,Technical and Service Support,"Works - Construction, R&M"
INV284137,080319V,PURDY CONTRACTS LTD,INV284137,1,"5,170.67",DEVELOPMENT  EXPENSES-CONTRACT,14/03/19,"5,170.67",Technical and Service Support,"Works - Construction, R&M"
