 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
060215C,KNIGHTON CLEANING SERVICES LTD,44825,10,"1,835.67",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,11,"2,260.06",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,12,775.23,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,13,"1,448.52",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,14,763.25,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,15,"1,517.78",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,16,"1,752.14",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,17,614.43,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,18,"2,302.80",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,19,"1,838.05",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,20,931.96,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,21,933.18,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,22,"1,083.13",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,23,"1,767.94",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,24,"1,050.67",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,25,824.34,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,26,971.22,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,27,"1,335.48",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,28,771.83,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,29,"1,557.08",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,30,"1,109.10",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,31,"1,395.51",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,32,784.09,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,33,939.33,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,34,698.83,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,35,"1,514.40",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,36,"1,337.32",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,37,951.28,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,38,"2,634.42",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,39,"1,034.69",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,40,"1,081.80",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,41,"1,046.98",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,42,949.77,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,43,399.42,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,44,"2,279.98",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,45,"1,858.45",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,46,"1,044.82",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,47,689.04,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,48,680.46,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,49,790.88,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,50,"2,322.07",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,51,919.77,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,52,"1,593.07",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,53,"2,624.01",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,54,769.1,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,55,785.95,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,56,13,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,57,"1,068.72",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,58,811.71,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,59,"1,055.41",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44825,60,"1,281.26",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,1,994.97,GENERAL CLEANS,16/02/2015,"71,694.48",Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,2,"1,097.63",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,3,"1,028.74",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,4,"1,239.39",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,5,602.72,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,6,"1,382.70",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,7,"2,003.99",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,8,"2,063.97",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,9,"3,231.97",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,10,"1,017.81",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,11,900.83,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,12,"1,234.76",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,13,"1,025.49",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,14,"1,071.55",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,15,"1,096.19",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,16,"1,480.49",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,17,"1,242.38",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,18,591.02,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,19,"12,380.25",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,20,"1,195.24",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,21,398.11,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,22,"1,512.91",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,23,"3,172.92",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,24,635.5,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,25,"1,731.71",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,26,855.97,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,27,"1,306.35",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,28,"1,924.53",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,29,"1,244.76",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,30,903.09,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,31,"1,206.08",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,32,"1,229.46",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,33,"7,092.00",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,34,733.93,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,35,916.19,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,36,"1,844.47",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,37,"1,074.95",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,38,814.3,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,39,"1,620.53",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,40,"1,586.89",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,41,"1,312.42",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,42,"1,214.44",GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,KNIGHTON CLEANING SERVICES LTD,44826,43,480.88,GENERAL CLEANS,16/02/2015,,Technical And Service Support,Cleaning & Janitorial
060215C,UK TAPES LTD==================,453404,1,967.2,GENERAL CONSUMABLES,16/02/2015,967.2,Procurement,Health & Safety
040215G,DELL SOFTWARE INT LTD,4700094075,1,"3,375.00",MAINTENANCE & SUPPORT,16/02/2015,"3,375.00",Information and Communication Technology,ICT
800058297,*OCS GROUP UK LTD,5000067452-1,1,"3,232.97",CATERING,16/02/2015,"3,232.97",Technical And Service Support,Catering
800058298,*OCS GROUP UK LTD,5000067452-2,1,678.81,CATERING,16/02/2015,678.81,Technical And Service Support,Catering
140953,EDF ENERGY===================,50152100001,1,"3,481.52",ELECTRICITY,16/02/2015,"3,481.52",Technical And Service Support,Utilities
110215C,URS SCOTT WILSON LIMITED,6054347,1,"6,954.00",PROF FEES-MISCELLANEOUS,16/02/2015,"6,954.00",Technical and Service Support,Consultancy
110215C,URS SCOTT WILSON LIMITED,6155222,1,"6,057.23",PROF FEES-MISCELLANEOUS,16/02/2015,"6,057.23",Technical and Service Support,Consultancy
140953,THAMES WATER UTILITIES LTD====,6395955189Z,1,374.4,WATER & SEWERAGE RATES,16/02/2015,374.4,Technical And Service Support,Utilities
060215C,MARTIN LAVELL LTD=============,64058,1,349.2,BOOKS & JOURNALS,16/02/2015,349.2,Communications,Education
060215C,C P GREGORY & ASSOCIATES LTD==,649,1,"1,320.00",PROFESSIONAL DEVELOPMENT,16/02/2015,"1,320.00",Regulatory Fire Safety,Human Resources
090215C,MOORE STEPHENS CONSULTING LTD=,673743,1,"23,500.00",MAINTENANCE & SUPPORT,16/02/2015,"23,500.00",HR Excluding Secondments,ICT
110215C,SWEETT  UK LTD,7050478,1,"2,280.60",PROF FEES-MISCELLANEOUS,16/02/2015,"2,280.60",Technical and Service Support,"Works - Construction, R&M"
140952,TRAUMA CLINIC LTD.,7470,1,"3,000.00",DOCTORS/MEDICAL FEES,16/02/2015,"3,000.00",Legal & Democratic Services,Medical Services
110215C,CANON (UK) LTD===============,770497346,1,390.86,OFFICE EQUIPMENT,16/02/2015,390.86,Strategy & Performance,ICT
060215C,FIRE SERVICE COLLEGE LTD======,802621,1,755,PROFESSIONAL DEVELOPMENT,16/02/2015,755,Challenge Team,Human Resources
040215G,COLLEGE OF POLICING,90022563,1,628,PROFESSIONAL DEVELOPMENT,16/02/2015,628,Operations Non Fire Stations,Human Resources
100215E,SMITH CONSTRUCTION (HECKINGTON,9443,1,"2,226.86",STRATEGIC (NON CYCLICAL),16/02/2015,"2,424.86",Technical And Service Support,Sports & Playground Equip
100215E,SMITH CONSTRUCTION (HECKINGTON,9443,2,198,STRATEGIC (NON CYCLICAL),16/02/2015,,Technical And Service Support,Sports & Playground Equip
290115C,MULTITONE ELECTRONICS PLC=====,99106,1,"1,425.00",RADIO,16/02/2015,"1,579.00",Information and Communication Technology,ICT
290115C,MULTITONE ELECTRONICS PLC=====,99106,2,129,RADIO,16/02/2015,,Information and Communication Technology,ICT
290115C,MULTITONE ELECTRONICS PLC=====,99106,3,25,RADIO,16/02/2015,,Information and Communication Technology,ICT
090215C,ARCHITECTURAL DECORATORS LTD==,AD22932,1,"2,205.03",STRATEGIC (NON CYCLICAL),16/02/2015,"2,205.03",Technical and Service Support,Building Constr Materials
110215C,ASTEC SURVEYS LIMITED=========,ASL-15/006,1,175,ASBESTOS,16/02/2015,350,Technical and Service Support,Environmental Services
110215C,ASTEC SURVEYS LIMITED=========,ASL-15/006,2,175,ASBESTOS,16/02/2015,,Technical and Service Support,Environmental Services
110215C,BRISTOL UNIFORMS LTD==========,BC-01-15-S1360,1,400.26,CLOTHING,16/02/2015,400.26,Operations Non Fire Stations,Clothing
090215C,RADIOCOMS SYSTEMS LIMITED=====,CF288774,1,"1,254.00",RADIO,16/02/2015,"4,976.40",Information and Communication Technology,ICT
090215C,RADIOCOMS SYSTEMS LIMITED=====,CF288774,2,"3,722.40",RADIO,16/02/2015,,Information and Communication Technology,ICT
100215E,CHARGEMASTER PLC,CM 150044,1,"5,931.60",ELECTRIC VEHICLE CHARGE POINT,16/02/2015,"5,931.60",Technical and Service Support,Environmental Services
100215E,VOICEPATH,DT8380,1,336.13,MISCELLANEOUS DISBURSEMENTS,16/02/2015,336.13,Legal & Democratic Services,Legal Services
060215C,ERNST AND YOUNG,GB10100079271,1,"22,494.00",EXTERNAL AUDIT,16/02/2015,"22,494.00",Central Finance,Financial Services
290115C,BLUESKY SHAREPOINT CONSULTING,INV-1454,1,"20,400.00",CONSULTANTS,16/02/2015,"20,400.00",National Operational Guidance Project,Consultancy
100215E,MIND(NAMH)====================,IVC00000000000543,1,"3,849.00",GENERAL,16/02/2015,"3,849.00",LIFE - LFB Funded,Human Resources
110215C,JACKSON LIFT GROUP============,JS403110R,1,890,STRATEGIC (NON CYCLICAL),16/02/2015,890,Technical and Service Support,Facilities & Management S
090215C,SMITH O'SULLIVAN LTD.=========,LFB/SFS003,1,"9,758.87",STRATEGIC (NON CYCLICAL),16/02/2015,"9,758.87",Technical and Service Support,"Works - Construction, R&M"
060215C,COFELY WORKPLACE LIMITED,M132931,1,"2,869.98",STRATEGIC (NON CYCLICAL),16/02/2015,"2,869.98",Technical and Service Support,"Works - Construction, R&M"
060215C,COFELY WORKPLACE LIMITED,M133152,1,"1,938.56",STRATEGIC (NON CYCLICAL),16/02/2015,"1,938.56",Technical and Service Support,"Works - Construction, R&M"
160215G,EUS HOLDINGS LIMITED,PLC10026,1,"1,000.00",PROFESSIONAL DEVELOPMENT,16/02/2015,"1,000.00",Procurement,Consultancy
100215E,LC ENERGY LTD,SIN0003035,1,754.68,GAS,16/02/2015,754.68,Technical And Service Support,Utilities
030215E,LC ENERGY LTD,SIN003001,1,744.75,GAS,16/02/2015,744.75,Technical And Service Support,Utilities
110215C,RELIANCE HIGH-TECH,SLINV00024985,1,355.15,STRATEGIC (CYCLICAL),16/02/2015,355.15,Technical And Service Support,Facilities & Management S
110215C,RELIANCE HIGH-TECH,SLINV00024986,1,355.15,STRATEGIC (CYCLICAL),16/02/2015,355.15,Technical And Service Support,Facilities & Management S
110215C,RELIANCE HIGH-TECH,SLINV00024987,1,355.15,STRATEGIC (CYCLICAL),16/02/2015,355.15,Technical And Service Support,Facilities & Management S
110215C,RELIANCE HIGH-TECH,SLINV00024988,1,355.15,STRATEGIC (CYCLICAL),16/02/2015,355.15,Technical And Service Support,Facilities & Management S
110215C,BERENDSEN UK LTD,SN002003294,1,"8,399.74",LAUNDRY,16/02/2015,"8,399.74",Operations Non Fire Stations,Cleaning & Janitorial
110215C,COLLINS (CONTRACTORS) LTD=====,SPAP073/LFEP01,1,"14,402.16",DEVELOPMENT  EXPENSES-CONTRACT,16/02/2015,"60,009.00",Technical and Service Support,"Works - Construction, R&M"
110215C,COLLINS (CONTRACTORS) LTD=====,SPAP073/LFEP01,2,"15,002.25",DEVELOPMENT  EXPENSES-CONTRACT,16/02/2015,,Technical and Service Support,"Works - Construction, R&M"
110215C,COLLINS (CONTRACTORS) LTD=====,SPAP073/LFEP01,3,"30,604.59",STRATEGIC (NON CYCLICAL),16/02/2015,,Technical and Service Support,"Works - Construction, R&M"
140956,DEPARTMENT FOR WORK & PENSIONS,7824,1,505,DWP NHS CHARGES,18/02/2015,505,Legal & Democratic Services,Statutory Bodies
140956,DEPARTMENT FOR WORK & PENSIONS,8599,1,781,DWP NHS CHARGES,18/02/2015,781,Legal & Democratic Services,Statutory Bodies
140956,DEPARTMENT FOR WORK & PENSIONS,9114,1,600,DWP NHS CHARGES,18/02/2015,600,Legal & Democratic Services,Statutory Bodies
140956,IMPERIUM LAW SOLICITORS LTD,9565,1,750,CLAIMANT COSTS AGREED,18/02/2015,750,Legal & Democratic Services,Legal Services
050215E,HEALTH MANAGEMENT LIMITED=====,125936,1,359.5,THIRD PARTY REPORTS,19/02/2015,"2,293.10",HR Excluding Secondments,Healthcare
050215E,HEALTH MANAGEMENT LIMITED=====,125936,2,295,THIRD PARTY REPORTS,19/02/2015,,HR Excluding Secondments,Healthcare
050215E,HEALTH MANAGEMENT LIMITED=====,125936,3,"1,638.60",THIRD PARTY REPORTS,19/02/2015,,HR Excluding Secondments,Healthcare
050215E,HEALTH MANAGEMENT LIMITED=====,126046,1,"107,035.75",OHS CONTRACT,19/02/2015,"107,035.75",HR Excluding Secondments,Healthcare
050215E,SYNERGY HEALTH LAB SERVICE LTD,128371,1,130,DRUG & ALCOHOL TESTS,19/02/2015,390,HR Excluding Secondments,Healthcare
050215E,SYNERGY HEALTH LAB SERVICE LTD,128371,2,130,DRUG & ALCOHOL TESTS,19/02/2015,,HR Excluding Secondments,Healthcare
050215E,SYNERGY HEALTH LAB SERVICE LTD,128371,3,130,DRUG & ALCOHOL TESTS,19/02/2015,,HR Excluding Secondments,Healthcare
030215E,MOOLANDS LTD,1736,1,375,STRATEGIC (NON CYCLICAL),19/02/2015,375,Technical And Service Support,"Works - Construction, R&M"
130215C,AFFINITY WATER,101050458,1,510,CURRENT HYDRANT COSTS,19/02/2015,510,Operational Resilience,Utilities
130215C,AFFINITY WATER,101050465,1,510,CURRENT HYDRANT COSTS,19/02/2015,510,Operational Resilience,Utilities
130215C,AFFINITY WATER,101050466,1,510,CURRENT HYDRANT COSTS,19/02/2015,510,Operational Resilience,Utilities
130215C,AFFINITY WATER,101050476,1,300,CURRENT HYDRANT COSTS,19/02/2015,300,Operational Resilience,Utilities
060215C,CARILLION COMMUNICATIONS LTD==,1012793,1,450,TACTICAL DAY TO DAY,19/02/2015,450,Technical And Service Support,"Works - Construction, R&M"
160215G,INFOR (UNITED KINGDOM) LIMITED,11413552-GB04G,1,"40,719.80",MAINTENANCE & SUPPORT,19/02/2015,"40,719.80",Information and Communication Technology,ICT
160215G,INFOR (UNITED KINGDOM) LIMITED,11502212-GB04G,1,"1,605.36",CONSULTANTS,19/02/2015,"1,605.36",Information and Communication Technology,ICT
160215G,INFOR (UNITED KINGDOM) LIMITED,11502221-GB04G,1,"1,920.00",MAINTENANCE & SUPPORT,19/02/2015,"5,120.00",Information and Communication Technology,ICT
160215G,INFOR (UNITED KINGDOM) LIMITED,11502221-GB04G,2,"3,200.00",MAINTENANCE & SUPPORT,19/02/2015,,Information and Communication Technology,ICT
120215G,VISTA LANDSCAPE MANAGEMENT LTD,120562,1,296.58,GROUNDS MAINTENANCE,19/02/2015,296.58,Technical And Service Support,"Works - Construction, R&M"
120215G,VISTA LANDSCAPE MANAGEMENT LTD,120563,1,449.85,GROUNDS MAINTENANCE,19/02/2015,449.85,Technical And Service Support,"Works - Construction, R&M"
040215G,SILVERSANDS LIMITED===========,121795,1,"3,800.00",PURCHASES-SOFTWARE,19/02/2015,"3,800.00",Information and Communication Technology,ICT
120215G,RUTH LEE LTD==================,12983,1,340,PROTECTIVE EQUIPT - PARTS,19/02/2015,350,Technical and Service Support,Fire & Rescue
120215G,RUTH LEE LTD==================,12983,2,10,REPAIR & MAINTENANCE,19/02/2015,,Technical And Service Support,Fire & Rescue
100215E,IRON MOUNTAIN (UK) LTD========,16192532,1,"2,246.05",MAINTENANCE & SUPPORT,19/02/2015,"2,246.05",Information and Communication Technology,ICT
090215C,ENERGY AUDITING AGENCY LTD====,20151122,1,"1,141.00",PROFESSIONAL SERVICES,19/02/2015,"1,141.00",Technical And Service Support,Statutory Bodies
140954,THAMES WATER UTILITIES LTD====,21679-37404.,1,479.35,WATER & SEWERAGE RATES,19/02/2015,479.35,Technical And Service Support,Utilities
090215C,VODAFONE LIMITED==============,235339,1,"1,015.00",TELECOMMUNICATIONS,19/02/2015,"1,065.41",Information and Communication Technology,ICT
090215C,VODAFONE LIMITED==============,235339,2,50.41,TELECOMMUNICATIONS,19/02/2015,,Information and Communication Technology,ICT
100215E,FIRE SERVICES YOUTH TRAIN.ASS.,2518,1,"1,558.00",GENERAL,19/02/2015,"1,558.00",Community Safety Delivery,Human Resources
100215E,B NOKES CONTRACTS LTD,2581,1,"1,170.00",TACTICAL DAY TO DAY,19/02/2015,"1,170.00",Technical And Service Support,"Works - Construction, R&M"
100215E,B NOKES CONTRACTS LTD,2582,1,"1,170.00",TACTICAL DAY TO DAY,19/02/2015,"1,170.00",Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26624,1,560.5,STRATEGIC (CYCLICAL),19/02/2015,"2,836.31",Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26624,2,247,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26624,3,"1,793.88",STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26624,4,234.93,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26625,1,214,STRATEGIC (CYCLICAL),19/02/2015,"1,653.00",Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26625,2,197.5,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26625,3,468.43,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26625,4,773.07,STRATEGIC (CYCLICAL),19/02/2015,,Technical And Service Support,"Works - Construction, R&M"
130215C,ARKAS LIMITED=================,26626,1,263.5,STRATEGIC (CYCLICAL),19/02/2015,"1,025.59",Technical And Service Support,"Works - Construction, R&M"
